number,water_body_directorate,dam_name,total_volume,dead_volume,available_volume,available_volume_percent,available_useful_volume,available_useful_volume_percent,water_intake,water_drain
1,БДДР,Искър,655.252,87.2,489.459,74.7,402.259,70.81,3.19,6.207
2,БДДР,Бели Искър,15.08,1.4,6.797,45.07,5.397,39.45,0.535,0.496
3,БДДР,Среченска бара,15.5,1.0,10.12,65.29,9.12,62.9,0.093,0.556
4,БДДР,Христо Смирненски,27.7,4.2,22.799,82.31,18.599,79.15,0.029,0.321
5,БДДР,Йовковци,92.179,9.0,61.523,66.74,52.523,63.14,0.027,0.776
6,БДЧР,Тича,311.8,40.0,139.544,44.75,99.544,36.62,0.04,1.733
7,БДЧР,Камчия,233.55,76.0,104.503,44.75,28.503,18.09,0.52,2.383
8,БДЧР,Ясна поляна,32.32,7.55,11.916,36.87,4.366,17.63,0.012,0.231
9,БДИБР,Асеновец,28.2,2.0,11.5,40.78,9.5,36.26,0.035,0.417
10,БДИБР,Боровица,27.3,4.6,24.083,88.22,19.483,85.83,0.012,0.29
11,БДЗБР,Студена,25.2,2.4,15.685,62.24,13.285,58.27,0.442,0.717
12,БДЗБР,Дяково,35.4,8.0,24.274,68.57,16.274,59.39,0.0,0.344
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.433,42.32,0.333,36.08,,
14,БДЗБР,Карагьол  - за рез.водоснабдяване,2.252,0.2,1.103,48.97,0.903,43.99,,
15,БДДР,Огняново  - за рез.водоснабдяване **,31.6,2.5,14.961,47.34,12.461,42.82,0.26,0.26
16,БДЧР,Порой,45.2,2.0,1.739,3.85,0.0,0.0,0.058,0.0
17,БДЧР,Ахелой,12.35,0.8,3.234,26.19,2.434,21.07,0.058,0.0
18,БДДР,Панчарево,6.465,1.5,5.496,85.01,3.996,80.48,2.916,4.175
19,БДДР,Ястребино,62.3,3.9,21.486,34.49,17.586,30.11,0.058,0.104
20,БДДР,Кула,20.25,0.7,8.752,43.22,8.052,41.19,0.0,0.035
21,БДДР,Рабиша,43.2,2.4,11.769,27.24,9.369,22.96,0.0,0.0
22,БДДР,Огоста,506.0,67.0,170.599,33.72,103.599,23.6,0.058,4.282
23,БДДР,Сопот,60.908,1.3,31.825,52.25,30.525,51.21,0.301,0.301
24,БДДР,Горни Дъбник,130.0,3.0,28.537,21.95,25.537,20.11,0.035,0.891
25,БДДР,Бели Лом,25.5,3.2,7.567,29.67,4.367,19.58,0.035,0.069
26,БДЧР,Съединение,12.81,1.5,6.877,53.68,5.377,47.54,0.035,0.069
27,БДЧР,Георги Трайков (Цонево),330.0,21.0,101.558,30.78,80.558,26.07,0.0,1.308
28,БДИБР,Жребчево,400.0,30.0,103.728,25.93,73.728,19.93,3.969,1.747
29,БДИБР,Малко Шарково,45.0,3.9,20.222,44.94,16.322,39.71,0.012,0.104
30,БДИБР,Домлян,26.074,0.7,2.091,8.02,1.391,5.48,0.01,0.01
31,БДИБР,Пясъчник,206.53,3.4,13.071,6.33,9.671,4.76,0.118,0.059
32,БДИБР,Тополница,137.108,20.0,21.043,15.35,1.043,0.89,0.208,0.382
33,БДИБР,Тракиец,114.0,24.0,51.018,44.75,27.018,30.02,0.0,0.185
34,БДЗБР,Пчелина,54.2,34.2,53.9,99.45,19.7,98.5,2.859,3.438
35,БДДР,Александър Стамболийски,205.569,20.0,109.585,53.31,89.585,48.28,0.154,1.004
36,БДДР,Кокаляне,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,14.842,10.44,9.432,6.89,1.562,1.056
,БДИБР,Белмекен-Чаира,149.536,5.179,65.961,44.11,60.782,42.11,1.485,0.738
38,БДИБР,Белмекен,144.036,3.81,62.695,43.53,58.885,41.99,,
39,БДИБР,Чаира,5.5,1.369,3.266,59.39,1.897,45.93,,
,БДИБР,Баташки водносилов път,,,,,,,,
,БДИБР,Голям Беглик-Широка поляна,86.091,7.242,25.207,29.28,17.965,22.78,0.915,0.309
40,БДИБР,Голям Беглик,62.111,3.942,21.592,34.76,17.65,30.34,,
41,БДИБР,Широка поляна,23.98,3.3,3.615,15.08,0.315,1.52,,
42,БДИБР,Беглика,1.554,0.242,0.763,49.12,0.521,39.73,0.03,0.005
43,БДИБР,Тошков Чарк,1.782,0.276,1.177,66.05,0.901,59.83,0.234,0.005
44,БДИБР,Батак,310.298,19.95,160.838,51.83,140.888,48.52,0.817,0.817
,БДИБР,Каскада Доспат-Въча,,,,,,,,
45,БДЗБР,Доспат,449.249,14.907,351.201,78.18,336.294,77.43,3.03,0.66
46,БДИБР,Цанков камък,110.708,31.2,75.39,68.1,44.19,55.58,1.448,1.448
47,БДИБР,Въча,226.12,24.52,134.986,59.7,110.466,54.79,4.268,3.851
48,БДИБР,Кричим,20.256,1.73,19.347,95.51,17.617,95.09,3.878,7.986
,БДИБР,Каскада Арда,,,,,,,,
49,БДИБР,Кърджали,497.236,107.176,291.153,58.55,183.977,47.17,2.471,1.195
50,БДИБР,Студен кладенец,387.772,90.667,227.445,58.65,136.778,46.04,1.498,10.445
51,БДИБР,Ивайловград,156.702,59.526,93.52,59.68,33.994,34.98,13.916,0.218
52,БДИБР,Розов кладенец,20.4,13.268,18.204,89.24,4.936,69.21,,
