number,water_body_directorate,dam_name,total_volume,dead_volume,available_volume,available_volume_percent,available_useful_volume,available_useful_volume_percent,water_intake,water_drain
1,БДДР,Искър,655.252,87.2,490.502,74.86,403.302,71.0,3.758,3.758
2,БДДР,Бели Искър,15.08,1.4,7.09,47.01,5.69,41.59,0.685,0.577
3,БДДР,Среченска бара,15.5,1.0,9.853,63.57,8.853,61.06,0.289,0.521
4,БДДР,Христо Смирненски,27.7,4.2,22.812,82.35,18.612,79.2,0.607,0.316
5,БДДР,Йовковци,92.179,9.0,60.728,65.88,51.728,62.19,0.032,0.527
6,БДЧР,Тича,311.8,40.0,137.893,44.22,97.893,36.02,0.058,1.388
7,БДЧР,Камчия,233.55,76.0,101.929,43.64,25.929,16.46,0.899,2.114
8,БДЧР,Ясна поляна,32.32,7.55,11.601,35.89,4.051,16.35,0.347,0.301
9,БДИБР,Асеновец,28.2,2.0,11.0,39.01,9.0,34.35,0.093,0.405
10,БДИБР,Боровица,27.3,4.6,24.956,91.41,20.356,89.67,0.754,0.256
11,БДЗБР,Студена,25.2,2.4,15.531,61.63,13.131,57.59,0.488,0.763
12,БДЗБР,Дяково,35.4,8.0,23.798,67.23,15.798,57.66,0.0,0.516
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.366,35.76,0.266,28.81,,
14,БДЗБР,Карагьол  - за рез.водоснабдяване,2.252,0.2,1.12,49.74,0.92,44.84,,
15,БДДР,Огняново  - за рез.водоснабдяване **,31.6,2.5,14.974,47.39,12.474,42.87,0.11,0.26
16,БДЧР,Порой,45.2,2.0,1.758,3.89,0.0,0.0,0.093,0.0
17,БДЧР,Ахелой,12.35,0.8,3.283,26.58,2.483,21.5,0.012,0.0
18,БДДР,Панчарево,6.465,1.5,5.401,83.54,3.901,78.57,0.947,1.025
19,БДДР,Ястребино,62.3,3.9,21.465,34.45,17.565,30.08,0.104,0.104
20,БДДР,Кула,20.25,0.7,8.755,43.23,8.055,41.2,0.15,0.035
21,БДДР,Рабиша,43.2,2.4,11.758,27.22,9.358,22.94,0.0,0.0
22,БДДР,Огоста,506.0,67.0,165.381,32.68,98.381,22.41,0.058,4.421
23,БДДР,Сопот,60.908,1.3,32.0,52.54,30.7,51.5,0.243,0.243
24,БДДР,Горни Дъбник,130.0,3.0,27.681,21.29,24.681,19.43,0.081,0.509
25,БДДР,Бели Лом,25.5,3.2,7.562,29.65,4.362,19.56,0.15,0.046
26,БДЧР,Съединение,12.81,1.5,6.849,53.47,5.349,47.29,0.058,0.058
27,БДЧР,Георги Трайков (Цонево),330.0,21.0,101.331,30.71,80.331,26.0,1.181,1.181
28,БДИБР,Жребчево,400.0,30.0,104.112,26.03,74.112,20.03,1.681,1.681
29,БДИБР,Малко Шарково,45.0,3.9,20.11,44.69,16.21,39.44,0.012,0.104
30,БДИБР,Домлян,26.074,0.7,2.336,8.96,1.636,6.45,0.334,0.011
31,БДИБР,Пясъчник,206.53,3.4,13.41,6.49,10.01,4.93,0.39,0.061
32,БДИБР,Тополница,137.108,20.0,20.933,15.27,0.933,0.8,0.336,0.336
33,БДИБР,Тракиец,114.0,24.0,50.939,44.68,26.939,29.93,0.0,0.116
34,БДЗБР,Пчелина,54.2,34.2,53.95,99.54,19.75,98.75,4.259,4.259
35,БДДР,Александър Стамболийски,205.569,20.0,109.952,53.49,89.952,48.47,4.372,0.969
36,БДДР,Кокаляне,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,15.735,11.06,10.325,7.55,2.11,1.056
,БДИБР,Белмекен-Чаира,149.536,5.179,64.456,43.1,59.277,41.06,2.24,3.313
38,БДИБР,Белмекен,144.036,3.81,61.042,42.38,57.232,40.81,,
39,БДИБР,Чаира,5.5,1.369,3.415,62.09,2.046,49.53,,
,БДИБР,Баташки водносилов път,,,,,,,,
,БДИБР,Голям Беглик-Широка поляна,86.091,7.242,25.898,30.08,18.656,23.66,1.222,2.185
40,БДИБР,Голям Беглик,62.111,3.942,22.088,35.56,18.146,31.2,,
41,БДИБР,Широка поляна,23.98,3.3,3.81,15.89,0.51,2.47,,
42,БДИБР,Беглика,1.554,0.242,0.816,52.48,0.574,43.71,0.026,0.001
43,БДИБР,Тошков Чарк,1.782,0.276,1.236,69.38,0.96,63.77,0.177,0.314
44,БДИБР,Батак,310.298,19.95,160.166,51.62,140.216,48.29,3.285,3.285
,БДИБР,Каскада Доспат-Въча,,,,,,,,
45,БДЗБР,Доспат,449.249,14.907,353.863,78.77,338.956,78.04,3.031,0.661
46,БДИБР,Цанков камък,110.708,31.2,75.58,68.27,44.38,55.82,1.881,1.33
47,БДИБР,Въча,226.12,24.52,130.08,57.53,105.56,52.36,4.286,14.489
48,БДИБР,Кричим,20.256,1.73,19.728,97.39,17.998,97.15,14.474,8.565
,БДИБР,Каскада Арда,,,,,,,,
49,БДИБР,Кърджали,497.236,107.176,309.335,62.21,202.159,51.83,14.632,15.997
50,БДИБР,Студен кладенец,387.772,90.667,240.155,61.93,149.488,50.31,30.625,9.398
51,БДИБР,Ивайловград,156.702,59.526,100.963,64.43,41.437,42.64,6.259,9.897
52,БДИБР,Розов кладенец,20.4,13.268,18.096,88.71,4.828,67.69,,
