number,water_body_directorate,dam_name,total_volume,dead_volume,available_volume,available_volume_percent,available_useful_volume,available_useful_volume_percent,water_intake,water_drain
1,БДДР,Искър,655.252,87.2,502.3,76.66,415.1,73.07,3.166,3.166
2,БДДР,Бели Искър,15.08,1.4,7.136,47.32,5.736,41.93,0.705,0.598
3,БДДР,Среченска бара,15.5,1.0,11.66,75.23,10.66,73.52,0.613,1.921
4,БДДР,Христо Смирненски,27.7,4.2,23.693,85.54,19.493,82.95,0.187,0.333
5,БДДР,Йовковци,92.179,9.0,63.929,69.35,54.929,66.04,0.071,0.841
6,БДЧР,Тича,311.8,40.0,144.505,46.35,104.505,38.45,0.102,2.038
7,БДЧР,Камчия,233.55,76.0,113.227,48.48,37.227,23.63,0.198,2.143
8,БДЧР,Ясна поляна,32.32,7.55,13.334,41.26,5.784,23.35,0.012,0.324
9,БДИБР,Асеновец,28.2,2.0,12.433,44.09,10.433,39.82,0.035,0.347
10,БДИБР,Боровица,27.3,4.6,24.874,91.11,20.274,89.31,0.122,0.319
11,БДЗБР,Студена,25.2,2.4,17.405,69.07,15.005,65.81,0.643,0.784
12,БДЗБР,Дяково,35.4,8.0,26.199,74.01,18.199,66.42,0.0,0.39
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.552,53.88,0.452,48.89,,
14,БДЗБР,Карагьол  - за рез.водоснабдяване,2.252,0.2,1.078,47.88,0.878,42.8,,
15,БДДР,Огняново  - за рез.водоснабдяване **,31.6,2.5,15.878,50.25,13.378,45.97,0.217,0.969
16,БДЧР,Порой,45.2,2.0,2.426,5.37,0.426,0.99,0.023,0.0
17,БДЧР,Ахелой,12.35,0.8,3.234,26.19,2.434,21.07,0.023,0.012
18,БДДР,Панчарево,6.465,1.5,5.367,83.01,3.867,77.88,1.438,2.067
19,БДДР,Ястребино,62.3,3.9,21.69,34.82,17.79,30.46,0.058,0.139
20,БДДР,Кула,20.25,0.7,8.883,43.87,8.183,41.86,0.0,0.058
21,БДДР,Рабиша,43.2,2.4,11.82,27.36,9.42,23.09,0.0,0.012
22,БДДР,Огоста,506.0,67.0,183.261,36.22,116.261,26.48,2.5,4.282
23,БДДР,Сопот,60.908,1.3,32.07,52.65,30.77,51.62,0.394,0.394
24,БДДР,Горни Дъбник,130.0,3.0,31.373,24.13,28.373,22.34,0.058,1.007
25,БДДР,Бели Лом,25.5,3.2,7.66,30.04,4.46,20.0,0.023,0.069
26,БДЧР,Съединение,12.81,1.5,7.049,55.03,5.549,49.06,0.012,0.093
27,БДЧР,Георги Трайков (Цонево),330.0,21.0,106.433,32.25,85.433,27.65,0.266,1.574
28,БДИБР,Жребчево,400.0,30.0,101.04,25.26,71.04,19.2,1.067,2.178
29,БДИБР,Малко Шарково,45.0,3.9,20.39,45.31,16.49,40.12,0.104,0.104
30,БДИБР,Домлян,26.074,0.7,2.011,7.71,1.311,5.17,0.056,0.01
31,БДИБР,Пясъчник,206.53,3.4,13.24,6.41,9.84,4.84,0.0,0.06
32,БДИБР,Тополница,137.108,20.0,21.619,15.77,1.619,1.38,0.174,0.37
33,БДИБР,Тракиец,114.0,24.0,51.699,45.35,27.699,30.78,0.0,0.579
34,БДЗБР,Пчелина,54.2,34.2,53.95,99.54,19.75,98.75,4.259,4.259
35,БДДР,Александър Стамболийски,205.569,20.0,114.713,55.8,94.713,51.04,3.715,1.105
36,БДДР,Кокаляне,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,13.746,9.67,8.336,6.09,1.543,1.056
,БДИБР,Белмекен-Чаира,149.536,5.179,73.898,49.42,68.719,47.6,2.626,2.15
38,БДИБР,Белмекен,144.036,3.81,70.894,49.22,67.084,47.84,,
39,БДИБР,Чаира,5.5,1.369,3.004,54.63,1.635,39.59,,
,БДИБР,Баташки водносилов път,,,,,,,,
,БДИБР,Голям Беглик-Широка поляна,86.091,7.242,27.046,31.42,19.804,25.12,1.102,3.017
40,БДИБР,Голям Беглик,62.111,3.942,23.431,37.72,19.489,33.5,,
41,БДИБР,Широка поляна,23.98,3.3,3.615,15.08,0.315,1.52,,
42,БДИБР,Беглика,1.554,0.242,0.661,42.54,0.419,31.94,0.006,0.006
43,БДИБР,Тошков Чарк,1.782,0.276,0.785,44.05,0.509,33.79,0.134,0.318
44,БДИБР,Батак,310.298,19.95,161.593,52.08,141.643,48.78,3.192,5.134
,БДИБР,Каскада Доспат-Въча,,,,,,,,
45,БДЗБР,Доспат,449.249,14.907,362.463,80.68,347.556,80.02,1.04,8.15
46,БДИБР,Цанков камък,110.708,31.2,83.527,75.45,52.327,65.81,7.555,4.57
47,БДИБР,Въча,226.12,24.52,131.707,58.25,107.187,53.17,12.571,22.843
48,БДИБР,Кричим,20.256,1.73,19.736,97.43,18.006,97.2,22.797,17.487
,БДИБР,Каскада Арда,,,,,,,,
49,БДИБР,Кърджали,497.236,107.176,317.443,63.84,210.267,53.91,1.619,5.809
50,БДИБР,Студен кладенец,387.772,90.667,214.198,55.24,123.531,41.58,7.057,4.978
51,БДИБР,Ивайловград,156.702,59.526,91.799,58.58,32.273,33.21,3.517,0.423
52,БДИБР,Розов кладенец,20.4,13.268,19.212,94.18,5.944,83.34,,
