number,water_body_directorate,dam_name,total_volume,dead_volume,available_volume,available_volume_percent,available_useful_volume,available_useful_volume_percent,water_intake,water_drain
1,БДДР,Искър,655.252,87.2,512.353,78.19,425.153,74.84,8.777,11.852
2,БДДР,Бели Искър,15.08,1.4,9.647,63.97,8.247,60.28,0.261,0.511
3,БДДР,Среченска бара,15.5,1.0,14.73,95.03,13.73,94.69,0.579,0.579
4,БДДР,Христо Смирненски,27.7,4.2,20.787,75.04,16.587,70.58,0.346,0.749
5,БДДР,Йовковци,92.179,9.0,76.315,82.79,67.315,80.93,0.113,0.693
6,БДЧР,Тича,311.8,40.0,185.752,59.57,145.752,53.62,0.095,1.475
7,БДЧР,Камчия,233.55,76.0,158.75,67.97,82.75,52.52,0.953,2.55
8,БДЧР,Ясна поляна,32.32,7.55,18.513,57.28,10.963,44.26,0.313,0.266
9,БДИБР,Асеновец,28.2,2.0,11.767,41.73,9.767,37.28,0.15,0.382
10,БДИБР,Боровица,27.3,4.6,24.274,88.92,19.674,86.67,0.151,0.255
11,БДЗБР,Студена,25.2,2.4,19.483,77.31,17.083,74.92,1.173,0.843
12,БДЗБР,Дяково,35.4,8.0,22.685,64.08,14.685,53.6,0.0,0.515
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.301,29.4,0.201,21.76,,
14,БДЗБР,Карагьол  - за рез.водоснабдяване,2.252,0.2,1.078,47.85,0.878,42.76,,
15,БДДР,Огняново  - за рез.водоснабдяване **,31.6,2.5,18.663,59.06,16.163,55.54,0.335,0.335
16,БДЧР,Порой,45.2,2.0,5.241,11.6,3.241,7.5,0.255,0.0
17,БДЧР,Ахелой,12.35,0.8,3.458,28.0,2.658,23.01,0.069,0.0
18,БДДР,Панчарево,6.465,1.5,5.23,80.9,3.73,75.13,11.289,11.289
19,БДДР,Ястребино,62.3,3.9,33.858,54.35,29.958,51.3,0.266,0.081
20,БДДР,Кула,20.25,0.7,9.343,46.14,8.643,44.21,0.035,0.035
21,БДДР,Рабиша,43.2,2.4,12.327,28.53,9.927,24.33,0.0,0.0
22,БДДР,Огоста,506.0,67.0,240.58,47.55,173.58,39.54,3.819,7.813
23,БДДР,Сопот,60.908,1.3,35.305,57.96,34.005,57.05,0.984,0.22
24,БДДР,Горни Дъбник,130.0,3.0,46.835,36.03,43.835,34.52,0.961,0.347
25,БДДР,Бели Лом,25.5,3.2,8.029,31.49,4.829,21.65,0.162,0.069
26,БДЧР,Съединение,12.81,1.5,7.875,61.48,6.375,56.37,0.174,0.081
27,БДЧР,Георги Трайков (Цонево),330.0,21.0,135.569,41.08,114.569,37.08,0.938,0.938
28,БДИБР,Жребчево,400.0,30.0,179.68,44.92,149.68,40.45,1.701,1.701
29,БДИБР,Малко Шарково,45.0,3.9,30.368,67.48,26.468,64.4,0.104,0.104
30,БДИБР,Домлян,26.074,0.7,3.928,15.06,3.228,12.72,0.323,0.004
31,БДИБР,Пясъчник,206.53,3.4,19.775,9.57,16.375,8.06,0.493,0.088
32,БДИБР,Тополница,137.108,20.0,50.862,37.1,30.862,26.35,2.801,0.567
33,БДИБР,Тракиец,114.0,24.0,63.089,55.34,39.089,43.43,0.035,0.116
34,БДЗБР,Пчелина,54.2,34.2,54.1,99.82,19.9,99.5,7.407,7.407
35,БДДР,Александър Стамболийски,205.569,20.0,128.54,62.53,108.54,58.49,2.842,0.987
36,БДДР,Кокаляне,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,41.288,29.03,35.878,26.23,1.414,4.274
,БДИБР,Белмекен-Чаира,149.536,5.179,88.314,59.06,83.135,57.59,4.763,5.848
38,БДИБР,Белмекен,144.036,3.81,84.154,58.43,80.344,57.3,,
39,БДИБР,Чаира,5.5,1.369,4.16,75.65,2.791,67.57,,
,БДИБР,Баташки водносилов път,,,,,,,,
,БДИБР,Голям Беглик-Широка поляна,86.091,7.242,57.285,66.54,50.043,63.47,2.45,5.321
40,БДИБР,Голям Беглик,62.111,3.942,43.725,70.4,39.783,68.39,,
41,БДИБР,Широка поляна,23.98,3.3,13.561,56.55,10.261,49.62,,
42,БДИБР,Беглика,1.554,0.242,0.872,56.12,0.63,48.02,0.14,0.476
43,БДИБР,Тошков Чарк,1.782,0.276,0.555,31.15,0.279,18.54,0.548,0.001
44,БДИБР,Батак,310.298,19.95,177.242,57.12,157.292,54.17,6.614,0.595
,БДИБР,Каскада Доспат-Въча,,,,,,,,
45,БДЗБР,Доспат,449.249,14.907,410.241,91.32,395.334,91.02,2.632,8.771
46,БДИБР,Цанков камък,110.708,31.2,77.866,70.33,46.666,58.69,13.136,12.573
47,БДИБР,Въча,226.12,24.52,143.308,63.38,118.788,58.92,20.778,3.88
48,БДИБР,Кричим,20.256,1.73,18.906,93.34,17.176,92.71,4.946,15.459
,БДИБР,Каскада Арда,,,,,,,,
49,БДИБР,Кърджали,497.236,107.176,287.006,57.72,179.83,46.1,5.831,0.843
50,БДИБР,Студен кладенец,387.772,90.667,248.512,64.09,157.845,53.13,2.316,4.782
51,БДИБР,Ивайловград,156.702,59.526,111.571,71.2,52.045,53.56,11.034,0.376
52,БДИБР,Розов кладенец,20.4,13.268,18.96,92.94,5.692,79.81,,
