number,water_body_directorate,dam_name,total_volume,dead_volume,available_volume,available_volume_percent,available_useful_volume,available_useful_volume_percent,water_intake,water_drain
1,БДДР,Искър,655.252,87.2,497.042,75.86,409.842,72.15,2.277,8.351
2,БДДР,Бели Искър,15.08,1.4,7.078,46.94,5.678,41.5,0.552,0.783
3,БДДР,Среченска бара,15.5,1.0,10.987,70.88,9.987,68.88,0.231,0.613
4,БДДР,Христо Смирненски,27.7,4.2,23.29,84.08,19.09,81.24,0.031,0.323
5,БДДР,Йовковци,92.179,9.0,62.871,68.21,53.871,64.77,0.052,0.813
6,БДЧР,Тича,311.8,40.0,142.23,45.62,102.23,37.61,0.053,1.731
7,БДЧР,Камчия,233.55,76.0,109.37,46.83,33.37,21.18,0.269,2.202
8,БДЧР,Ясна поляна,32.32,7.55,12.678,39.23,5.128,20.7,0.012,0.347
9,БДИБР,Асеновец,28.2,2.0,12.033,42.67,10.033,38.29,0.035,0.185
10,БДИБР,Боровица,27.3,4.6,24.536,89.88,19.936,87.82,0.076,0.319
11,БДЗБР,Студена,25.2,2.4,16.678,66.18,14.278,62.62,0.167,0.795
12,БДЗБР,Дяково,35.4,8.0,25.424,71.82,17.424,63.59,0.0,0.78
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.56,54.67,0.46,49.76,,
14,БДЗБР,Карагьол  - за рез.водоснабдяване,2.252,0.2,1.089,48.37,0.889,43.34,,
15,БДДР,Огняново  - за рез.водоснабдяване **,31.6,2.5,15.208,48.13,12.708,43.67,0.142,0.443
16,БДЧР,Порой,45.2,2.0,2.045,4.52,0.045,0.1,0.058,0.0
17,БДЧР,Ахелой,12.35,0.8,3.213,26.02,2.413,20.89,0.012,0.035
18,БДДР,Панчарево,6.465,1.5,5.544,85.75,4.044,81.44,4.138,4.452
19,БДДР,Ястребино,62.3,3.9,21.615,34.7,17.715,30.33,0.069,0.093
20,БДДР,Кула,20.25,0.7,8.821,43.56,8.121,41.54,0.0,0.046
21,БДДР,Рабиша,43.2,2.4,11.8,27.31,9.4,23.04,0.0,0.012
22,БДДР,Огоста,506.0,67.0,178.265,35.23,111.265,25.35,0.058,3.704
23,БДДР,Сопот,60.908,1.3,32.002,52.54,30.702,51.51,0.394,0.394
24,БДДР,Горни Дъбник,130.0,3.0,30.099,23.15,27.099,21.34,0.081,0.949
25,БДДР,Бели Лом,25.5,3.2,7.613,29.85,4.413,19.79,0.046,0.174
26,БДЧР,Съединение,12.81,1.5,6.97,54.41,5.47,48.36,0.012,0.058
27,БДЧР,Георги Трайков (Цонево),330.0,21.0,103.939,31.5,82.939,26.84,0.116,1.424
28,БДИБР,Жребчево,400.0,30.0,102.576,25.64,72.576,19.62,3.413,2.302
29,БДИБР,Малко Шарково,45.0,3.9,20.39,45.31,16.49,40.12,0.104,0.104
30,БДИБР,Домлян,26.074,0.7,2.075,7.96,1.375,5.42,0.056,0.01
31,БДИБР,Пясъчник,206.53,3.4,13.157,6.37,9.757,4.8,0.0,0.059
32,БДИБР,Тополница,137.108,20.0,21.336,15.56,1.336,1.14,0.174,0.37
33,БДИБР,Тракиец,114.0,24.0,51.369,45.06,27.369,30.41,0.0,0.208
34,БДЗБР,Пчелина,54.2,34.2,53.85,99.35,19.65,98.25,2.72,2.72
35,БДДР,Александър Стамболийски,205.569,20.0,115.165,56.02,95.165,51.28,0.975,0.975
36,БДДР,Кокаляне,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,14.257,10.02,8.847,6.47,1.316,1.067
,БДИБР,Белмекен-Чаира,149.536,5.179,72.721,48.63,67.542,46.79,0.11,4.733
38,БДИБР,Белмекен,144.036,3.81,69.603,48.32,65.793,46.92,,
39,БДИБР,Чаира,5.5,1.369,3.118,56.68,1.749,42.33,,
,БДИБР,Баташки водносилов път,,,,,,,,
,БДИБР,Голям Беглик-Широка поляна,86.091,7.242,24.864,28.88,17.622,22.35,1.299,3.103
40,БДИБР,Голям Беглик,62.111,3.942,21.324,34.33,17.382,29.88,,
41,БДИБР,Широка поляна,23.98,3.3,3.54,14.76,0.24,1.16,,
42,БДИБР,Беглика,1.554,0.242,0.702,45.2,0.46,35.09,0.029,0.004
43,БДИБР,Тошков Чарк,1.782,0.276,0.746,41.86,0.47,31.21,0.13,0.253
44,БДИБР,Батак,310.298,19.95,163.894,52.82,143.944,49.58,3.449,0.439
,БДИБР,Каскада Доспат-Въча,,,,,,,,
45,БДЗБР,Доспат,449.249,14.907,352.635,78.49,337.728,77.76,0.964,8.074
46,БДИБР,Цанков камък,110.708,31.2,81.282,73.42,50.082,62.99,7.349,12.904
47,БДИБР,Въча,226.12,24.52,135.13,59.76,110.61,54.87,16.707,10.04
48,БДИБР,Кричим,20.256,1.73,19.511,96.32,17.781,95.98,10.015,11.318
,БДИБР,Каскада Арда,,,,,,,,
49,БДИБР,Кърджали,497.236,107.176,304.534,61.25,197.358,50.6,2.062,0.716
50,БДИБР,Студен кладенец,387.772,90.667,223.62,57.67,132.953,44.75,2.146,2.146
51,БДИБР,Ивайловград,156.702,59.526,84.943,54.21,25.417,26.16,1.162,0.231
52,БДИБР,Розов кладенец,20.4,13.268,18.564,91.0,5.296,74.26,,
