number,water_body_directorate,dam_name,total_volume,dead_volume,available_volume,available_volume_percent,available_useful_volume,available_useful_volume_percent,water_intake,water_drain
1,БДДР,Искър,655.252,87.2,500.852,76.44,413.652,72.82,1.427,5.996
2,БДДР,Бели Искър,15.08,1.4,7.16,47.48,5.76,42.1,0.744,0.773
3,БДДР,Среченска бара,15.5,1.0,11.493,74.15,10.493,72.37,0.243,0.637
4,БДДР,Христо Смирненски,27.7,4.2,23.593,85.17,19.393,82.52,0.027,0.318
5,БДДР,Йовковци,92.179,9.0,63.663,69.07,54.663,65.72,0.056,0.824
6,БДЧР,Тича,311.8,40.0,143.847,46.13,103.847,38.21,0.07,1.618
7,БДЧР,Камчия,233.55,76.0,112.19,48.04,36.19,22.97,0.006,2.147
8,БДЧР,Ясна поляна,32.32,7.55,13.153,40.7,5.603,22.62,0.012,0.324
9,БДИБР,Асеновец,28.2,2.0,12.333,43.73,10.333,39.44,0.058,0.44
10,БДИБР,Боровица,27.3,4.6,24.789,90.8,20.189,88.94,0.03,0.319
11,БДЗБР,Студена,25.2,2.4,17.271,68.53,14.871,65.22,0.356,0.777
12,БДЗБР,Дяково,35.4,8.0,26.098,73.72,18.098,66.05,0.0,0.39
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.567,55.37,0.467,50.54,,
14,БДЗБР,Карагьол  - за рез.водоснабдяване,2.252,0.2,1.08,47.97,0.88,42.9,,
15,БДДР,Огняново  - за рез.водоснабдяване **,31.6,2.5,15.644,49.51,13.144,45.17,0.217,0.969
16,БДЧР,Порой,45.2,2.0,2.265,5.01,0.265,0.61,0.023,0.0
17,БДЧР,Ахелой,12.35,0.8,3.225,26.11,2.425,21.0,0.012,0.023
18,БДДР,Панчарево,6.465,1.5,5.194,80.35,3.694,74.41,0.943,1.527
19,БДДР,Ястребино,62.3,3.9,21.67,34.78,17.77,30.43,0.069,0.127
20,БДДР,Кула,20.25,0.7,8.869,43.8,8.169,41.79,0.012,0.046
21,БДДР,Рабиша,43.2,2.4,11.813,27.34,9.413,23.07,0.0,0.046
22,БДДР,Огоста,506.0,67.0,182.095,35.99,115.095,26.22,0.289,4.167
23,БДДР,Сопот,60.908,1.3,32.07,52.65,30.77,51.62,0.394,0.394
24,БДДР,Горни Дъбник,130.0,3.0,31.048,23.88,28.048,22.09,0.139,1.076
25,БДДР,Бели Лом,25.5,3.2,7.655,30.02,4.455,19.98,0.058,0.058
26,БДЧР,Съединение,12.81,1.5,7.027,54.86,5.527,48.87,0.012,0.081
27,БДЧР,Георги Трайков (Цонево),330.0,21.0,105.866,32.08,84.866,27.46,0.359,1.667
28,БДИБР,Жребчево,400.0,30.0,100.56,25.14,70.56,19.07,0.727,1.838
29,БДИБР,Малко Шарково,45.0,3.9,20.39,45.31,16.49,40.12,0.104,0.104
30,БДИБР,Домлян,26.074,0.7,2.027,7.77,1.327,5.23,0.056,0.01
31,БДИБР,Пясъчник,206.53,3.4,13.219,6.4,9.819,4.83,0.0,0.06
32,БДИБР,Тополница,137.108,20.0,21.548,15.72,1.548,1.32,0.162,0.37
33,БДИБР,Тракиец,114.0,24.0,51.585,45.25,27.585,30.65,0.0,0.208
34,БДЗБР,Пчелина,54.2,34.2,53.9,99.45,19.7,98.5,3.438,3.438
35,БДДР,Александър Стамболийски,205.569,20.0,114.939,55.91,94.939,51.16,1.062,1.062
36,БДДР,Кокаляне,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,13.894,9.77,8.484,6.2,1.312,1.067
,БДИБР,Белмекен-Чаира,149.536,5.179,73.893,49.41,68.714,47.6,0.803,1.901
38,БДИБР,Белмекен,144.036,3.81,70.86,49.2,67.05,47.82,,
39,БДИБР,Чаира,5.5,1.369,3.033,55.15,1.664,40.28,,
,БДИБР,Баташки водносилов път,,,,,,,,
,БДИБР,Голям Беглик-Широка поляна,86.091,7.242,26.594,30.89,19.352,24.54,0.565,2.09
40,БДИБР,Голям Беглик,62.111,3.942,23.009,37.04,19.067,32.78,,
41,БДИБР,Широка поляна,23.98,3.3,3.585,14.95,0.285,1.38,,
42,БДИБР,Беглика,1.554,0.242,0.672,43.24,0.43,32.77,0.055,0.005
43,БДИБР,Тошков Чарк,1.782,0.276,0.792,44.45,0.516,34.26,0.209,0.004
44,БДИБР,Батак,310.298,19.95,161.593,52.08,141.643,48.78,2.243,1.272
,БДИБР,Каскада Доспат-Въча,,,,,,,,
45,БДЗБР,Доспат,449.249,14.907,360.006,80.14,345.099,79.45,1.015,8.125
46,БДИБР,Цанков камък,110.708,31.2,82.781,74.77,51.581,64.88,7.15,6.854
47,БДИБР,Въча,226.12,24.52,133.163,58.89,108.643,53.89,10.734,7.447
48,БДИБР,Кричим,20.256,1.73,19.105,94.32,17.375,93.79,7.317,9.818
,БДИБР,Каскада Арда,,,,,,,,
49,БДИБР,Кърджали,497.236,107.176,314.8,63.31,207.624,53.23,0.981,0.981
50,БДИБР,Студен кладенец,387.772,90.667,216.189,55.75,125.522,42.25,0.285,2.392
51,БДИБР,Ивайловград,156.702,59.526,89.95,57.4,30.424,31.31,1.41,0.407
52,БДИБР,Розов кладенец,20.4,13.268,19.212,94.18,5.944,83.34,,
