number,water_body_directorate,dam_name,total_volume,dead_volume,available_volume,available_volume_percent,available_useful_volume,available_useful_volume_percent,water_intake,water_drain
1,БДДР,Искър,655.252,87.2,512.884,78.27,425.684,74.94,4.978,8.054
2,БДДР,Бели Искър,15.08,1.4,8.418,55.82,7.018,51.3,1.578,0.449
3,БДДР,Среченска бара,15.5,1.0,11.727,75.66,10.727,73.98,0.961,0.648
4,БДДР,Христо Смирненски,27.7,4.2,21.897,79.05,17.697,75.31,0.066,0.344
5,БДДР,Йовковци,92.179,9.0,78.957,85.66,69.957,84.1,0.156,0.751
6,БДЧР,Тича,311.8,40.0,190.35,61.05,150.35,55.32,0.059,1.673
7,БДЧР,Камчия,233.55,76.0,159.269,68.19,83.269,52.85,0.009,2.416
8,БДЧР,Ясна поляна,32.32,7.55,14.891,46.07,7.341,29.64,0.734,0.266
9,БДИБР,Асеновец,28.2,2.0,11.793,41.82,9.793,37.38,0.012,0.625
10,БДИБР,Боровица,27.3,4.6,24.099,88.27,19.499,85.9,0.037,0.28
11,БДЗБР,Студена,25.2,2.4,17.053,67.67,14.653,64.27,0.081,0.801
12,БДЗБР,Дяково,35.4,8.0,24.11,68.11,16.11,58.8,0.0,0.344
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.282,27.56,0.182,19.72,,
14,БДЗБР,Карагьол  - за рез.водоснабдяване,2.252,0.2,1.35,59.95,1.15,56.04,,
15,БДДР,Огняново  - за рез.водоснабдяване **,31.6,2.5,18.564,58.75,16.064,55.2,0.173,0.335
16,БДЧР,Порой,45.2,2.0,4.736,10.48,2.736,6.33,0.093,0.0
17,БДЧР,Ахелой,12.35,0.8,3.034,24.57,2.234,19.34,0.069,0.0
18,БДДР,Панчарево,6.465,1.5,5.324,82.35,3.824,77.02,7.012,5.595
19,БДДР,Ястребино,62.3,3.9,32.367,51.95,28.467,48.74,0.104,0.104
20,БДДР,Кула,20.25,0.7,8.431,41.63,7.731,39.54,0.012,0.046
21,БДДР,Рабиша,43.2,2.4,12.333,28.55,9.933,24.35,0.0,0.012
22,БДДР,Огоста,506.0,67.0,234.555,46.35,167.555,38.17,0.231,8.854
23,БДДР,Сопот,60.908,1.3,32.88,53.98,31.58,52.98,0.648,2.037
24,БДДР,Горни Дъбник,130.0,3.0,46.045,35.42,43.045,33.89,1.215,0.602
25,БДДР,Бели Лом,25.5,3.2,7.876,30.89,4.676,20.97,0.069,0.069
26,БДЧР,Съединение,12.81,1.5,7.733,60.37,6.233,55.11,0.081,0.081
27,БДЧР,Георги Трайков (Цонево),330.0,21.0,132.848,40.26,111.848,36.2,3.9,1.273
28,БДИБР,Жребчево,400.0,30.0,173.548,43.39,143.548,38.8,1.973,1.973
29,БДИБР,Малко Шарково,45.0,3.9,29.803,66.23,25.903,63.02,0.012,0.313
30,БДИБР,Домлян,26.074,0.7,1.713,6.57,1.013,3.99,0.044,0.044
31,БДИБР,Пясъчник,206.53,3.4,16.65,8.06,13.25,6.52,0.138,0.138
32,БДИБР,Тополница,137.108,20.0,38.19,27.85,18.19,15.53,1.644,0.567
33,БДИБР,Тракиец,114.0,24.0,63.53,55.73,39.53,43.92,0.006,0.185
34,БДЗБР,Пчелина,54.2,34.2,53.95,99.54,19.75,98.75,4.259,4.259
35,БДДР,Александър Стамболийски,205.569,20.0,136.523,66.41,116.523,62.79,1.258,1.258
36,БДДР,Кокаляне,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,45.965,32.32,40.555,29.64,0.446,1.054
,БДИБР,Белмекен-Чаира,149.536,5.179,102.186,68.34,97.007,67.2,2.533,7.56
38,БДИБР,Белмекен,144.036,3.81,98.368,68.29,94.558,67.43,,
39,БДИБР,Чаира,5.5,1.369,3.818,69.42,2.449,59.29,,
,БДИБР,Баташки водносилов път,,,,,,,,
,БДИБР,Голям Беглик-Широка поляна,86.091,7.242,66.22,76.92,58.978,74.8,1.834,5.094
40,БДИБР,Голям Беглик,62.111,3.942,49.406,79.54,45.464,78.16,,
41,БДИБР,Широка поляна,23.98,3.3,16.815,70.12,13.515,65.35,,
42,БДИБР,Беглика,1.554,0.242,0.866,55.7,0.624,47.53,0.125,0.48
43,БДИБР,Тошков Чарк,1.782,0.276,0.902,50.61,0.626,41.55,0.275,0.379
44,БДИБР,Батак,310.298,19.95,145.989,47.05,126.039,43.41,5.374,7.316
,БДИБР,Каскада Доспат-Въча,,,,,,,,
45,БДЗБР,Доспат,449.249,14.907,409.498,91.15,394.591,90.85,0.471,0.471
46,БДИБР,Цанков камък,110.708,31.2,73.179,66.1,41.979,52.8,5.142,8.378
47,БДИБР,Въча,226.12,24.52,148.814,65.81,124.294,61.65,8.172,28.843
48,БДИБР,Кричим,20.256,1.73,19.849,97.99,18.119,97.8,29.497,23.785
,БДИБР,Каскада Арда,,,,,,,,
49,БДИБР,Кърджали,497.236,107.176,275.991,55.51,168.815,43.28,2.67,27.669
50,БДИБР,Студен кладенец,387.772,90.667,220.05,56.75,129.383,43.55,26.64,37.435
51,БДИБР,Ивайловград,156.702,59.526,145.426,92.8,85.9,88.4,40.322,30.239
52,БДИБР,Розов кладенец,20.4,13.268,16.8,82.35,3.532,49.53,,
