number,water_body_directorate,dam_name,total_volume,dead_volume,available_volume,available_volume_percent,available_useful_volume,available_useful_volume_percent,water_intake,water_drain
1,БДДР,Искър,655.252,87.2,511.954,78.13,424.754,74.77,3.494,6.568
2,БДДР,Бели Искър,15.08,1.4,6.632,43.98,5.232,38.25,0.364,1.003
3,БДДР,Среченска бара,15.5,1.0,12.813,82.66,11.813,81.47,0.336,0.648
4,БДДР,Христо Смирненски,27.7,4.2,24.387,88.04,20.187,85.9,0.041,0.333
5,БДДР,Йовковци,92.179,9.0,65.923,71.52,56.923,68.43,0.104,0.891
6,БДЧР,Тича,311.8,40.0,150.336,48.22,110.336,40.59,0.067,2.39
7,БДЧР,Камчия,233.55,76.0,122.331,52.38,46.331,29.41,0.015,2.908
8,БДЧР,Ясна поляна,32.32,7.55,14.697,45.47,7.147,28.85,0.174,0.498
9,БДИБР,Асеновец,28.2,2.0,13.773,48.84,11.773,44.94,0.012,0.382
10,БДИБР,Боровица,27.3,4.6,25.277,92.59,20.677,91.09,0.135,0.39
11,БДЗБР,Студена,25.2,2.4,18.599,73.8,16.199,71.05,0.059,0.762
12,БДЗБР,Дяково,35.4,8.0,27.518,77.73,19.518,71.23,0.0,0.892
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.565,55.2,0.465,50.35,,
14,БДЗБР,Карагьол  - за рез.водоснабдяване,2.252,0.2,1.056,46.9,0.856,41.72,,
15,БДДР,Огняново  - за рез.водоснабдяване **,31.6,2.5,17.844,56.47,15.344,52.73,0.12,0.953
16,БДЧР,Порой,45.2,2.0,3.032,6.71,1.032,2.39,0.012,0.012
17,БДЧР,Ахелой,12.35,0.8,3.258,26.38,2.458,21.28,0.012,0.023
18,БДДР,Панчарево,6.465,1.5,5.469,84.59,3.969,79.94,1.822,1.822
19,БДДР,Ястребино,62.3,3.9,22.836,36.65,18.936,32.42,0.104,1.238
20,БДДР,Кула,20.25,0.7,9.01,44.49,8.31,42.51,0.0,0.069
21,БДДР,Рабиша,43.2,2.4,11.889,27.52,9.489,23.26,0.0,0.069
22,БДДР,Огоста,506.0,67.0,193.68,38.28,126.68,28.86,0.579,6.25
23,БДДР,Сопот,60.908,1.3,32.245,52.94,30.945,51.91,0.428,1.238
24,БДДР,Горни Дъбник,130.0,3.0,34.465,26.51,31.465,24.78,0.475,1.505
25,БДДР,Бели Лом,25.5,3.2,7.825,30.69,4.625,20.74,0.023,0.451
26,БДЧР,Съединение,12.81,1.5,7.216,56.33,5.716,50.54,0.012,0.093
27,БДЧР,Георги Трайков (Цонево),330.0,21.0,110.401,33.45,89.401,28.93,0.0,2.627
28,БДИБР,Жребчево,400.0,30.0,110.739,27.68,80.739,21.82,3.292,7.968
29,БДИБР,Малко Шарково,45.0,3.9,20.757,46.13,16.857,41.01,0.104,0.104
30,БДИБР,Домлян,26.074,0.7,2.103,8.06,1.403,5.53,0.0,0.69
31,БДИБР,Пясъчник,206.53,3.4,13.431,6.5,10.031,4.94,0.0,0.08
32,БДИБР,Тополница,137.108,20.0,23.688,17.28,3.688,3.15,0.22,3.079
33,БДИБР,Тракиец,114.0,24.0,54.228,47.57,30.228,33.59,0.0,1.088
34,БДЗБР,Пчелина,54.2,34.2,53.8,99.26,19.6,98.0,2.095,2.095
35,БДДР,Александър Стамболийски,205.569,20.0,121.514,59.11,101.514,54.7,0.234,12.85
36,БДДР,Кокаляне,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,14.3,10.05,8.89,6.5,0.876,1.125
,БДИБР,Белмекен-Чаира,149.536,5.179,77.609,51.9,72.43,50.17,0.58,4.807
38,БДИБР,Белмекен,144.036,3.81,73.206,50.82,69.396,49.49,,
39,БДИБР,Чаира,5.5,1.369,4.403,80.05,3.034,73.44,,
,БДИБР,Баташки водносилов път,,,,,,,,
,БДИБР,Голям Беглик-Широка поляна,86.091,7.242,27.131,31.51,19.889,25.22,1.158,0.244
40,БДИБР,Голям Беглик,62.111,3.942,23.336,37.57,19.394,33.34,,
41,БДИБР,Широка поляна,23.98,3.3,3.795,15.83,0.495,2.39,,
42,БДИБР,Беглика,1.554,0.242,0.705,45.34,0.463,35.26,0.056,0.006
43,БДИБР,Тошков Чарк,1.782,0.276,0.97,54.44,0.694,46.1,0.161,0.411
44,БДИБР,Батак,310.298,19.95,170.394,54.91,150.444,51.82,0.577,7.599
,БДИБР,Каскада Доспат-Въча,,,,,,,,
45,БДЗБР,Доспат,449.249,14.907,381.506,84.92,366.599,84.4,1.037,8.233
46,БДИБР,Цанков камък,110.708,31.2,83.941,75.82,52.741,66.33,7.496,1.507
47,БДИБР,Въча,226.12,24.52,129.135,57.11,104.615,51.89,2.442,5.683
48,БДИБР,Кричим,20.256,1.73,19.364,95.6,17.634,95.19,6.23,4.93
,БДИБР,Каскада Арда,,,,,,,,
49,БДИБР,Кърджали,497.236,107.176,323.641,65.09,216.465,55.5,2.587,1.17
50,БДИБР,Студен кладенец,387.772,90.667,210.82,54.37,120.153,40.44,1.067,3.105
51,БДИБР,Ивайловград,156.702,59.526,100.859,64.36,41.333,42.53,1.22,7.282
52,БДИБР,Розов кладенец,20.4,13.268,19.212,94.18,5.944,83.34,,
