number,water_body_directorate,dam_name,total_volume,dead_volume,available_volume,available_volume_percent,available_useful_volume,available_useful_volume_percent,water_intake,water_drain
1,БДДР,Искър,655.252,87.2,528.536,80.66,441.336,77.69,1.195,7.431
2,БДДР,Бели Искър,15.08,1.4,8.845,58.66,7.445,54.42,0.28,1.125
3,БДДР,Среченска бара,15.5,1.0,14.461,93.3,13.461,92.83,0.567,2.118
4,БДДР,Христо Смирненски,27.7,4.2,25.27,91.23,21.07,89.66,0.043,0.335
5,БДДР,Йовковци,92.179,9.0,68.399,74.2,59.399,71.41,0.139,0.946
6,БДЧР,Тича,311.8,40.0,158.791,50.93,118.791,43.71,0.075,2.681
7,БДЧР,Камчия,233.55,76.0,135.534,58.03,59.534,37.79,0.014,3.312
8,БДЧР,Ясна поляна,32.32,7.55,16.892,52.26,9.342,37.71,0.012,0.579
9,БДИБР,Асеновец,28.2,2.0,14.787,52.44,12.787,48.81,0.023,0.37
10,БДИБР,Боровица,27.3,4.6,26.15,95.79,21.55,94.93,0.091,0.38
11,БДЗБР,Студена,25.2,2.4,20.912,82.98,18.512,81.19,0.061,0.823
12,БДЗБР,Дяково,35.4,8.0,30.486,86.12,22.486,82.07,0.0,0.762
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.973,95.04,0.873,94.5,,
14,БДЗБР,Карагьол  - за рез.водоснабдяване,2.252,0.2,1.205,53.49,1.005,48.95,,
15,БДДР,Огняново  - за рез.водоснабдяване **,31.6,2.5,18.748,59.33,16.248,55.84,0.158,0.355
16,БДЧР,Порой,45.2,2.0,4.162,9.21,2.162,5.0,0.012,0.023
17,БДЧР,Ахелой,12.35,0.8,3.411,27.62,2.611,22.61,0.012,0.012
18,БДДР,Панчарево,6.465,1.5,5.122,79.23,3.622,72.96,1.752,1.086
19,БДДР,Ястребино,62.3,3.9,26.642,42.76,22.742,38.94,0.405,1.481
20,БДДР,Кула,20.25,0.7,9.229,45.58,8.529,43.63,0.0,0.081
21,БДДР,Рабиша,43.2,2.4,12.03,27.85,9.63,23.6,0.0,0.035
22,БДДР,Огоста,506.0,67.0,214.94,42.48,147.94,33.7,0.058,7.928
23,БДДР,Сопот,60.908,1.3,41.99,68.94,40.69,68.26,1.285,4.41
24,БДДР,Горни Дъбник,130.0,3.0,40.926,31.48,37.926,29.86,1.134,2.245
25,БДДР,Бели Лом,25.5,3.2,8.114,31.82,4.914,22.04,0.104,0.104
26,БДЧР,Съединение,12.81,1.5,7.537,58.84,6.037,53.38,0.035,0.093
27,БДЧР,Георги Трайков (Цонево),330.0,21.0,117.316,35.55,96.316,31.17,0.0,1.319
28,БДИБР,Жребчево,400.0,30.0,138.216,34.55,108.216,29.25,0.383,11.837
29,БДИБР,Малко Шарково,45.0,3.9,24.115,53.59,20.215,49.18,0.104,1.944
30,БДИБР,Домлян,26.074,0.7,8.613,33.03,7.913,31.19,0.0,2.753
31,БДИБР,Пясъчник,206.53,3.4,16.24,7.86,12.84,6.32,0.0,0.365
32,БДИБР,Тополница,137.108,20.0,48.66,35.49,28.66,24.47,0.069,10.266
33,БДИБР,Тракиец,114.0,24.0,58.05,50.92,34.05,37.83,0.012,1.192
34,БДЗБР,Пчелина,54.2,34.2,53.8,99.26,19.6,98.0,2.095,2.095
35,БДДР,Александър Стамболийски,205.569,20.0,142.386,69.26,122.386,65.95,0.155,3.1
36,БДДР,Кокаляне,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,36.014,25.32,30.604,22.37,0.471,9.499
,БДИБР,Белмекен-Чаира,149.536,5.179,97.24,65.03,92.061,63.77,2.757,7.344
38,БДИБР,Белмекен,144.036,3.81,93.266,64.75,89.456,63.79,,
39,БДИБР,Чаира,5.5,1.369,3.974,72.25,2.605,63.06,,
,БДИБР,Баташки водносилов път,,,,,,,,
,БДИБР,Голям Беглик-Широка поляна,86.091,7.242,33.15,38.51,25.908,32.86,1.304,3.899
40,БДИБР,Голям Беглик,62.111,3.942,28.766,46.31,24.824,42.68,,
41,БДИБР,Широка поляна,23.98,3.3,4.383,18.28,1.083,5.24,,
42,БДИБР,Беглика,1.554,0.242,0.783,50.38,0.541,41.23,0.055,0.005
43,БДИБР,Тошков Чарк,1.782,0.276,1.033,57.98,0.757,50.28,0.151,0.38
44,БДИБР,Батак,310.298,19.95,197.299,63.58,177.349,61.08,3.969,12.484
,БДИБР,Каскада Доспат-Въча,,,,,,,,
45,БДЗБР,Доспат,449.249,14.907,396.025,88.15,381.118,87.75,0.37,8.965
46,БДИБР,Цанков камък,110.708,31.2,74.42,67.22,43.22,54.36,9.926,1.507
47,БДИБР,Въча,226.12,24.52,146.938,64.98,122.418,60.72,7.384,11.29
48,БДИБР,Кричим,20.256,1.73,19.641,96.96,17.911,96.68,11.195,11.696
,БДИБР,Каскада Арда,,,,,,,,
49,БДИБР,Кърджали,497.236,107.176,320.713,64.5,213.537,54.74,3.739,0.925
50,БДИБР,Студен кладенец,387.772,90.667,216.553,55.85,125.886,42.37,0.885,0.885
51,БДИБР,Ивайловград,156.702,59.526,138.405,88.32,78.879,81.17,1.024,1.024
52,БДИБР,Розов кладенец,20.4,13.268,19.536,95.76,6.268,87.89,,
