number,water_body_directorate,dam_name,total_volume,dead_volume,available_volume,available_volume_percent,available_useful_volume,available_useful_volume_percent,water_intake,water_drain
1,БДДР,Искър,655.252,87.2,512.751,78.25,425.551,74.91,5.3,9.914
2,БДДР,Бели Искър,15.08,1.4,9.533,63.22,8.133,59.45,0.039,0.754
3,БДДР,Среченска бара,15.5,1.0,14.768,95.28,13.768,94.95,0.532,0.532
4,БДДР,Христо Смирненски,27.7,4.2,20.787,75.04,16.587,70.58,0.617,0.75
5,БДДР,Йовковци,92.179,9.0,76.015,82.46,67.015,80.57,0.117,0.697
6,БДЧР,Тича,311.8,40.0,185.236,59.41,145.236,53.43,0.27,1.344
7,БДЧР,Камчия,233.55,76.0,158.676,67.94,82.676,52.48,3.466,2.517
8,БДЧР,Ясна поляна,32.32,7.55,18.662,57.74,11.112,44.86,0.671,0.289
9,БДИБР,Асеновец,28.2,2.0,11.78,41.77,9.78,37.33,0.37,0.22
10,БДИБР,Боровица,27.3,4.6,24.249,88.82,19.649,86.56,0.162,0.255
11,БДЗБР,Студена,25.2,2.4,19.441,77.15,17.041,74.74,0.517,0.828
12,БДЗБР,Дяково,35.4,8.0,22.418,63.33,14.418,52.62,0.0,0.343
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.313,30.57,0.213,23.05,,
14,БДЗБР,Карагьол  - за рез.водоснабдяване,2.252,0.2,0.977,43.37,0.777,37.86,,
15,БДДР,Огняново  - за рез.водоснабдяване **,31.6,2.5,18.68,59.11,16.18,55.6,0.138,0.335
16,БДЧР,Порой,45.2,2.0,5.254,11.62,3.254,7.53,0.104,0.0
17,БДЧР,Ахелой,12.35,0.8,3.483,28.2,2.683,23.23,0.058,0.0
18,БДДР,Панчарево,6.465,1.5,5.173,80.01,3.673,73.97,9.428,10.178
19,БДДР,Ястребино,62.3,3.9,34.006,54.58,30.106,51.55,0.486,0.104
20,БДДР,Кула,20.25,0.7,9.343,46.14,8.643,44.21,0.035,0.035
21,БДДР,Рабиша,43.2,2.4,12.327,28.53,9.927,24.33,0.0,0.0
22,БДДР,Огоста,506.0,67.0,240.925,47.61,173.925,39.62,6.076,4.051
23,БДДР,Сопот,60.908,1.3,35.636,58.51,34.336,57.6,0.613,0.22
24,БДДР,Горни Дъбник,130.0,3.0,46.993,36.15,43.993,34.64,0.961,0.347
25,БДДР,Бели Лом,25.5,3.2,8.029,31.49,4.829,21.65,0.069,0.069
26,БДЧР,Съединение,12.81,1.5,7.875,61.48,6.375,56.37,0.069,0.069
27,БДЧР,Георги Трайков (Цонево),330.0,21.0,135.455,41.05,114.455,37.04,1.227,1.227
28,БДИБР,Жребчево,400.0,30.0,180.232,45.06,150.232,40.6,3.699,2.102
29,БДИБР,Малко Шарково,45.0,3.9,30.368,67.48,26.468,64.4,0.104,0.104
30,БДИБР,Домлян,26.074,0.7,4.082,15.65,3.382,13.33,0.132,0.005
31,БДИБР,Пясъчник,206.53,3.4,19.88,9.63,16.48,8.11,0.088,0.088
32,БДИБР,Тополница,137.108,20.0,52.373,38.2,32.373,27.64,3.322,0.567
33,БДИБР,Тракиец,114.0,24.0,63.047,55.3,39.047,43.39,0.035,0.116
34,БДЗБР,Пчелина,54.2,34.2,54.1,99.82,19.9,99.5,7.407,7.407
35,БДДР,Александър Стамболийски,205.569,20.0,130.229,63.35,110.229,59.4,3.825,1.024
36,БДДР,Кокаляне,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,41.091,28.89,35.681,26.08,1.39,2.53
,БДИБР,Белмекен-Чаира,149.536,5.179,86.513,57.85,81.334,56.34,1.743,7.188
38,БДИБР,Белмекен,144.036,3.81,82.522,57.29,78.712,56.13,,
39,БДИБР,Чаира,5.5,1.369,3.991,72.56,2.622,63.46,,
,БДИБР,Баташки водносилов път,,,,,,,,
,БДИБР,Голям Беглик-Широка поляна,86.091,7.242,55.174,64.09,47.932,60.79,1.8,9.323
40,БДИБР,Голям Беглик,62.111,3.942,42.544,68.5,38.602,66.36,,
41,БДИБР,Широка поляна,23.98,3.3,12.63,52.67,9.33,45.12,,
42,БДИБР,Беглика,1.554,0.242,0.916,58.94,0.674,51.37,0.172,0.0
43,БДИБР,Тошков Чарк,1.782,0.276,0.587,32.93,0.311,20.64,0.492,0.25
44,БДИБР,Батак,310.298,19.95,180.93,58.31,160.98,55.44,10.2,0.62
,БДИБР,Каскада Доспат-Въча,,,,,,,,
45,БДЗБР,Доспат,449.249,14.907,406.528,90.49,391.621,90.16,2.877,9.016
46,БДИБР,Цанков камък,110.708,31.2,78.012,70.47,46.812,58.88,10.336,12.312
47,БДИБР,Въча,226.12,24.52,147.425,65.2,122.905,60.96,13.548,5.301
48,БДИБР,Кричим,20.256,1.73,19.131,94.44,17.401,93.93,5.173,4.773
,БДИБР,Каскада Арда,,,,,,,,
49,БДИБР,Кърджали,497.236,107.176,289.505,58.22,182.329,46.74,5.545,5.545
50,БДИБР,Студен кладенец,387.772,90.667,250.221,64.53,159.554,53.7,6.339,6.339
51,БДИБР,Ивайловград,156.702,59.526,113.785,72.61,54.259,55.84,10.296,11.657
52,БДИБР,Розов кладенец,20.4,13.268,18.816,92.24,5.548,77.79,,
