number,water_body_directorate,dam_name,total_volume,dead_volume,available_volume,available_volume_percent,available_useful_volume,available_useful_volume_percent,water_intake,water_drain
1,БДДР,Искър,655.252,87.2,498.092,76.02,410.892,72.33,3.936,3.936
2,БДДР,Бели Искър,15.08,1.4,7.095,47.05,5.695,41.63,0.416,0.783
3,БДДР,Среченска бара,15.5,1.0,11.073,71.44,10.073,69.47,0.255,1.806
4,БДДР,Христо Смирненски,27.7,4.2,23.341,84.26,19.141,81.45,0.026,0.318
5,БДДР,Йовковци,92.179,9.0,63.003,68.35,54.003,64.92,0.046,0.808
6,БДЧР,Тича,311.8,40.0,142.509,45.71,102.509,37.71,0.051,1.599
7,БДЧР,Камчия,233.55,76.0,109.73,46.98,33.73,21.41,0.006,2.275
8,БДЧР,Ясна поляна,32.32,7.55,12.748,39.44,5.198,20.99,0.012,0.359
9,БДИБР,Асеновец,28.2,2.0,12.067,42.79,10.067,38.42,0.012,0.162
10,БДИБР,Боровица,27.3,4.6,24.579,90.03,19.979,88.01,0.076,0.319
11,БДЗБР,Студена,25.2,2.4,16.787,66.61,14.387,63.1,0.164,0.795
12,БДЗБР,Дяково,35.4,8.0,25.559,72.2,17.559,64.08,0.0,0.78
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.57,55.63,0.47,50.83,,
14,БДЗБР,Карагьол  - за рез.водоснабдяване,2.252,0.2,1.089,48.37,0.889,43.34,,
15,БДДР,Огняново  - за рез.водоснабдяване **,31.6,2.5,15.267,48.31,12.767,43.87,0.26,0.26
16,БДЧР,Порой,45.2,2.0,2.045,4.52,0.045,0.1,0.023,0.0
17,БДЧР,Ахелой,12.35,0.8,3.217,26.05,2.417,20.93,0.012,0.0
18,БДДР,Панчарево,6.465,1.5,5.394,83.43,3.894,78.43,0.771,1.007
19,БДДР,Ястребино,62.3,3.9,21.62,34.7,17.72,30.34,0.058,0.081
20,БДДР,Кула,20.25,0.7,8.829,43.6,8.129,41.58,0.0,0.046
21,БДДР,Рабиша,43.2,2.4,11.802,27.32,9.402,23.04,0.0,0.012
22,БДДР,Огоста,506.0,67.0,178.892,35.35,111.892,25.49,0.116,3.762
23,БДДР,Сопот,60.908,1.3,32.002,52.54,30.702,51.51,0.394,0.394
24,БДДР,Горни Дъбник,130.0,3.0,30.248,23.27,27.248,21.46,0.093,0.949
25,БДДР,Бели Лом,25.5,3.2,7.628,29.91,4.428,19.86,0.023,0.058
26,БДЧР,Съединение,12.81,1.5,6.977,54.47,5.477,48.43,0.012,0.058
27,БДЧР,Георги Трайков (Цонево),330.0,21.0,104.166,31.57,83.166,26.91,0.15,1.458
28,БДИБР,Жребчево,400.0,30.0,102.384,25.6,72.384,19.56,5.135,1.801
29,БДИБР,Малко Шарково,45.0,3.9,20.39,45.31,16.49,40.12,0.104,0.104
30,БДИБР,Домлян,26.074,0.7,2.067,7.93,1.367,5.39,0.056,0.01
31,БДИБР,Пясъчник,206.53,3.4,13.168,6.38,9.768,4.81,0.0,0.059
32,БДИБР,Тополница,137.108,20.0,21.371,15.59,1.371,1.17,0.162,0.37
33,БДИБР,Тракиец,114.0,24.0,51.405,45.09,27.405,30.45,0.0,0.208
34,БДЗБР,Пчелина,54.2,34.2,53.85,99.35,19.65,98.25,2.72,2.72
35,БДДР,Александър Стамболийски,205.569,20.0,115.165,56.02,95.165,51.28,0.957,0.957
36,БДДР,Кокаляне,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,14.214,9.99,8.804,6.44,1.305,1.056
,БДИБР,Белмекен-Чаира,149.536,5.179,73.455,49.12,68.276,47.3,2.557,4.835
38,БДИБР,Белмекен,144.036,3.81,70.35,48.84,66.54,47.45,,
39,БДИБР,Чаира,5.5,1.369,3.105,56.45,1.736,42.01,,
,БДИБР,Баташки водносилов път,,,,,,,,
,БДИБР,Голям Беглик-Широка поляна,86.091,7.242,25.176,29.24,17.934,22.75,0.571,2.131
40,БДИБР,Голям Беглик,62.111,3.942,21.636,34.83,17.694,30.42,,
41,БДИБР,Широка поляна,23.98,3.3,3.54,14.76,0.24,1.16,,
42,БДИБР,Беглика,1.554,0.242,0.698,44.92,0.456,34.76,0.031,0.006
43,БДИБР,Тошков Чарк,1.782,0.276,0.767,43.06,0.491,32.62,0.251,0.005
44,БДИБР,Батак,310.298,19.95,163.46,52.68,143.51,49.43,2.505,0.499
,БДИБР,Каскада Доспат-Въча,,,,,,,,
45,БДЗБР,Доспат,449.249,14.907,353.863,78.77,338.956,78.04,0.988,8.098
46,БДИБР,Цанков камък,110.708,31.2,82.067,74.13,50.867,63.98,9.109,7.639
47,БДИБР,Въча,226.12,24.52,134.518,59.49,109.998,54.56,20.472,15.055
48,БДИБР,Кричим,20.256,1.73,19.364,95.6,17.634,95.19,17.016,20.924
,БДИБР,Каскада Арда,,,,,,,,
49,БДИБР,Кърджали,497.236,107.176,304.417,61.22,197.241,50.57,1.154,6.541
50,БДИБР,Студен кладенец,387.772,90.667,223.62,57.67,132.953,44.75,6.445,4.252
51,БДИБР,Ивайловград,156.702,59.526,84.622,54.0,25.096,25.83,1.849,3.707
52,БДИБР,Розов кладенец,20.4,13.268,18.708,91.71,5.44,76.28,,
