number,water_body_directorate,dam_name,total_volume,dead_volume,available_volume,available_volume_percent,available_useful_volume,available_useful_volume_percent,water_intake,water_drain
1,БДДР,Искър,655.252,87.2,561.425,85.68,474.225,83.48,4.888,24.104
2,БДДР,Бели Искър,15.08,1.4,10.237,67.88,8.837,64.59,0.454,0.63
3,БДДР,Среченска бара,15.5,1.0,15.04,97.03,14.04,96.83,0.81,0.59
4,БДДР,Христо Смирненски,27.7,4.2,25.358,91.55,21.158,90.04,0.173,0.319
5,БДДР,Йовковци,92.179,9.0,70.938,76.96,61.938,74.46,0.251,0.802
6,БДЧР,Тича,311.8,40.0,169.67,54.42,129.67,47.71,0.123,2.448
7,БДЧР,Камчия,233.55,76.0,151.826,65.01,75.826,48.13,0.021,2.961
8,БДЧР,Ясна поляна,32.32,7.55,19.886,61.53,12.336,49.8,0.012,0.428
9,БДИБР,Асеновец,28.2,2.0,16.14,57.23,14.14,53.97,0.243,0.324
10,БДИБР,Боровица,27.3,4.6,27.17,99.52,22.57,99.43,0.332,0.39
11,БДЗБР,Студена,25.2,2.4,23.048,91.46,20.648,90.56,0.387,0.735
12,БДЗБР,Дяково,35.4,8.0,33.448,94.48,25.448,92.87,0.0,0.441
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.902,88.07,0.802,86.77,,
14,БДЗБР,Карагьол  - за рез.водоснабдяване,2.252,0.2,2.127,94.46,1.927,93.92,,
15,БДДР,Огняново  - за рез.водоснабдяване **,31.6,2.5,19.673,62.26,17.173,59.01,0.292,0.489
16,БДЧР,Порой,45.2,2.0,5.09,11.26,3.09,7.15,0.035,0.012
17,БДЧР,Ахелой,12.35,0.8,3.659,29.63,2.859,24.75,0.012,0.012
18,БДДР,Панчарево,6.465,1.5,5.346,82.69,3.846,77.45,23.499,23.415
19,БДДР,Ястребино,62.3,3.9,31.698,50.88,27.798,47.6,0.231,1.319
20,БДДР,Кула,20.25,0.7,9.469,46.76,8.769,44.85,0.046,0.046
21,БДДР,Рабиша,43.2,2.4,12.184,28.2,9.784,23.98,0.0,0.023
22,БДДР,Огоста,506.0,67.0,241.21,47.67,174.21,39.68,0.231,7.06
23,БДДР,Сопот,60.908,1.3,52.2,85.7,50.9,85.39,0.324,1.713
24,БДДР,Горни Дъбник,130.0,3.0,46.256,35.58,43.256,34.06,0.324,1.539
25,БДДР,Бели Лом,25.5,3.2,8.535,33.47,5.335,23.92,0.093,0.093
26,БДЧР,Съединение,12.81,1.5,7.922,61.84,6.422,56.78,0.035,0.116
27,БДЧР,Георги Трайков (Цонево),330.0,21.0,125.706,38.09,104.706,33.89,0.926,2.234
28,БДИБР,Жребчево,400.0,30.0,187.822,46.96,157.822,42.65,0.199,9.783
29,БДИБР,Малко Шарково,45.0,3.9,29.598,65.77,25.698,62.53,0.104,0.104
30,БДИБР,Домлян,26.074,0.7,17.897,68.64,17.197,67.77,0.0,1.528
31,БДИБР,Пясъчник,206.53,3.4,23.546,11.4,20.146,9.92,0.0,3.519
32,БДИБР,Тополница,137.108,20.0,94.823,69.16,74.823,63.89,1.655,11.91
33,БДИБР,Тракиец,114.0,24.0,61.977,54.37,37.977,42.2,0.058,0.903
34,БДЗБР,Пчелина,54.2,34.2,54.1,99.82,19.9,99.5,7.407,7.407
35,БДДР,Александър Стамболийски,205.569,20.0,162.876,79.23,142.876,76.99,2.482,13.162
36,БДДР,Кокаляне,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,73.689,51.82,68.279,49.91,2.469,5.728
,БДИБР,Белмекен-Чаира,149.536,5.179,124.251,83.09,119.072,82.48,5.108,9.638
38,БДИБР,Белмекен,144.036,3.81,121.02,84.02,117.21,83.59,,
39,БДИБР,Чаира,5.5,1.369,3.231,58.74,1.862,45.07,,
,БДИБР,Баташки водносилов път,,,,,,,,
,БДИБР,Голям Беглик-Широка поляна,86.091,7.242,49.733,57.77,42.491,53.89,2.843,5.957
40,БДИБР,Голям Беглик,62.111,3.942,40.89,65.83,36.948,63.52,,
41,БДИБР,Широка поляна,23.98,3.3,8.843,36.88,5.543,26.81,,
42,БДИБР,Беглика,1.554,0.242,0.77,49.54,0.528,40.23,0.183,0.007
43,БДИБР,Тошков Чарк,1.782,0.276,1.551,87.02,1.275,84.64,0.372,0.539
44,БДИБР,Батак,310.298,19.95,225.443,72.65,205.493,70.77,7.053,13.534
,БДИБР,Каскада Доспат-Въча,,,,,,,,
45,БДЗБР,Доспат,449.249,14.907,404.618,90.07,389.711,89.72,1.287,3.743
46,БДИБР,Цанков камък,110.708,31.2,81.737,73.83,50.537,63.56,4.801,1.582
47,БДИБР,Въча,226.12,24.52,165.072,73.0,140.552,69.72,3.481,31.675
48,БДИБР,Кричим,20.256,1.73,19.745,97.48,18.015,97.24,31.573,30.47
,БДИБР,Каскада Арда,,,,,,,,
49,БДИБР,Кърджали,497.236,107.176,330.183,66.4,223.007,57.17,5.214,32.661
50,БДИБР,Студен кладенец,387.772,90.667,281.47,72.59,190.803,64.22,40.837,40.837
51,БДИБР,Ивайловград,156.702,59.526,130.17,83.07,70.644,72.7,35.339,38.437
52,БДИБР,Розов кладенец,20.4,13.268,18.132,88.88,4.864,68.2,,
