number,water_body_directorate,dam_name,total_volume,dead_volume,available_volume,available_volume_percent,available_useful_volume,available_useful_volume_percent,water_intake,water_drain
1,БДДР,Искър,655.252,87.2,489.459,74.7,402.259,70.81,4.047,7.064
2,БДДР,Бели Искър,15.08,1.4,6.943,46.04,5.543,40.52,0.533,0.832
3,БДДР,Среченска бара,15.5,1.0,10.32,66.58,9.32,64.28,0.382,0.613
4,БДДР,Христо Смирненски,27.7,4.2,24.147,87.17,19.947,84.88,0.322,0.76
5,БДДР,Йовковци,92.179,9.0,56.803,61.62,47.803,57.47,0.104,0.576
6,БДЧР,Тича,311.8,40.0,150.582,48.29,110.582,40.68,3.674,1.093
7,БДЧР,Камчия,233.55,76.0,126.02,53.96,50.02,31.75,1.555,2.215
8,БДЧР,Ясна поляна,32.32,7.55,16.432,50.84,8.882,35.86,1.389,0.278
9,БДИБР,Асеновец,28.2,2.0,14.533,51.54,12.533,47.84,0.498,0.347
10,БДИБР,Боровица,27.3,4.6,27.21,99.67,22.61,99.6,0.372,0.256
11,БДЗБР,Студена,25.2,2.4,15.662,62.15,13.262,58.16,0.346,0.759
12,БДЗБР,Дяково,35.4,8.0,21.117,59.65,13.117,47.87,0.0,0.485
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.246,24.04,0.146,15.82,,
14,БДЗБР,Карагьол  - за рез.водоснабдяване,2.252,0.2,0.722,32.06,0.522,25.44,,
15,БДДР,Огняново  - за рез.водоснабдяване **,31.6,2.5,14.116,44.67,11.616,39.92,0.531,0.23
16,БДЧР,Порой,44.24,2.0,2.41,5.45,0.41,0.97,0.289,0.0
17,БДЧР,Ахелой,11.513,0.8,3.681,31.97,2.881,26.89,0.197,0.0
18,БДДР,Панчарево,6.465,1.5,5.469,84.59,3.969,79.94,5.816,5.029
19,БДДР,Ястребино,62.3,3.9,25.951,41.65,22.051,37.76,1.088,0.093
20,БДДР,Кула,20.25,0.7,8.805,43.48,8.105,41.46,0.0,0.035
21,БДДР,Рабиша,43.2,2.4,11.734,27.16,9.334,22.88,0.0,0.0
22,БДДР,Огоста,506.0,67.0,155.128,30.66,88.128,20.07,0.301,4.884
23,БДДР,Сопот,60.908,1.3,37.28,61.21,35.98,60.36,1.169,0.243
24,БДДР,Горни Дъбник,130.0,3.0,26.135,20.1,23.135,18.22,0.336,0.336
25,БДДР,Бели Лом,25.5,3.2,7.91,31.02,4.71,21.12,0.243,0.046
26,БДЧР,Съединение,12.81,1.5,7.198,56.19,5.698,50.38,0.266,0.058
27,БДЧР,Георги Трайков (Цонево),330.0,21.0,110.741,33.56,89.741,29.04,4.525,0.59
28,БДИБР,Жребчево,400.0,30.0,132.278,33.07,102.278,27.64,4.602,1.738
29,БДИБР,Малко Шарково,45.0,3.9,20.066,44.59,16.166,39.33,0.104,0.104
30,БДИБР,Домлян,26.074,0.7,5.195,19.92,4.495,17.71,0.235,0.013
31,БДИБР,Пясъчник,206.53,3.4,15.925,7.71,12.525,6.17,0.802,0.073
32,БДИБР,Тополница,137.108,20.0,29.518,21.53,9.518,8.13,1.308,0.37
33,БДИБР,Тракиец,114.0,24.0,56.3,49.39,32.3,35.89,1.273,0.116
34,БДЗБР,Пчелина,54.2,34.2,54.0,99.63,19.8,99.0,5.185,5.185
35,БДДР,Александър Стамболийски,205.569,20.0,133.806,65.09,113.806,61.33,2.833,12.324
36,БДДР,Кокаляне,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,36.794,25.87,31.384,22.94,3.179,1.044
,БДИБР,Белмекен-Чаира,149.536,5.179,51.331,34.33,46.152,31.97,0.277,11.136
38,БДИБР,Белмекен,144.036,3.81,47.344,32.87,43.534,31.05,,
39,БДИБР,Чаира,5.5,1.369,3.987,72.5,2.618,63.38,,
,БДИБР,Баташки водносилов път,,,,,,,,
,БДИБР,Голям Беглик-Широка поляна,86.091,7.242,26.892,31.24,19.65,24.92,0.769,1.855
40,БДИБР,Голям Беглик,62.111,3.942,23.172,37.31,19.23,33.06,,
41,БДИБР,Широка поляна,23.98,3.3,3.72,15.51,0.42,2.03,,
42,БДИБР,Беглика,1.554,0.242,0.839,54.02,0.597,45.54,0.001,0.001
43,БДИБР,Тошков Чарк,1.782,0.276,1.151,64.61,0.875,58.12,0.275,0.0
44,БДИБР,Батак,310.298,19.95,163.894,52.82,143.944,49.58,2.835,3.838
,БДИБР,Каскада Доспат-Въча,,,,,,,,
45,БДЗБР,Доспат,449.249,14.907,348.846,77.65,333.939,76.88,3.933,1.563
46,БДИБР,Цанков камък,110.708,31.2,74.138,66.97,42.938,54.0,6.421,6.693
47,БДИБР,Въча,226.12,24.52,144.731,64.01,120.211,59.63,8.078,11.047
48,БДИБР,Кричим,20.256,1.73,19.581,96.67,17.851,96.35,11.095,10.995
,БДИБР,Каскада Арда,,,,,,,,
49,БДИБР,Кърджали,497.236,107.176,390.361,78.51,283.185,72.6,8.874,31.667
50,БДИБР,Студен кладенец,387.772,90.667,322.908,83.27,232.241,78.17,49.304,52.259
51,БДИБР,Ивайловград,156.702,59.526,114.02,72.76,54.494,56.08,46.911,56.476
52,БДИБР,Розов кладенец,20.4,13.268,18.312,89.76,5.044,70.72,,
