number,water_body_directorate,dam_name,total_volume,dead_volume,available_volume,available_volume_percent,available_useful_volume,available_useful_volume_percent,water_intake,water_drain
1,БДДР,Искър,655.252,87.2,491.024,74.94,403.824,71.09,3.854,3.854
2,БДДР,Бели Искър,15.08,1.4,7.242,48.03,5.842,42.71,0.611,0.639
3,БДДР,Среченска бара,15.5,1.0,10.093,65.12,9.093,62.71,0.775,0.544
4,БДДР,Христо Смирненски,27.7,4.2,23.744,85.72,19.544,83.17,0.618,0.326
5,БДДР,Йовковци,92.179,9.0,60.068,65.16,51.068,61.4,0.025,0.762
6,БДЧР,Тича,311.8,40.0,137.684,44.16,97.684,35.94,0.296,1.505
7,БДЧР,Камчия,233.55,76.0,106.199,45.47,30.199,19.17,2.924,2.125
8,БДЧР,Ясна поляна,32.32,7.55,11.535,35.69,3.985,16.09,0.417,0.255
9,БДИБР,Асеновец,28.2,2.0,11.553,40.97,9.553,36.46,0.127,0.359
10,БДИБР,Боровица,27.3,4.6,26.3,96.34,21.7,95.59,0.372,0.256
11,БДЗБР,Студена,25.2,2.4,15.923,63.19,13.523,59.31,0.771,0.771
12,БДЗБР,Дяково,35.4,8.0,23.62,66.72,15.62,57.01,0.0,0.344
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.289,28.17,0.189,20.4,,
14,БДЗБР,Карагьол  - за рез.водоснабдяване,2.252,0.2,1.139,50.58,0.939,45.77,,
15,БДДР,Огняново  - за рез.водоснабдяване **,31.6,2.5,14.948,47.3,12.448,42.78,0.41,0.26
16,БДЧР,Порой,45.2,2.0,1.883,4.17,0.0,0.0,0.093,0.0
17,БДЧР,Ахелой,12.35,0.8,3.357,27.18,2.557,22.14,0.012,0.0
18,БДДР,Панчарево,6.465,1.5,5.455,84.38,3.955,79.66,4.37,4.843
19,БДДР,Ястребино,62.3,3.9,21.612,34.69,17.712,30.33,0.104,0.104
20,БДДР,Кула,20.25,0.7,8.776,43.34,8.076,41.31,0.035,0.035
21,БДДР,Рабиша,43.2,2.4,11.753,27.21,9.353,22.92,0.0,0.0
22,БДДР,Огоста,506.0,67.0,162.104,32.04,95.104,21.66,7.431,4.375
23,БДДР,Сопот,60.908,1.3,32.385,53.17,31.085,52.15,0.648,0.243
24,БДДР,Горни Дъбник,130.0,3.0,27.272,20.98,24.272,19.11,0.081,0.509
25,БДДР,Бели Лом,25.5,3.2,7.621,29.89,4.421,19.83,0.058,0.058
26,БДЧР,Съединение,12.81,1.5,6.88,53.71,5.38,47.57,0.069,0.069
27,БДЧР,Георги Трайков (Цонево),330.0,21.0,102.692,31.12,81.692,26.44,0.0,1.308
28,БДИБР,Жребчево,400.0,30.0,108.214,27.05,78.214,21.14,4.024,1.686
29,БДИБР,Малко Шарково,45.0,3.9,20.014,44.48,16.114,39.21,0.012,0.104
30,БДИБР,Домлян,26.074,0.7,3.112,11.94,2.412,9.51,0.119,0.011
31,БДИБР,Пясъчник,206.53,3.4,13.837,6.7,10.437,5.14,0.393,0.063
32,БДИБР,Тополница,137.108,20.0,21.371,15.59,1.371,1.17,0.949,0.336
33,БДИБР,Тракиец,114.0,24.0,50.976,44.72,26.976,29.97,0.012,0.116
34,БДЗБР,Пчелина,54.2,34.2,54.0,99.63,19.8,99.0,5.185,5.185
35,БДДР,Александър Стамболийски,205.569,20.0,112.766,54.86,92.766,49.99,1.874,1.011
36,БДДР,Кокаляне,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,19.412,13.65,14.002,10.23,3.229,1.033
,БДИБР,Белмекен-Чаира,149.536,5.179,64.666,43.24,59.487,41.21,3.164,2.979
38,БДИБР,Белмекен,144.036,3.81,60.192,41.79,56.382,40.21,,
39,БДИБР,Чаира,5.5,1.369,4.474,81.35,3.105,75.17,,
,БДИБР,Баташки водносилов път,,,,,,,,
,БДИБР,Голям Беглик-Широка поляна,86.091,7.242,27.036,31.4,19.794,25.1,0.75,0.187
40,БДИБР,Голям Беглик,62.111,3.942,23.196,37.35,19.254,33.1,,
41,БДИБР,Широка поляна,23.98,3.3,3.84,16.01,0.54,2.61,,
42,БДИБР,Беглика,1.554,0.242,0.855,55.0,0.613,46.7,0.027,0.002
43,БДИБР,Тошков Чарк,1.782,0.276,1.283,71.97,1.007,66.84,0.08,0.346
44,БДИБР,Батак,310.298,19.95,160.418,51.7,140.468,48.38,0.662,0.662
,БДИБР,Каскада Доспат-Въча,,,,,,,,
45,БДЗБР,Доспат,449.249,14.907,358.368,79.77,343.461,79.08,1.965,0.78
46,БДИБР,Цанков камък,110.708,31.2,77.988,70.44,46.788,58.85,2.769,1.36
47,БДИБР,Въча,226.12,24.52,127.77,56.51,103.25,51.22,8.962,12.608
48,БДИБР,Кричим,20.256,1.73,19.468,96.11,17.738,95.75,12.653,12.954
,БДИБР,Каскада Арда,,,,,,,,
49,БДИБР,Кърджали,497.236,107.176,340.275,68.43,233.099,59.76,11.384,1.036
50,БДИБР,Студен кладенец,387.772,90.667,292.747,75.49,202.08,68.02,5.026,2.213
51,БДИБР,Ивайловград,156.702,59.526,117.962,75.28,58.436,60.13,3.259,0.456
52,БДИБР,Розов кладенец,20.4,13.268,18.168,89.06,4.9,68.7,,
