number,water_body_directorate,dam_name,total_volume,dead_volume,available_volume,available_volume_percent,available_useful_volume,available_useful_volume_percent,water_intake,water_drain
1,БДДР,Искър,655.252,87.2,574.206,87.63,487.006,85.73,25.153,15.462
2,БДДР,Бели Искър,15.08,1.4,10.686,70.86,9.286,67.88,5.507,4.602
3,БДДР,Среченска бара,15.5,1.0,15.32,98.84,14.32,98.76,0.428,0.544
4,БДДР,Христо Смирненски,27.7,4.2,25.94,93.65,21.74,92.51,0.753,1.486
5,БДДР,Йовковци,92.179,9.0,84.328,91.48,75.328,90.56,0.179,0.803
6,БДЧР,Тича,311.8,40.0,226.752,72.72,186.752,68.71,0.689,2.587
7,БДЧР,Камчия,233.55,76.0,208.988,89.48,132.988,84.41,2.478,2.883
8,БДЧР,Ясна поляна,32.32,7.55,21.082,65.23,13.532,54.63,0.069,0.336
9,БДИБР,Асеновец,28.2,2.0,17.626,62.5,15.626,59.64,0.579,0.428
10,БДИБР,Боровица,27.3,4.6,27.2,99.63,22.6,99.56,0.274,0.39
11,БДЗБР,Студена,25.2,2.4,24.11,95.67,21.71,95.22,1.684,1.684
12,БДЗБР,Дяково,35.4,8.0,31.475,88.91,23.475,85.67,2.458,0.15
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.878,85.74,0.778,84.2,,
14,БДЗБР,Карагьол  - за рез.водоснабдяване,2.252,0.2,1.785,79.25,1.585,77.23,,
15,БДДР,Огняново  - за рез.водоснабдяване **,31.6,2.5,18.348,58.06,15.848,54.46,0.335,0.335
16,БДЧР,Порой,45.2,2.0,6.231,13.79,4.231,9.79,0.058,0.0
17,БДЧР,Ахелой,12.35,0.8,3.47,28.1,2.67,23.12,0.012,0.023
18,БДДР,Панчарево,6.465,1.5,5.295,81.91,3.795,76.44,16.187,16.437
19,БДДР,Ястребино,62.3,3.9,39.569,63.51,35.669,61.08,0.764,1.192
20,БДДР,Кула,20.25,0.7,7.481,36.94,6.781,34.69,0.046,0.046
21,БДДР,Рабиша,43.2,2.4,12.455,28.83,10.055,24.64,0.0,0.012
22,БДДР,Огоста,506.0,67.0,363.195,71.78,296.195,67.47,49.676,65.544
23,БДДР,Сопот,60.908,1.3,50.715,83.26,49.415,82.9,2.546,0.463
24,БДДР,Горни Дъбник,130.0,3.0,60.534,46.56,57.534,45.3,1.343,2.072
25,БДДР,Бели Лом,25.5,3.2,9.466,37.12,6.266,28.1,0.093,0.093
26,БДЧР,Съединение,12.81,1.5,8.782,68.56,7.282,64.39,0.104,0.104
27,БДЧР,Георги Трайков (Цонево),330.0,21.0,159.896,48.45,138.896,44.95,0.004,1.508
28,БДИБР,Жребчево,400.0,30.0,269.705,67.43,239.705,64.79,7.164,7.164
29,БДИБР,Малко Шарково,45.0,3.9,34.548,76.77,30.648,74.57,0.174,0.174
30,БДИБР,Домлян,26.074,0.7,24.472,93.85,23.772,93.68,0.084,0.084
31,БДИБР,Пясъчник,206.53,3.4,51.784,25.07,48.384,23.82,0.99,0.272
32,БДИБР,Тополница,137.108,20.0,100.917,73.6,80.917,69.1,9.641,6.007
33,БДИБР,Тракиец,114.0,24.0,74.33,65.2,50.33,55.92,0.116,0.868
34,БДЗБР,Пчелина,54.2,34.2,54.15,99.91,19.95,99.75,8.113,8.692
35,БДДР,Александър Стамболийски,205.569,20.0,195.807,95.25,175.807,94.74,16.99,25.743
36,БДДР,Кокаляне,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,117.702,82.76,112.292,82.08,10.483,6.664
,БДИБР,Белмекен-Чаира,149.536,5.179,141.132,94.38,135.953,94.18,24.897,15.449
38,БДИБР,Белмекен,144.036,3.81,137.418,95.41,133.608,95.28,,
39,БДИБР,Чаира,5.5,1.369,3.714,67.53,2.345,56.77,,
,БДИБР,Баташки водносилов път,,,,,,,,
,БДИБР,Голям Беглик-Широка поляна,86.091,7.242,78.114,90.73,70.872,89.88,8.382,9.342
40,БДИБР,Голям Беглик,62.111,3.942,56.38,90.77,52.438,90.15,,
41,БДИБР,Широка поляна,23.98,3.3,21.735,90.64,18.435,89.14,,
42,БДИБР,Беглика,1.554,0.242,0.789,50.8,0.547,41.72,0.694,1.273
43,БДИБР,Тошков Чарк,1.782,0.276,1.402,78.67,1.126,74.76,0.862,0.756
44,БДИБР,Батак,310.298,19.95,193.345,62.31,173.395,59.72,12.447,12.447
,БДИБР,Каскада Доспат-Въча,,,,,,,,
45,БДЗБР,Доспат,449.249,14.907,394.858,87.89,379.951,87.48,5.878,3.422
46,БДИБР,Цанков камък,110.708,31.2,83.838,75.73,52.638,66.2,15.549,15.549
47,БДИБР,Въча,226.12,24.52,203.812,90.13,179.292,88.93,17.967,11.51
48,БДИБР,Кричим,20.256,1.73,19.823,97.86,18.093,97.66,11.186,11.286
,БДИБР,Каскада Арда,,,,,,,,
49,БДИБР,Кърджали,497.236,107.176,365.861,73.58,258.685,66.32,7.631,1.403
50,БДИБР,Студен кладенец,387.772,90.667,363.368,93.71,272.701,91.79,2.396,18.048
51,БДИБР,Ивайловград,156.702,59.526,150.123,95.8,90.597,93.23,19.278,17.565
52,БДИБР,Розов кладенец,20.4,13.268,19.536,95.76,6.268,87.89,,
