number,water_body_directorate,dam_name,total_volume,dead_volume,available_volume,available_volume_percent,available_useful_volume,available_useful_volume_percent,water_intake,water_drain
1,БДДР,Искър,655.252,87.2,515.811,78.72,428.611,75.45,0.475,6.644
2,БДДР,Бели Искър,15.08,1.4,7.125,47.25,5.725,41.85,0.354,1.129
3,БДДР,Среченска бара,15.5,1.0,13.232,85.37,12.232,84.36,0.104,0.66
4,БДДР,Христо Смирненски,27.7,4.2,24.652,89.0,20.452,87.03,0.043,0.335
5,БДДР,Йовковци,92.179,9.0,66.673,72.33,57.673,69.34,0.118,0.91
6,БДЧР,Тича,311.8,40.0,152.611,48.95,112.611,41.43,0.036,2.577
7,БДЧР,Камчия,233.55,76.0,126.02,53.96,50.02,31.75,0.017,3.073
8,БДЧР,Ясна поляна,32.32,7.55,15.231,47.13,7.681,31.01,0.012,0.532
9,БДИБР,Асеновец,28.2,2.0,14.08,49.93,12.08,46.11,0.012,0.475
10,БДИБР,Боровица,27.3,4.6,25.5,93.41,20.9,92.07,0.033,0.38
11,БДЗБР,Студена,25.2,2.4,19.297,76.58,16.897,74.11,0.064,0.812
12,БДЗБР,Дяково,35.4,8.0,28.301,79.95,20.301,74.09,0.0,0.851
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.632,61.71,0.532,57.56,,
14,БДЗБР,Карагьол  - за рез.водоснабдяване,2.252,0.2,1.06,47.07,0.86,41.91,,
15,БДДР,Огняново  - за рез.водоснабдяване **,31.6,2.5,18.132,57.38,15.632,53.72,0.133,0.55
16,БДЧР,Порой,45.2,2.0,3.171,7.02,1.171,2.71,0.012,0.035
17,БДЧР,Ахелой,12.35,0.8,3.295,26.68,2.495,21.6,0.012,0.035
18,БДДР,Панчарево,6.465,1.5,5.476,84.7,3.976,80.07,1.776,1.303
19,БДДР,Ястребино,62.3,3.9,23.937,38.42,20.037,34.31,0.197,1.366
20,БДДР,Кула,20.25,0.7,9.076,44.82,8.376,42.84,0.012,0.069
21,БДДР,Рабиша,43.2,2.4,11.935,27.63,9.535,23.37,0.0,0.081
22,БДДР,Огоста,506.0,67.0,199.57,39.44,132.57,30.2,0.174,6.713
23,БДДР,Сопот,60.908,1.3,35.192,57.78,33.892,56.86,2.002,4.838
24,БДДР,Горни Дъбник,130.0,3.0,35.706,27.47,32.706,25.75,0.799,3.368
25,БДДР,Бели Лом,25.5,3.2,7.91,31.02,4.71,21.12,0.15,0.15
26,БДЧР,Съединение,12.81,1.5,7.275,56.79,5.775,51.06,0.035,0.093
27,БДЧР,Георги Трайков (Цонево),330.0,21.0,112.215,34.0,91.215,29.52,0.0,2.627
28,БДИБР,Жребчево,400.0,30.0,117.109,29.28,87.109,23.54,0.532,7.775
29,БДИБР,Малко Шарково,45.0,3.9,21.043,46.76,17.143,41.71,0.104,1.4
30,БДИБР,Домлян,26.074,0.7,2.982,11.44,2.282,8.99,0.0,3.01
31,БДИБР,Пясъчник,206.53,3.4,13.515,6.54,10.115,4.98,0.0,0.095
32,БДИБР,Тополница,137.108,20.0,31.387,22.89,11.387,9.72,0.185,6.053
33,БДИБР,Тракиец,114.0,24.0,55.246,48.46,31.246,34.72,0.0,1.678
34,БДЗБР,Пчелина,54.2,34.2,53.75,99.17,19.55,97.75,0.995,1.574
35,БДДР,Александър Стамболийски,205.569,20.0,127.98,62.26,107.98,58.19,0.007,2.786
36,БДДР,Кокаляне,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,18.716,13.16,13.306,9.73,0.563,5.18
,БДИБР,Белмекен-Чаира,149.536,5.179,82.428,55.12,77.249,53.51,0.618,5.551
38,БДИБР,Белмекен,144.036,3.81,78.136,54.25,74.326,53.0,,
39,БДИБР,Чаира,5.5,1.369,4.292,78.04,2.923,70.76,,
,БДИБР,Баташки водносилов път,,,,,,,,
,БДИБР,Голям Беглик-Широка поляна,86.091,7.242,26.401,30.67,19.159,24.3,0.541,1.609
40,БДИБР,Голям Беглик,62.111,3.942,22.591,36.37,18.649,32.06,,
41,БДИБР,Широка поляна,23.98,3.3,3.81,15.89,0.51,2.47,,
42,БДИБР,Беглика,1.554,0.242,0.715,46.04,0.473,36.09,0.029,0.004
43,БДИБР,Тошков Чарк,1.782,0.276,1.06,59.49,0.784,52.07,0.191,0.003
44,БДИБР,Батак,310.298,19.95,178.455,57.51,158.505,54.59,2.462,11.491
,БДИБР,Каскада Доспат-Въча,,,,,,,,
45,БДЗБР,Доспат,449.249,14.907,388.493,86.48,373.586,86.01,0.996,8.363
46,БДИБР,Цанков камък,110.708,31.2,78.159,70.6,46.959,59.06,9.35,1.467
47,БДИБР,Въча,226.12,24.52,132.595,58.64,108.075,53.61,2.217,11.256
48,БДИБР,Кричим,20.256,1.73,19.65,97.01,17.92,96.73,11.177,9.072
,БДИБР,Каскада Арда,,,,,,,,
49,БДИБР,Кърджали,497.236,107.176,323.03,64.97,215.854,55.34,1.073,1.073
50,БДИБР,Студен кладенец,387.772,90.667,212.767,54.87,122.1,41.1,0.566,2.628
51,БДИБР,Ивайловград,156.702,59.526,106.255,67.81,46.729,48.09,3.896,18.065
52,БДИБР,Розов кладенец,20.4,13.268,19.212,94.18,5.944,83.34,,
