number,water_body_directorate,dam_name,total_volume,dead_volume,available_volume,available_volume_percent,available_useful_volume,available_useful_volume_percent,water_intake,water_drain
1,БДДР,Искър,655.252,87.2,515.811,78.72,428.611,75.45,6.514,3.431
2,БДДР,Бели Искър,15.08,1.4,6.814,45.19,5.414,39.58,3.845,1.059
3,БДДР,Среченска бара,15.5,1.0,11.74,75.74,10.74,74.07,0.949,0.637
4,БДДР,Христо Смирненски,27.7,4.2,22.182,80.08,17.982,76.52,0.047,0.339
5,БДДР,Йовковци,92.179,9.0,79.575,86.33,70.575,84.85,0.16,0.759
6,БДЧР,Тича,311.8,40.0,192.038,61.59,152.038,55.94,0.104,1.718
7,БДЧР,Камчия,233.55,76.0,162.135,69.42,86.135,54.67,0.926,2.5
8,БДЧР,Ясна поляна,32.32,7.55,15.047,46.56,7.497,30.27,0.012,0.301
9,БДИБР,Асеновец,28.2,2.0,12.427,44.07,10.427,39.8,0.012,0.613
10,БДИБР,Боровица,27.3,4.6,24.369,89.26,19.769,87.09,0.068,0.265
11,БДЗБР,Студена,25.2,2.4,17.554,69.66,15.154,66.46,0.819,0.819
12,БДЗБР,Дяково,35.4,8.0,24.036,67.9,16.036,58.53,0.628,0.284
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.27,26.4,0.17,18.43,,
14,БДЗБР,Карагьол  - за рез.водоснабдяване,2.252,0.2,1.322,58.68,1.122,54.65,,
15,БДДР,Огняново  - за рез.водоснабдяване **,31.6,2.5,18.731,59.28,16.231,55.78,0.532,0.335
16,БДЧР,Порой,45.2,2.0,4.712,10.42,2.712,6.28,0.104,0.0
17,БДЧР,Ахелой,12.35,0.8,2.964,24.0,2.164,18.74,0.023,0.0
18,БДДР,Панчарево,6.465,1.5,5.007,77.45,3.507,70.64,3.165,3.749
19,БДДР,Ястребино,62.3,3.9,32.367,51.95,28.467,48.74,0.104,0.104
20,БДДР,Кула,20.25,0.7,8.458,41.77,7.758,39.68,0.012,0.046
21,БДДР,Рабиша,43.2,2.4,12.345,28.58,9.945,24.38,0.0,0.012
22,БДДР,Огоста,506.0,67.0,241.145,47.66,174.145,39.67,0.174,8.565
23,БДДР,Сопот,60.908,1.3,33.9,55.66,32.6,54.69,2.037,2.037
24,БДДР,Горни Дъбник,130.0,3.0,45.732,35.18,42.732,33.65,0.0,0.602
25,БДДР,Бели Лом,25.5,3.2,7.91,31.02,4.71,21.12,0.069,0.069
26,БДЧР,Съединение,12.81,1.5,7.791,60.82,6.291,55.62,0.035,0.081
27,БДЧР,Георги Трайков (Цонево),330.0,21.0,133.075,40.33,112.075,36.27,0.0,1.308
28,БДИБР,Жребчево,400.0,30.0,173.02,43.26,143.02,38.65,1.972,1.972
29,БДИБР,Малко Шарково,45.0,3.9,30.034,66.74,26.134,63.59,0.012,0.313
30,БДИБР,Домлян,26.074,0.7,1.749,6.71,1.049,4.13,0.09,0.044
31,БДИБР,Пясъчник,206.53,3.4,16.429,7.95,13.029,6.41,0.502,0.137
32,БДИБР,Тополница,137.108,20.0,36.916,26.92,16.916,14.44,1.829,0.556
33,БДИБР,Тракиец,114.0,24.0,63.726,55.9,39.726,44.14,0.006,0.208
34,БДЗБР,Пчелина,54.2,34.2,53.95,99.54,19.75,98.75,4.259,4.259
35,БДДР,Александър Стамболийски,205.569,20.0,136.275,66.29,116.275,62.66,0.969,0.969
36,БДДР,Кокаляне,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,46.545,32.73,41.135,30.07,0.453,1.065
,БДИБР,Белмекен-Чаира,149.536,5.179,105.867,70.8,100.688,69.75,1.238,9.626
38,БДИБР,Белмекен,144.036,3.81,102.169,70.93,98.359,70.14,,
39,БДИБР,Чаира,5.5,1.369,3.698,67.24,2.329,56.38,,
,БДИБР,Баташки водносилов път,,,,,,,,
,БДИБР,Голям Беглик-Широка поляна,86.091,7.242,69.802,81.08,62.56,79.34,2.245,3.947
40,БДИБР,Голям Беглик,62.111,3.942,52.008,83.73,48.066,82.63,,
41,БДИБР,Широка поляна,23.98,3.3,17.795,74.21,14.495,70.09,,
42,БДИБР,Беглика,1.554,0.242,0.923,59.42,0.681,51.93,0.118,0.004
43,БДИБР,Тошков Чарк,1.782,0.276,0.947,53.13,0.671,44.54,0.378,0.441
44,БДИБР,Батак,310.298,19.95,142.657,45.97,122.707,42.26,5.415,2.523
,БДИБР,Каскада Доспат-Въча,,,,,,,,
45,БДЗБР,Доспат,449.249,14.907,408.225,90.87,393.318,90.55,1.649,0.421
46,БДИБР,Цанков камък,110.708,31.2,73.903,66.75,42.703,53.71,2.476,5.735
47,БДИБР,Въча,226.12,24.52,158.004,69.88,133.484,66.21,5.383,16.379
48,БДИБР,Кричим,20.256,1.73,19.321,95.38,17.591,94.95,16.7,12.899
,БДИБР,Каскада Арда,,,,,,,,
49,БДИБР,Кърджали,497.236,107.176,298.321,60.0,191.145,49.0,2.314,46.056
50,БДИБР,Студен кладенец,387.772,90.667,225.715,58.21,135.048,45.45,45.206,40.779
51,БДИБР,Ивайловград,156.702,59.526,149.975,95.71,90.449,93.08,39.876,19.39
52,БДИБР,Розов кладенец,20.4,13.268,16.584,81.3,3.316,46.5,,
