number,water_body_directorate,dam_name,total_volume,dead_volume,available_volume,available_volume_percent,available_useful_volume,available_useful_volume_percent,water_intake,water_drain
1,БДДР,Искър,655.252,87.2,504.673,77.02,417.473,73.49,2.148,6.732
2,БДДР,Бели Искър,15.08,1.4,7.072,46.9,5.672,41.46,0.791,0.752
3,БДДР,Среченска бара,15.5,1.0,12.146,78.36,11.146,76.87,0.324,0.637
4,БДДР,Христо Смирненски,27.7,4.2,23.971,86.54,19.771,84.13,0.486,0.34
5,БДДР,Йовковци,92.179,9.0,64.641,70.13,55.641,66.89,0.364,0.854
6,БДЧР,Тича,311.8,40.0,146.657,47.04,106.657,39.24,0.076,1.625
7,БДЧР,Камчия,233.55,76.0,116.24,49.77,40.24,25.54,0.553,2.323
8,БДЧР,Ясна поляна,32.32,7.55,13.862,42.89,6.312,25.48,0.127,0.324
9,БДИБР,Асеновец,28.2,2.0,12.98,46.03,10.98,41.91,0.162,0.625
10,БДИБР,Боровица,27.3,4.6,25.084,91.88,20.484,90.24,0.215,0.319
11,БДЗБР,Студена,25.2,2.4,17.49,69.41,15.09,66.19,0.807,0.807
12,БДЗБР,Дяково,35.4,8.0,26.593,75.12,18.593,67.86,0.0,0.535
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.471,46.02,0.371,40.17,,
14,БДЗБР,Карагьол  - за рез.водоснабдяване,2.252,0.2,1.057,46.92,0.857,41.75,,
15,БДДР,Огняново  - за рез.водоснабдяване **,31.6,2.5,16.658,52.72,14.158,48.65,0.238,0.84
16,БДЧР,Порой,45.2,2.0,2.777,6.14,0.777,1.8,0.023,0.0
17,БДЧР,Ахелой,12.35,0.8,3.238,26.22,2.438,21.11,0.012,0.0
18,БДДР,Панчарево,6.465,1.5,5.448,84.28,3.948,79.52,3.814,3.106
19,БДДР,Ястребино,62.3,3.9,21.759,34.93,17.859,30.58,0.116,0.116
20,БДДР,Кула,20.25,0.7,8.93,44.1,8.23,42.1,0.0,0.046
21,БДДР,Рабиша,43.2,2.4,11.837,27.4,9.437,23.13,0.0,0.012
22,БДДР,Огоста,506.0,67.0,186.13,36.78,119.13,27.14,1.505,4.803
23,БДДР,Сопот,60.908,1.3,32.0,52.54,30.7,51.5,1.424,0.613
24,БДДР,Горни Дъбник,130.0,3.0,32.431,24.95,29.431,23.17,0.347,1.285
25,БДДР,Бели Лом,25.5,3.2,7.689,30.15,4.489,20.13,0.081,0.081
26,БДЧР,Съединение,12.81,1.5,7.109,55.5,5.609,49.59,0.069,0.069
27,БДЧР,Георги Трайков (Цонево),330.0,21.0,107.907,32.7,86.907,28.13,0.0,1.308
28,БДИБР,Жребчево,400.0,30.0,102.384,25.6,72.384,19.56,0.913,3.136
29,БДИБР,Малко Шарково,45.0,3.9,20.779,46.18,16.879,41.07,0.104,0.104
30,БДИБР,Домлян,26.074,0.7,1.776,6.81,1.076,4.24,0.0,0.013
31,БДИБР,Пясъчник,206.53,3.4,13.307,6.44,9.907,4.88,0.0,0.06
32,БДИБР,Тополница,137.108,20.0,22.662,16.53,2.662,2.27,0.59,0.382
33,БДИБР,Тракиец,114.0,24.0,52.609,46.15,28.609,31.79,0.012,0.984
34,БДЗБР,Пчелина,54.2,34.2,53.9,99.45,19.7,98.5,3.438,3.438
35,БДДР,Александър Стамболийски,205.569,20.0,113.363,55.15,93.363,50.31,2.43,1.565
36,БДДР,Кокаляне,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,12.996,9.14,7.586,5.54,1.531,1.056
,БДИБР,Белмекен-Чаира,149.536,5.179,73.494,49.15,68.315,47.32,1.002,0.116
38,БДИБР,Белмекен,144.036,3.81,70.452,48.91,66.642,47.52,,
39,БДИБР,Чаира,5.5,1.369,3.042,55.3,1.673,40.49,,
,БДИБР,Баташки водносилов път,,,,,,,,
,БДИБР,Голям Беглик-Широка поляна,86.091,7.242,27.542,31.99,20.3,25.74,0.535,1.262
40,БДИБР,Голям Беглик,62.111,3.942,23.882,38.45,19.94,34.28,,
41,БДИБР,Широка поляна,23.98,3.3,3.66,15.26,0.36,1.74,,
42,БДИБР,Беглика,1.554,0.242,0.685,44.08,0.443,33.77,0.082,0.006
43,БДИБР,Тошков Чарк,1.782,0.276,0.85,47.72,0.574,38.14,0.202,0.161
44,БДИБР,Батак,310.298,19.95,162.348,52.32,142.398,49.04,2.243,5.156
,БДИБР,Каскада Доспат-Въча,,,,,,,,
45,БДЗБР,Доспат,449.249,14.907,370.449,82.46,355.542,81.86,0.997,8.107
46,БДИБР,Цанков камък,110.708,31.2,84.906,76.69,53.706,67.55,8.133,14.223
47,БДИБР,Въча,226.12,24.52,130.749,57.82,106.229,52.69,25.158,20.661
48,БДИБР,Кричим,20.256,1.73,19.269,95.13,17.539,94.67,20.91,19.31
,БДИБР,Каскада Арда,,,,,,,,
49,БДИБР,Кърджали,497.236,107.176,324.99,65.36,217.814,55.84,2.661,11.199
50,БДИБР,Студен кладенец,387.772,90.667,208.896,53.87,118.229,39.79,15.855,11.836
51,БДИБР,Ивайловград,156.702,59.526,92.247,58.87,32.721,33.67,10.206,17.538
52,БДИБР,Розов кладенец,20.4,13.268,18.924,92.76,5.656,79.3,,
