number,water_body_directorate,dam_name,total_volume,dead_volume,available_volume,available_volume_percent,available_useful_volume,available_useful_volume_percent,water_intake,water_drain
1,БДДР,Искър,655.252,87.2,580.643,88.61,493.443,86.87,27.077,20.584
2,БДДР,Бели Искър,15.08,1.4,10.964,72.7,9.564,69.91,5.556,1.526
3,БДДР,Среченска бара,15.5,1.0,15.28,98.58,14.28,98.48,0.544,0.544
4,БДДР,Христо Смирненски,27.7,4.2,25.472,91.96,21.272,90.52,1.665,1.372
5,БДДР,Йовковци,92.179,9.0,83.951,91.07,74.951,90.11,0.161,0.783
6,БДЧР,Тича,311.8,40.0,225.374,72.28,185.374,68.2,0.103,2.95
7,БДЧР,Камчия,233.55,76.0,207.815,88.98,131.815,83.67,1.47,2.893
8,БДЧР,Ясна поляна,32.32,7.55,20.791,64.33,13.241,53.46,0.093,0.359
9,БДИБР,Асеновец,28.2,2.0,17.667,62.65,15.667,59.8,0.683,0.451
10,БДИБР,Боровица,27.3,4.6,27.24,99.78,22.64,99.74,0.159,0.39
11,БДЗБР,Студена,25.2,2.4,24.159,95.87,21.759,95.43,2.003,1.621
12,БДЗБР,Дяково,35.4,8.0,32.825,92.73,24.825,90.6,1.428,0.126
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.848,82.76,0.748,80.9,,
14,БДЗБР,Карагьол  - за рез.водоснабдяване,2.252,0.2,2.165,96.12,1.965,95.75,,
15,БДДР,Огняново  - за рез.водоснабдяване **,31.6,2.5,18.564,58.75,16.064,55.2,0.763,0.335
16,БДЧР,Порой,45.2,2.0,6.189,13.69,4.189,9.7,0.069,0.0
17,БДЧР,Ахелой,12.35,0.8,3.445,27.89,2.645,22.9,0.012,0.024
18,БДДР,Панчарево,6.465,1.5,5.259,81.35,3.759,75.71,25.594,26.839
19,БДДР,Ястребино,62.3,3.9,39.497,63.4,35.597,60.95,0.15,0.15
20,БДДР,Кула,20.25,0.7,7.519,37.13,6.819,34.88,0.162,0.046
21,БДДР,Рабиша,43.2,2.4,12.449,28.82,10.049,24.63,0.0,0.012
22,БДДР,Огоста,506.0,67.0,353.6,69.88,286.6,65.28,57.072,70.66
23,БДДР,Сопот,60.908,1.3,52.08,85.51,50.78,85.19,1.852,0.463
24,БДДР,Горни Дъбник,130.0,3.0,59.66,45.89,56.66,44.61,0.775,2.222
25,БДДР,Бели Лом,25.5,3.2,9.371,36.75,6.171,27.67,0.023,0.463
26,БДЧР,Съединение,12.81,1.5,8.778,68.52,7.278,64.35,0.058,0.104
27,БДЧР,Георги Трайков (Цонево),330.0,21.0,158.986,48.18,137.986,44.66,0.027,1.531
28,БДИБР,Жребчево,400.0,30.0,269.705,67.43,239.705,64.79,8.279,8.279
29,БДИБР,Малко Шарково,45.0,3.9,34.548,76.77,30.648,74.57,0.174,0.174
30,БДИБР,Домлян,26.074,0.7,24.472,93.85,23.772,93.68,0.086,0.086
31,БДИБР,Пясъчник,206.53,3.4,52.652,25.49,49.252,24.25,2.782,0.282
32,БДИБР,Тополница,137.108,20.0,104.305,76.08,84.305,71.99,16.551,5.926
33,БДИБР,Тракиец,114.0,24.0,73.885,64.81,49.885,55.43,0.058,0.579
34,БДЗБР,Пчелина,54.2,34.2,54.45,100.46,20.25,101.25,21.343,19.606
35,БДДР,Александър Стамболийски,205.569,20.0,190.807,92.82,170.807,92.04,34.826,25.117
36,БДДР,Кокаляне,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,119.819,84.25,114.409,83.63,10.576,4.095
,БДИБР,Белмекен-Чаира,149.536,5.179,142.5,95.29,137.321,95.13,21.712,20.827
38,БДИБР,Белмекен,144.036,3.81,138.533,96.18,134.723,96.08,,
39,БДИБР,Чаира,5.5,1.369,3.967,72.13,2.598,62.9,,
,БДИБР,Баташки водносилов път,,,,,,,,
,БДИБР,Голям Беглик-Широка поляна,86.091,7.242,79.618,92.48,72.376,91.79,9.576,4.959
40,БДИБР,Голям Беглик,62.111,3.942,57.093,91.92,53.151,91.37,,
41,БДИБР,Широка поляна,23.98,3.3,22.526,93.94,19.226,92.97,,
42,БДИБР,Беглика,1.554,0.242,0.881,56.71,0.639,48.73,0.761,1.904
43,БДИБР,Тошков Чарк,1.782,0.276,1.466,82.28,1.19,79.03,0.923,0.817
44,БДИБР,Батак,310.298,19.95,194.816,62.78,174.866,60.23,9.794,7.665
,БДИБР,Каскада Доспат-Въча,,,,,,,,
45,БДЗБР,Доспат,449.249,14.907,401.011,89.26,386.104,88.89,16.409,1.675
46,БДИБР,Цанков камък,110.708,31.2,86.441,78.08,55.241,69.48,19.298,9.767
47,БДИБР,Въча,226.12,24.52,205.858,91.04,181.338,89.95,12.266,9.575
48,БДИБР,Кричим,20.256,1.73,19.806,97.78,18.076,97.57,9.535,8.733
,БДИБР,Каскада Арда,,,,,,,,
49,БДИБР,Кърджали,497.236,107.176,372.906,75.0,265.73,68.13,17.112,1.342
50,БДИБР,Студен кладенец,387.772,90.667,360.671,93.01,270.004,90.88,12.076,2.731
51,БДИБР,Ивайловград,156.702,59.526,149.975,95.71,90.449,93.08,2.189,21.074
52,БДИБР,Розов кладенец,20.4,13.268,19.68,96.47,6.412,89.9,,
