number,water_body_directorate,dam_name,total_volume,dead_volume,available_volume,available_volume_percent,available_useful_volume,available_useful_volume_percent,water_intake,water_drain
1,БДДР,Искър,655.252,87.2,512.618,78.23,425.418,74.89,5.832,8.908
2,БДДР,Бели Искър,15.08,1.4,9.66,64.06,8.26,60.38,0.434,0.53
3,БДДР,Среченска бара,15.5,1.0,14.73,95.03,13.73,94.69,0.822,0.59
4,БДДР,Христо Смирненски,27.7,4.2,20.822,75.17,16.622,70.73,0.347,0.751
5,БДДР,Йовковци,92.179,9.0,76.365,82.84,67.365,80.99,0.111,0.692
6,БДЧР,Тича,311.8,40.0,185.872,59.61,145.872,53.67,0.116,1.497
7,БДЧР,Камчия,233.55,76.0,159.046,68.1,83.046,52.71,2.67,2.554
8,БДЧР,Ясна поляна,32.32,7.55,18.498,57.23,10.948,44.2,0.347,0.301
9,БДИБР,Асеновец,28.2,2.0,11.787,41.8,9.787,37.35,0.069,0.382
10,БДИБР,Боровица,27.3,4.6,24.283,88.95,19.683,86.71,0.162,0.255
11,БДЗБР,Студена,25.2,2.4,19.454,77.2,17.054,74.8,1.283,0.847
12,БДЗБР,Дяково,35.4,8.0,22.73,64.21,14.73,53.76,0.0,0.172
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.299,29.2,0.199,21.54,,
14,БДЗБР,Карагьол  - за рез.водоснабдяване,2.252,0.2,1.101,48.9,0.901,43.92,,
15,БДДР,Огняново  - за рез.водоснабдяване **,31.6,2.5,18.663,59.06,16.163,55.54,0.335,0.335
16,БДЧР,Порой,45.2,2.0,5.228,11.57,3.228,7.47,0.104,0.0
17,БДЧР,Ахелой,12.35,0.8,3.453,27.96,2.653,22.97,0.046,0.0
18,БДДР,Панчарево,6.465,1.5,5.23,80.9,3.73,75.13,8.559,7.976
19,БДДР,Ястребино,62.3,3.9,33.842,54.32,29.942,51.27,0.266,0.081
20,БДДР,Кула,20.25,0.7,9.343,46.14,8.643,44.21,0.035,0.035
21,БДДР,Рабиша,43.2,2.4,12.327,28.53,9.927,24.33,0.0,0.012
22,БДДР,Огоста,506.0,67.0,240.925,47.61,173.925,39.62,5.15,9.201
23,БДДР,Сопот,60.908,1.3,35.239,57.86,33.939,56.94,1.308,0.22
24,БДДР,Горни Дъбник,130.0,3.0,46.782,35.99,43.782,34.47,0.949,0.347
25,БДДР,Бели Лом,25.5,3.2,8.021,31.45,4.821,21.62,0.174,0.069
26,БДЧР,Съединение,12.81,1.5,7.867,61.41,6.367,56.3,0.185,0.081
27,БДЧР,Георги Трайков (Цонево),330.0,21.0,135.569,41.08,114.569,37.08,0.914,0.914
28,БДИБР,Жребчево,400.0,30.0,179.68,44.92,149.68,40.45,1.701,1.701
29,БДИБР,Малко Шарково,45.0,3.9,30.368,67.48,26.468,64.4,0.104,0.104
30,БДИБР,Домлян,26.074,0.7,3.9,14.96,3.2,12.61,0.323,0.004
31,БДИБР,Пясъчник,206.53,3.4,19.74,9.56,16.34,8.04,0.898,0.088
32,БДИБР,Тополница,137.108,20.0,50.669,36.96,30.669,26.19,3.113,0.567
33,БДИБР,Тракиец,114.0,24.0,63.096,55.35,39.096,43.44,0.035,0.116
34,БДЗБР,Пчелина,54.2,34.2,54.1,99.82,19.9,99.5,7.407,7.407
35,БДДР,Александър Стамболийски,205.569,20.0,128.38,62.45,108.38,58.4,1.996,1.069
36,БДДР,Кокаляне,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,41.535,29.21,36.125,26.41,1.462,4.332
,БДИБР,Белмекен-Чаира,149.536,5.179,88.408,59.12,83.229,57.66,1.972,9.353
38,БДИБР,Белмекен,144.036,3.81,84.222,58.47,80.412,57.34,,
39,БДИБР,Чаира,5.5,1.369,4.186,76.11,2.817,68.2,,
,БДИБР,Баташки водносилов път,,,,,,,,
,БДИБР,Голям Беглик-Широка поляна,86.091,7.242,57.533,66.83,50.291,63.78,3.359,7.463
40,БДИБР,Голям Беглик,62.111,3.942,43.793,70.51,39.851,68.51,,
41,БДИБР,Широка поляна,23.98,3.3,13.741,57.3,10.441,50.49,,
42,БДИБР,Беглика,1.554,0.242,0.901,57.99,0.659,50.24,0.258,0.001
43,БДИБР,Тошков Чарк,1.782,0.276,0.508,28.5,0.232,15.4,0.47,0.782
44,БДИБР,Батак,310.298,19.95,176.722,56.95,156.772,53.99,9.251,2.229
,БДИБР,Каскада Доспат-Въча,,,,,,,,
45,БДЗБР,Доспат,449.249,14.907,410.771,91.44,395.864,91.14,1.404,8.771
46,БДИБР,Цанков камък,110.708,31.2,77.818,70.29,46.618,58.63,13.054,13.899
47,БДИБР,Въча,226.12,24.52,141.848,62.73,117.328,58.2,17.075,18.342
48,БДИБР,Кричим,20.256,1.73,19.814,97.82,18.084,97.62,18.305,17.202
,БДИБР,Каскада Арда,,,,,,,,
49,БДИБР,Кърджали,497.236,107.176,286.575,57.63,179.399,45.99,7.489,19.983
50,БДИБР,Студен кладенец,387.772,90.667,248.725,64.14,158.058,53.2,27.451,22.521
51,БДИБР,Ивайловград,156.702,59.526,110.65,70.61,51.124,52.61,29.162,35.814
52,БДИБР,Розов кладенец,20.4,13.268,18.96,92.94,5.692,79.81,,
