number,water_body_directorate,dam_name,total_volume,dead_volume,available_volume,available_volume_percent,available_useful_volume,available_useful_volume_percent,water_intake,water_drain
1,БДДР,Искър,655.252,87.2,504.145,76.94,416.945,73.4,4.538,7.592
2,БДДР,Бели Искър,15.08,1.4,8.599,57.02,7.199,52.63,0.215,0.76
3,БДДР,Среченска бара,15.5,1.0,14.806,95.52,13.806,95.21,0.891,1.447
4,БДДР,Христо Смирненски,27.7,4.2,21.148,76.35,16.948,72.12,0.614,0.749
5,БДДР,Йовковци,92.179,9.0,74.722,81.06,65.722,79.01,0.13,0.702
6,БДЧР,Тича,311.8,40.0,182.241,58.45,142.241,52.33,0.078,1.305
7,БДЧР,Камчия,233.55,76.0,157.418,67.4,81.418,51.68,2.625,2.487
8,БДЧР,Ясна поляна,32.32,7.55,18.647,57.69,11.097,44.8,0.012,0.301
9,БДИБР,Асеновец,28.2,2.0,12.38,43.9,10.38,39.62,0.903,0.359
10,БДИБР,Боровица,27.3,4.6,23.981,87.84,19.381,85.38,0.081,0.255
11,БДЗБР,Студена,25.2,2.4,20.18,80.08,17.78,77.98,1.85,0.764
12,БДЗБР,Дяково,35.4,8.0,21.382,60.4,13.382,48.84,0.0,0.485
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.351,34.26,0.251,27.14,,
14,БДЗБР,Карагьол  - за рез.водоснабдяване,2.252,0.2,0.574,25.5,0.374,18.24,,
15,БДДР,Огняново  - за рез.водоснабдяване **,31.6,2.5,18.782,59.44,16.282,55.95,0.26,0.26
16,БДЧР,Порой,45.2,2.0,5.342,11.82,3.342,7.74,0.104,0.0
17,БДЧР,Ахелой,12.35,0.8,3.56,28.83,2.76,23.9,0.058,0.0
18,БДДР,Панчарево,6.465,1.5,5.137,79.46,3.637,73.25,6.576,7.743
19,БДДР,Ястребино,62.3,3.9,34.695,55.69,30.795,52.73,0.313,0.116
20,БДДР,Кула,20.25,0.7,9.315,46.0,8.615,44.07,0.0,0.035
21,БДДР,Рабиша,43.2,2.4,12.321,28.52,9.921,24.32,0.0,0.0
22,БДДР,Огоста,506.0,67.0,231.765,45.8,164.765,37.53,0.463,6.134
23,БДДР,Сопот,60.908,1.3,37.08,60.88,35.78,60.03,1.181,0.255
24,БДДР,Горни Дъбник,130.0,3.0,47.625,36.63,44.625,35.14,0.382,0.382
25,БДДР,Бели Лом,25.5,3.2,8.233,32.29,5.033,22.57,0.185,0.021
26,БДЧР,Съединение,12.81,1.5,7.982,62.31,6.482,57.31,0.081,0.081
27,БДЧР,Георги Трайков (Цонево),330.0,21.0,134.435,40.74,113.435,36.71,0.023,1.343
28,БДИБР,Жребчево,400.0,30.0,183.82,45.96,153.82,41.57,1.318,2.915
29,БДИБР,Малко Шарково,45.0,3.9,30.368,67.48,26.468,64.4,0.104,0.104
30,БДИБР,Домлян,26.074,0.7,5.022,19.26,4.322,17.03,0.079,0.005
31,БДИБР,Пясъчник,206.53,3.4,20.545,9.95,17.145,8.44,0.495,0.09
32,БДИБР,Тополница,137.108,20.0,58.818,42.9,38.818,33.15,3.507,0.567
33,БДИБР,Тракиец,114.0,24.0,62.843,55.13,38.843,43.16,0.012,0.115
34,БДЗБР,Пчелина,54.2,34.2,54.1,99.82,19.9,99.5,7.407,7.407
35,БДДР,Александър Стамболийски,205.569,20.0,122.839,59.76,102.839,55.42,3.696,0.984
36,БДДР,Кокаляне,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,42.231,29.7,36.821,26.92,2.977,1.821
,БДИБР,Белмекен-Чаира,149.536,5.179,76.575,51.21,71.396,49.46,6.954,11.952
38,БДИБР,Белмекен,144.036,3.81,74.43,51.67,70.62,50.36,,
39,БДИБР,Чаира,5.5,1.369,2.145,39.0,0.776,18.78,,
,БДИБР,Баташки водносилов път,,,,,,,,
,БДИБР,Голям Беглик-Широка поляна,86.091,7.242,49.843,57.9,42.601,54.03,4.649,5.288
40,БДИБР,Голям Беглик,62.111,3.942,40.368,64.99,36.426,62.62,,
41,БДИБР,Широка поляна,23.98,3.3,9.475,39.51,6.175,29.86,,
42,БДИБР,Беглика,1.554,0.242,0.921,59.26,0.679,51.74,0.314,0.0
43,БДИБР,Тошков Чарк,1.782,0.276,0.525,29.49,0.249,16.56,0.563,0.688
44,БДИБР,Батак,310.298,19.95,195.184,62.9,175.234,60.35,7.999,0.548
,БДИБР,Каскада Доспат-Въча,,,,,,,,
45,БДЗБР,Доспат,449.249,14.907,394.222,87.75,379.315,87.33,3.438,8.349
46,БДИБР,Цанков камък,110.708,31.2,83.321,75.26,52.121,65.55,14.913,18.498
47,БДИБР,Въча,226.12,24.52,169.776,75.08,145.256,72.05,31.634,12.19
48,БДИБР,Кричим,20.256,1.73,19.269,95.13,17.539,94.67,13.156,16.661
,БДИБР,Каскада Арда,,,,,,,,
49,БДИБР,Кърджали,497.236,107.176,336.711,67.72,229.535,58.85,9.504,0.715
50,БДИБР,Студен кладенец,387.772,90.667,291.776,75.24,201.109,67.69,4.854,2.047
51,БДИБР,Ивайловград,156.702,59.526,123.91,79.07,64.384,66.26,4.585,0.186
52,БДИБР,Розов кладенец,20.4,13.268,19.176,94.0,5.908,82.84,,
