number,water_body_directorate,dam_name,total_volume,dead_volume,available_volume,available_volume_percent,available_useful_volume,available_useful_volume_percent,water_intake,water_drain
1,БДДР,Искър,655.252,87.2,555.906,84.84,468.706,82.51,2.97,12.534
2,БДДР,Бели Искър,15.08,1.4,10.361,68.7,8.961,65.5,0.124,0.682
3,БДДР,Среченска бара,15.5,1.0,14.509,93.61,13.509,93.17,0.498,0.602
4,БДДР,Христо Смирненски,27.7,4.2,24.235,87.49,20.035,85.26,0.029,0.321
5,БДДР,Йовковци,92.179,9.0,83.951,91.07,74.951,90.11,0.275,0.897
6,БДЧР,Тича,311.8,40.0,210.352,67.46,170.352,62.68,0.086,3.295
7,БДЧР,Камчия,233.55,76.0,187.632,80.34,111.632,70.85,0.085,3.222
8,БДЧР,Ясна поляна,32.32,7.55,16.99,52.57,9.44,38.11,0.012,0.486
9,БДИБР,Асеновец,28.2,2.0,16.373,58.06,14.373,54.86,0.035,0.498
10,БДИБР,Боровица,27.3,4.6,26.17,95.86,21.57,95.02,0.033,0.38
11,БДЗБР,Студена,25.2,2.4,22.15,87.9,19.75,86.62,0.168,0.689
12,БДЗБР,Дяково,35.4,8.0,30.585,86.4,22.585,82.43,0.006,0.958
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.87,84.92,0.77,83.29,,
14,БДЗБР,Карагьол  - за рез.водоснабдяване,2.252,0.2,1.922,85.33,1.722,83.9,,
15,БДДР,Огняново  - за рез.водоснабдяване **,31.6,2.5,20.32,64.3,17.82,61.24,0.338,0.335
16,БДЧР,Порой,45.2,2.0,5.304,11.73,3.304,7.65,0.012,0.0
17,БДЧР,Ахелой,12.35,0.8,3.149,25.5,2.349,20.34,0.012,0.023
18,БДДР,Панчарево,6.465,1.5,5.374,83.12,3.874,78.02,8.936,9.723
19,БДДР,Ястребино,62.3,3.9,36.658,58.84,32.758,56.09,0.278,1.331
20,БДДР,Кула,20.25,0.7,8.757,43.24,8.057,41.21,0.012,0.081
21,БДДР,Рабиша,43.2,2.4,12.573,29.1,10.173,24.93,0.0,0.046
22,БДДР,Огоста,506.0,67.0,300.275,59.34,233.275,53.14,0.116,13.715
23,БДДР,Сопот,60.908,1.3,46.65,76.59,45.35,76.08,0.556,3.449
24,БДДР,Горни Дъбник,130.0,3.0,53.41,41.08,50.41,39.69,1.088,1.759
25,БДДР,Бели Лом,25.5,3.2,8.208,32.19,5.008,22.46,0.197,0.093
26,БДЧР,Съединение,12.81,1.5,8.321,64.96,6.821,60.31,0.046,0.15
27,БДЧР,Георги Трайков (Цонево),330.0,21.0,149.361,45.26,128.361,41.54,0.004,3.013
28,БДИБР,Жребчево,400.0,30.0,205.658,51.41,175.658,47.48,0.494,13.162
29,БДИБР,Малко Шарково,45.0,3.9,31.158,69.24,27.258,66.32,0.058,1.508
30,БДИБР,Домлян,26.074,0.7,9.08,34.82,8.38,33.03,0.0,2.118
31,БДИБР,Пясъчник,206.53,3.4,25.976,12.58,22.576,11.11,0.0,4.861
32,БДИБР,Тополница,137.108,20.0,75.69,55.2,55.69,47.55,2.998,15.926
33,БДИБР,Тракиец,114.0,24.0,68.783,60.34,44.783,49.76,0.006,1.1
34,БДЗБР,Пчелина,54.2,34.2,53.9,99.45,19.7,98.5,3.438,3.438
35,БДДР,Александър Стамболийски,205.569,20.0,164.077,79.82,144.077,77.64,0.587,11.325
36,БДДР,Кокаляне,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,76.755,53.97,71.345,52.15,0.889,10.993
,БДИБР,Белмекен-Чаира,149.536,5.179,128.05,85.63,122.871,85.12,1.12,5.695
38,БДИБР,Белмекен,144.036,3.81,124.192,86.22,120.382,85.85,,
39,БДИБР,Чаира,5.5,1.369,3.858,70.14,2.489,60.24,,
,БДИБР,Баташки водносилов път,,,,,,,,
,БДИБР,Голям Беглик-Широка поляна,86.091,7.242,75.918,88.18,68.676,87.1,1.013,2.336
40,БДИБР,Голям Беглик,62.111,3.942,55.161,88.81,51.219,88.05,,
41,БДИБР,Широка поляна,23.98,3.3,20.757,86.56,17.457,84.41,,
42,БДИБР,Беглика,1.554,0.242,0.857,55.14,0.615,46.86,0.058,0.008
43,БДИБР,Тошков Чарк,1.782,0.276,0.95,53.33,0.674,44.78,0.173,0.319
44,БДИБР,Батак,310.298,19.95,166.494,53.66,146.544,50.47,3.676,12.705
,БДИБР,Каскада Доспат-Въча,,,,,,,,
45,БДЗБР,Доспат,449.249,14.907,405.785,90.33,390.878,89.99,0.278,1.506
46,БДИБР,Цанков камък,110.708,31.2,76.994,69.55,45.794,57.6,2.367,8.246
47,БДИБР,Въча,226.12,24.52,198.529,87.8,174.009,86.31,9.233,10.765
48,БДИБР,Кричим,20.256,1.73,19.347,95.51,17.617,95.09,10.392,9.292
,БДИБР,Каскада Арда,,,,,,,,
49,БДИБР,Кърджали,497.236,107.176,370.864,74.59,263.688,67.6,1.774,19.098
50,БДИБР,Студен кладенец,387.772,90.667,293.234,75.62,202.567,68.18,16.135,18.952
51,БДИБР,Ивайловград,156.702,59.526,139.394,88.95,79.868,82.19,15.241,18.523
52,БДИБР,Розов кладенец,20.4,13.268,18.96,92.94,5.692,79.81,,
