number,water_body_directorate,dam_name,total_volume,dead_volume,available_volume,available_volume_percent,available_useful_volume,available_useful_volume_percent,water_intake,water_drain
1,БДДР,Искър,655.252,87.2,492.199,75.12,404.999,71.3,0.933,3.957
2,БДДР,Бели Искър,15.08,1.4,6.843,45.38,5.443,39.79,0.531,0.764
3,БДДР,Среченска бара,15.5,1.0,10.493,67.7,9.493,65.47,0.417,1.806
4,БДДР,Христо Смирненски,27.7,4.2,23.0,83.03,18.8,80.0,0.042,0.334
5,БДДР,Йовковци,92.179,9.0,62.108,67.38,53.108,63.85,0.218,0.721
6,БДЧР,Тича,311.8,40.0,140.829,45.17,100.829,37.1,0.062,1.029
7,БДЧР,Камчия,233.55,76.0,106.375,45.55,30.375,19.28,0.001,2.142
8,БДЧР,Ясна поляна,32.32,7.55,12.167,37.65,4.617,18.64,0.012,0.324
9,БДИБР,Асеновец,28.2,2.0,11.773,41.75,9.773,37.3,0.023,0.336
10,БДИБР,Боровица,27.3,4.6,24.287,88.96,19.687,86.73,0.019,0.32
11,БДЗБР,Студена,25.2,2.4,16.054,63.71,13.654,59.89,0.147,0.769
12,БДЗБР,Дяково,35.4,8.0,24.615,69.53,16.615,60.64,0.0,0.78
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.504,49.22,0.404,43.72,,
14,БДЗБР,Карагьол  - за рез.водоснабдяване,2.252,0.2,1.096,48.69,0.896,43.68,,
15,БДДР,Огняново  - за рез.водоснабдяване **,31.6,2.5,15.026,47.55,12.526,43.04,0.098,0.399
16,БДЧР,Порой,45.2,2.0,1.797,3.98,0.0,0.0,0.023,0.0
17,БДЧР,Ахелой,12.35,0.8,3.213,26.02,2.413,20.89,0.012,0.0
18,БДДР,Панчарево,6.465,1.5,5.544,85.75,4.044,81.44,0.766,0.924
19,БДДР,Ястребино,62.3,3.9,21.532,34.56,17.632,30.19,0.046,0.127
20,БДДР,Кула,20.25,0.7,8.781,43.36,8.081,41.34,0.0,0.035
21,БДДР,Рабиша,43.2,2.4,11.779,27.27,9.379,22.99,0.0,0.046
22,БДДР,Огоста,506.0,67.0,174.216,34.43,107.216,24.42,0.058,4.167
23,БДДР,Сопот,60.908,1.3,31.825,52.25,30.525,51.21,0.104,0.301
24,БДДР,Горни Дъбник,130.0,3.0,29.244,22.5,26.244,20.66,0.035,0.891
25,БДДР,Бели Лом,25.5,3.2,7.57,29.69,4.37,19.6,0.046,0.046
26,БДЧР,Съединение,12.81,1.5,6.91,53.94,5.41,47.83,0.023,0.058
27,БДЧР,Георги Трайков (Цонево),330.0,21.0,102.125,30.95,81.125,26.25,0.0,1.308
28,БДИБР,Жребчево,400.0,30.0,102.576,25.64,72.576,19.62,1.782,1.782
29,БДИБР,Малко Шарково,45.0,3.9,20.302,45.12,16.402,39.91,0.012,0.104
30,БДИБР,Домлян,26.074,0.7,2.091,8.02,1.391,5.48,0.011,0.011
31,БДИБР,Пясъчник,206.53,3.4,13.096,6.34,9.696,4.77,0.0,0.059
32,БДИБР,Тополница,137.108,20.0,21.123,15.41,1.123,0.96,0.174,0.382
33,БДИБР,Тракиец,114.0,24.0,51.153,44.87,27.153,30.17,0.0,0.208
34,БДЗБР,Пчелина,54.2,34.2,53.85,99.35,19.65,98.25,2.72,2.72
35,БДДР,Александър Стамболийски,205.569,20.0,109.879,53.45,89.879,48.43,1.129,1.129
36,БДДР,Кокаляне,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,14.494,10.19,9.084,6.64,1.056,1.056
,БДИБР,Белмекен-Чаира,149.536,5.179,71.008,47.49,65.829,45.6,0.427,0.359
38,БДИБР,Белмекен,144.036,3.81,67.811,47.08,64.001,45.64,,
39,БДИБР,Чаира,5.5,1.369,3.197,58.13,1.828,44.25,,
,БДИБР,Баташки водносилов път,,,,,,,,
,БДИБР,Голям Беглик-Широка поляна,86.091,7.242,24.827,28.84,17.585,22.3,0.185,0.185
40,БДИБР,Голям Беглик,62.111,3.942,21.302,34.3,17.36,29.84,,
41,БДИБР,Широка поляна,23.98,3.3,3.525,14.7,0.225,1.09,,
42,БДИБР,Беглика,1.554,0.242,0.737,47.44,0.495,37.75,0.006,0.006
43,БДИБР,Тошков Чарк,1.782,0.276,0.985,55.25,0.709,47.05,0.214,0.006
44,БДИБР,Батак,310.298,19.95,163.374,52.65,143.424,49.4,0.844,0.844
,БДИБР,Каскада Доспат-Въча,,,,,,,,
45,БДЗБР,Доспат,449.249,14.907,350.792,78.08,335.885,77.33,1.225,1.225
46,БДИБР,Цанков камък,110.708,31.2,78.525,70.93,47.325,59.52,1.106,1.39
47,БДИБР,Въча,226.12,24.52,136.534,60.38,112.014,55.56,2.556,4.639
48,БДИБР,Кричим,20.256,1.73,19.988,98.67,18.258,98.55,4.468,5.069
,БДИБР,Каскада Арда,,,,,,,,
49,БДИБР,Кърджали,497.236,107.176,300.949,60.52,193.773,49.68,1.041,1.041
50,БДИБР,Студен кладенец,387.772,90.667,225.524,58.16,134.857,45.39,2.067,2.067
51,БДИБР,Ивайловград,156.702,59.526,86.737,55.35,27.211,28.0,2.217,0.309
52,БДИБР,Розов кладенец,20.4,13.268,18.312,89.76,5.044,70.72,,
