number,water_body_directorate,dam_name,total_volume,dead_volume,available_volume,available_volume_percent,available_useful_volume,available_useful_volume_percent,water_intake,water_drain
1,БДДР,Искър,655.252,87.2,504.541,77.0,417.341,73.47,8.553,8.553
2,БДДР,Бели Искър,15.08,1.4,7.828,51.91,6.428,46.99,1.567,1.089
3,БДДР,Среченска бара,15.5,1.0,15.037,97.01,14.037,96.81,0.394,0.498
4,БДДР,Христо Смирненски,27.7,4.2,23.013,83.08,18.813,80.06,0.327,0.327
5,БДДР,Йовковци,92.179,9.0,73.64,79.89,64.64,77.71,0.139,0.705
6,БДЧР,Тича,311.8,40.0,178.995,57.41,138.995,51.14,0.229,0.996
7,БДЧР,Камчия,233.55,76.0,154.086,65.98,78.086,49.56,0.762,2.347
8,БДЧР,Ясна поляна,32.32,7.55,18.409,56.96,10.859,43.84,0.127,0.266
9,БДИБР,Асеновец,28.2,2.0,12.8,45.39,10.8,41.22,0.544,0.231
10,БДИБР,Боровица,27.3,4.6,25.033,91.7,20.433,90.01,0.273,0.319
11,БДЗБР,Студена,25.2,2.4,23.577,93.56,21.177,92.88,2.157,1.791
12,БДЗБР,Дяково,35.4,8.0,21.522,60.8,13.522,49.35,0.45,0.126
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.388,37.88,0.288,31.16,,
14,БДЗБР,Карагьол  - за рез.водоснабдяване,2.252,0.2,0.285,12.67,0.085,4.16,,
15,БДДР,Огняново  - за рез.водоснабдяване **,31.6,2.5,18.903,59.82,16.403,56.37,0.623,0.82
16,БДЧР,Порой,45.2,2.0,5.406,11.96,3.406,7.88,0.162,0.0
17,БДЧР,Ахелой,12.35,0.8,3.651,29.56,2.851,24.68,0.069,0.0
18,БДДР,Панчарево,6.465,1.5,5.288,81.79,3.788,76.29,10.451,9.951
19,БДДР,Ястребино,62.3,3.9,35.419,56.85,31.519,53.97,0.556,0.139
20,БДДР,Кула,20.25,0.7,9.448,46.66,8.748,44.75,0.046,0.046
21,БДДР,Рабиша,43.2,2.4,12.294,28.46,9.894,24.25,0.0,0.012
22,БДДР,Огоста,506.0,67.0,227.14,44.89,160.14,36.48,11.69,5.671
23,БДДР,Сопот,60.908,1.3,43.174,70.88,41.874,70.25,1.574,0.336
24,БДДР,Горни Дъбник,130.0,3.0,48.837,37.57,45.837,36.09,1.215,0.602
25,БДДР,Бели Лом,25.5,3.2,8.668,33.99,5.468,24.52,0.301,0.081
26,БДЧР,Съединение,12.81,1.5,8.071,63.01,6.571,58.1,0.093,0.093
27,БДЧР,Георги Трайков (Цонево),330.0,21.0,132.395,40.12,111.395,36.05,0.15,1.458
28,БДИБР,Жребчево,400.0,30.0,188.236,47.06,158.236,42.77,4.912,1.718
29,БДИБР,Малко Шарково,45.0,3.9,30.368,67.48,26.468,64.4,0.104,0.104
30,БДИБР,Домлян,26.074,0.7,7.128,27.34,6.428,25.33,0.949,0.006
31,БДИБР,Пясъчник,206.53,3.4,22.178,10.74,18.778,9.24,0.536,0.096
32,БДИБР,Тополница,137.108,20.0,72.526,52.9,52.526,44.85,7.882,0.567
33,БДИБР,Тракиец,114.0,24.0,62.461,54.79,38.461,42.73,0.012,0.15
34,БДЗБР,Пчелина,54.2,34.2,54.15,99.91,19.95,99.75,8.113,8.692
35,БДДР,Александър Стамболийски,205.569,20.0,137.768,67.02,117.768,63.46,7.674,0.941
36,БДДР,Кокаляне,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,52.705,37.06,47.295,34.57,4.306,1.0
,БДИБР,Белмекен-Чаира,149.536,5.179,63.577,42.52,58.398,40.45,7.825,5.993
38,БДИБР,Белмекен,144.036,3.81,62.98,43.72,59.17,42.2,,
39,БДИБР,Чаира,5.5,1.369,0.598,10.87,0.0,0.0,,
,БДИБР,Баташки водносилов път,,,,,,,,
,БДИБР,Голям Беглик-Широка поляна,86.091,7.242,47.478,55.15,40.236,51.03,5.498,4.58
40,БДИБР,Голям Беглик,62.111,3.942,39.337,63.33,35.395,60.85,,
41,БДИБР,Широка поляна,23.98,3.3,8.141,33.95,4.841,23.41,,
42,БДИБР,Беглика,1.554,0.242,0.837,53.88,0.595,45.37,0.28,0.557
43,БДИБР,Тошков Чарк,1.782,0.276,0.653,36.62,0.377,25.01,0.628,0.752
44,БДИБР,Батак,310.298,19.95,220.683,71.12,200.733,69.14,7.142,0.661
,БДИБР,Каскада Доспат-Въча,,,,,,,,
45,БДЗБР,Доспат,449.249,14.907,386.159,85.96,371.252,85.47,6.004,3.548
46,БДИБР,Цанков камък,110.708,31.2,88.411,79.86,57.211,71.96,13.245,14.193
47,БДИБР,Въча,226.12,24.52,199.682,88.31,175.162,86.89,22.481,26.776
48,БДИБР,Кричим,20.256,1.73,19.936,98.42,18.206,98.27,30.278,25.968
,БДИБР,Каскада Арда,,,,,,,,
49,БДИБР,Кърджали,497.236,107.176,383.375,77.1,276.199,70.81,16.404,16.404
50,БДИБР,Студен кладенец,387.772,90.667,325.722,84.0,235.055,79.12,33.667,24.772
51,БДИБР,Ивайловград,156.702,59.526,131.514,83.93,71.988,74.08,27.4,27.4
52,БДИБР,Розов кладенец,20.4,13.268,19.104,93.65,5.836,81.83,,
