number,water_body_directorate,dam_name,total_volume,dead_volume,available_volume,available_volume_percent,available_useful_volume,available_useful_volume_percent,water_intake,water_drain
1,БДДР,Искър,655.252,87.2,532.583,81.28,445.383,78.41,1.404,4.532
2,БДДР,Бели Искър,15.08,1.4,9.58,63.53,8.18,59.79,0.525,1.084
3,БДДР,Среченска бара,15.5,1.0,14.931,96.33,13.931,96.08,0.081,0.637
4,БДДР,Христо Смирненски,27.7,4.2,25.447,91.87,21.247,90.41,0.626,0.333
5,БДДР,Йовковци,92.179,9.0,69.168,75.04,60.168,72.34,0.139,0.952
6,БДЧР,Тича,311.8,40.0,161.386,51.76,121.386,44.66,0.1,3.118
7,БДЧР,Камчия,233.55,76.0,139.787,59.85,63.787,40.49,0.009,3.273
8,БДЧР,Ясна поляна,32.32,7.55,17.662,54.65,10.112,40.82,0.012,0.59
9,БДИБР,Асеновец,28.2,2.0,15.06,53.4,13.06,49.85,0.058,0.289
10,БДИБР,Боровица,27.3,4.6,26.43,96.81,21.83,96.17,0.264,0.38
11,БДЗБР,Студена,25.2,2.4,21.626,85.82,19.226,84.32,0.073,0.791
12,БДЗБР,Дяково,35.4,8.0,31.243,88.26,23.243,84.83,0.0,0.952
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.976,95.31,0.876,94.81,,
14,БДЗБР,Карагьол  - за рез.водоснабдяване,2.252,0.2,1.523,67.62,1.323,64.46,,
15,БДДР,Огняново  - за рез.водоснабдяване **,31.6,2.5,18.972,60.04,16.472,56.6,0.175,0.383
16,БДЧР,Порой,45.2,2.0,4.545,10.06,2.545,5.89,0.012,0.023
17,БДЧР,Ахелой,12.35,0.8,3.475,28.14,2.675,23.16,0.012,0.035
18,БДДР,Панчарево,6.465,1.5,5.13,79.34,3.63,73.1,1.919,2.002
19,БДДР,Ястребино,62.3,3.9,27.515,44.17,23.615,40.44,0.139,1.065
20,БДДР,Кула,20.25,0.7,9.298,45.92,8.598,43.98,0.012,0.093
21,БДДР,Рабиша,43.2,2.4,12.067,27.93,9.667,23.69,0.0,0.046
22,БДДР,Огоста,506.0,67.0,222.355,43.94,155.355,35.39,0.058,7.928
23,БДДР,Сопот,60.908,1.3,44.75,73.47,43.45,72.89,0.938,4.41
24,БДДР,Горни Дъбник,130.0,3.0,42.326,32.56,39.326,30.97,0.567,2.245
25,БДДР,Бели Лом,25.5,3.2,8.131,31.89,4.931,22.11,0.104,0.301
26,БДЧР,Съединение,12.81,1.5,7.626,59.53,6.126,54.16,0.035,0.243
27,БДЧР,Георги Трайков (Цонево),330.0,21.0,119.13,36.1,98.13,31.76,0.729,2.049
28,БДИБР,Жребчево,400.0,30.0,149.7,37.43,119.7,32.35,0.915,15.383
29,БДИБР,Малко Шарково,45.0,3.9,25.928,57.62,22.028,53.6,0.104,2.002
30,БДИБР,Домлян,26.074,0.7,10.813,41.47,10.113,39.85,0.0,1.889
31,БДИБР,Пясъчник,206.53,3.4,16.555,8.02,13.155,6.48,0.0,1.094
32,БДИБР,Тополница,137.108,20.0,59.959,43.73,39.959,34.12,0.394,9.942
33,БДИБР,Тракиец,114.0,24.0,59.148,51.88,35.148,39.05,0.012,1.123
34,БДЗБР,Пчелина,54.2,34.2,53.9,99.45,19.7,98.5,3.438,3.438
35,БДДР,Александър Стамболийски,205.569,20.0,143.661,69.88,123.661,66.64,1.115,2.101
36,БДДР,Кокаляне,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,45.443,31.95,40.033,29.26,2.401,12.104
,БДИБР,Белмекен-Чаира,149.536,5.179,101.718,68.02,96.539,66.87,3.249,8.913
38,БДИБР,Белмекен,144.036,3.81,97.891,67.96,94.081,67.09,,
39,БДИБР,Чаира,5.5,1.369,3.827,69.57,2.458,59.49,,
,БДИБР,Баташки водносилов път,,,,,,,,
,БДИБР,Голям Беглик-Широка поляна,86.091,7.242,38.044,44.19,30.802,39.06,3.034,6.427
40,БДИБР,Голям Беглик,62.111,3.942,32.856,52.9,28.914,49.71,,
41,БДИБР,Широка поляна,23.98,3.3,5.188,21.64,1.888,9.13,,
42,БДИБР,Беглика,1.554,0.242,0.752,48.42,0.51,38.91,0.29,0.642
43,БДИБР,Тошков Чарк,1.782,0.276,1.254,70.38,0.978,64.96,0.255,0.415
44,БДИБР,Батак,310.298,19.95,205.323,66.17,185.373,63.85,9.288,16.764
,БДИБР,Каскада Доспат-Въча,,,,,,,,
45,БДЗБР,Доспат,449.249,14.907,402.072,89.5,387.165,89.14,2.538,1.31
46,БДИБР,Цанков камък,110.708,31.2,69.566,62.84,38.366,48.25,3.762,1.424
47,БДИБР,Въча,226.12,24.52,151.474,66.99,126.954,62.97,2.531,6.929
48,БДИБР,Кричим,20.256,1.73,19.088,94.23,17.358,93.69,6.682,15.796
,БДИБР,Каскада Арда,,,,,,,,
49,БДИБР,Кърджали,497.236,107.176,319.257,64.21,212.081,54.37,8.188,1.181
50,БДИБР,Студен кладенец,387.772,90.667,218.384,56.32,127.717,42.99,1.074,3.207
51,БДИБР,Ивайловград,156.702,59.526,148.5,94.77,88.974,91.56,5.981,16.219
52,БДИБР,Розов кладенец,20.4,13.268,18.996,93.12,5.728,80.31,,
