number,water_body_directorate,dam_name,total_volume,dead_volume,available_volume,available_volume_percent,available_useful_volume,available_useful_volume_percent,water_intake,water_drain
1,БДДР,Искър,655.252,87.2,534.882,81.63,447.682,78.81,1.129,4.263
2,БДДР,Бели Искър,15.08,1.4,8.051,53.39,6.651,48.62,0.003,0.721
3,БДДР,Среченска бара,15.5,1.0,13.36,86.19,12.36,85.24,0.984,2.65
4,БДДР,Христо Смирненски,27.7,4.2,23.404,84.49,19.204,81.72,0.042,0.334
5,БДДР,Йовковци,92.179,9.0,81.927,88.88,72.927,87.68,0.273,0.884
6,БДЧР,Тича,311.8,40.0,200.115,64.18,160.115,58.91,0.064,3.131
7,БДЧР,Камчия,233.55,76.0,174.815,74.85,98.815,62.72,0.547,2.92
8,БДЧР,Ясна поляна,32.32,7.55,16.612,51.4,9.062,36.58,0.012,0.301
9,БДИБР,Асеновец,28.2,2.0,14.473,51.32,12.473,47.61,0.058,0.44
10,БДИБР,Боровица,27.3,4.6,25.329,92.78,20.729,91.32,0.079,0.38
11,БДЗБР,Студена,25.2,2.4,19.943,79.14,17.543,76.94,0.079,0.765
12,БДЗБР,Дяково,35.4,8.0,27.425,77.47,19.425,70.9,0.0,0.714
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.721,70.43,0.621,67.23,,
14,БДЗБР,Карагьол  - за рез.водоснабдяване,2.252,0.2,1.634,72.56,1.434,69.88,,
15,БДДР,Огняново  - за рез.водоснабдяване **,31.6,2.5,19.585,61.98,17.085,58.71,0.335,0.335
16,БДЧР,Порой,45.2,2.0,4.967,10.99,2.967,6.87,0.012,0.012
17,БДЧР,Ахелой,12.35,0.8,3.045,24.66,2.245,19.44,0.012,0.023
18,БДДР,Панчарево,6.465,1.5,5.295,81.91,3.795,76.44,1.986,2.894
19,БДДР,Ястребино,62.3,3.9,33.908,54.43,30.008,51.38,0.231,0.799
20,БДДР,Кула,20.25,0.7,8.614,42.54,7.914,40.48,0.035,0.069
21,БДДР,Рабиша,43.2,2.4,12.432,28.78,10.032,24.59,0.0,0.035
22,БДДР,Огоста,506.0,67.0,271.12,53.58,204.12,46.5,0.174,5.208
23,БДДР,Сопот,60.908,1.3,37.4,61.4,36.1,60.56,0.301,3.831
24,БДДР,Горни Дъбник,130.0,3.0,49.912,38.39,46.912,36.94,0.938,1.609
25,БДДР,Бели Лом,25.5,3.2,8.182,32.09,4.982,22.34,0.023,0.081
26,БДЧР,Съединение,12.81,1.5,8.045,62.8,6.545,57.87,0.046,0.093
27,БДЧР,Георги Трайков (Цонево),330.0,21.0,142.598,43.21,121.598,39.35,0.347,3.356
28,БДИБР,Жребчево,400.0,30.0,178.852,44.71,148.852,40.23,0.636,5.428
29,БДИБР,Малко Шарково,45.0,3.9,30.291,67.31,26.391,64.21,0.104,0.104
30,БДИБР,Домлян,26.074,0.7,2.294,8.8,1.594,6.28,0.099,0.583
31,БДИБР,Пясъчник,206.53,3.4,16.319,7.9,12.919,6.36,0.0,0.152
32,БДИБР,Тополница,137.108,20.0,38.398,28.01,18.398,15.71,2.928,10.174
33,БДИБР,Тракиец,114.0,24.0,65.412,57.38,41.412,46.01,0.006,0.972
34,БДЗБР,Пчелина,54.2,34.2,53.85,99.35,19.65,98.25,2.72,2.72
35,БДДР,Александър Стамболийски,205.569,20.0,138.601,67.42,118.601,63.91,0.57,12.188
36,БДДР,Кокаляне,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,49.234,34.62,43.824,32.03,0.717,2.619
,БДИБР,Белмекен-Чаира,149.536,5.179,116.494,77.9,111.315,77.11,1.906,3.694
38,БДИБР,Белмекен,144.036,3.81,113.233,78.61,109.423,78.03,,
39,БДИБР,Чаира,5.5,1.369,3.26,59.28,1.891,45.78,,
,БДИБР,Баташки водносилов път,,,,,,,,
,БДИБР,Голям Беглик-Широка поляна,86.091,7.242,73.207,85.03,65.965,83.66,1.78,0.898
40,БДИБР,Голям Беглик,62.111,3.942,53.917,86.81,49.975,85.91,,
41,БДИБР,Широка поляна,23.98,3.3,19.29,80.44,15.99,77.32,,
42,БДИБР,Беглика,1.554,0.242,0.946,60.85,0.704,53.62,0.262,0.005
43,БДИБР,Тошков Чарк,1.782,0.276,1.086,60.94,0.81,53.78,0.448,0.317
44,БДИБР,Батак,310.298,19.95,144.323,46.51,124.373,42.84,1.572,6.392
,БДИБР,Каскада Доспат-Въча,,,,,,,,
45,БДЗБР,Доспат,449.249,14.907,406.528,90.49,391.621,90.16,0.988,0.988
46,БДИБР,Цанков камък,110.708,31.2,74.561,67.35,43.361,54.54,2.277,1.459
47,БДИБР,Въча,226.12,24.52,181.644,80.33,157.124,77.94,13.379,11.886
48,БДИБР,Кричим,20.256,1.73,18.785,92.74,17.055,92.06,12.535,17.236
,БДИБР,Каскада Арда,,,,,,,,
49,БДИБР,Кърджали,497.236,107.176,355.731,71.54,248.555,63.72,2.923,1.396
50,БДИБР,Студен кладенец,387.772,90.667,221.545,57.13,130.878,44.05,0.86,3.033
51,БДИБР,Ивайловград,156.702,59.526,139.962,89.32,80.436,82.77,4.409,1.122
52,БДИБР,Розов кладенец,20.4,13.268,17.412,85.35,4.144,58.11,,
