number,water_body_directorate,dam_name,total_volume,dead_volume,available_volume,available_volume_percent,available_useful_volume,available_useful_volume_percent,water_intake,water_drain
1,БДДР,Искър,655.252,87.2,510.76,77.95,423.56,74.56,4.777,7.847
2,БДДР,Бели Искър,15.08,1.4,9.64,63.93,8.24,60.23,0.114,0.906
3,БДДР,Среченска бара,15.5,1.0,14.605,94.23,13.605,93.83,0.567,0.567
4,БДДР,Христо Смирненски,27.7,4.2,21.02,75.89,16.82,71.58,0.62,0.755
5,БДДР,Йовковци,92.179,9.0,76.667,83.17,67.667,81.35,0.145,0.728
6,БДЧР,Тича,311.8,40.0,186.322,59.76,146.322,53.83,0.132,1.512
7,БДЧР,Камчия,233.55,76.0,159.565,68.32,83.565,53.04,1.855,2.607
8,БДЧР,Ясна поляна,32.32,7.55,18.453,57.09,10.903,44.02,0.498,0.289
9,БДИБР,Асеновец,28.2,2.0,11.84,41.99,9.84,37.56,0.394,0.394
10,БДИБР,Боровица,27.3,4.6,24.33,89.12,19.73,86.92,0.151,0.255
11,БДЗБР,Студена,25.2,2.4,19.1,75.79,16.7,73.25,0.681,0.819
12,БДЗБР,Дяково,35.4,8.0,22.834,64.5,14.834,54.14,0.0,0.686
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.284,27.7,0.184,19.87,,
14,БДЗБР,Карагьол  - за рез.водоснабдяване,2.252,0.2,1.15,51.05,0.95,46.28,,
15,БДДР,Огняново  - за рез.водоснабдяване **,31.6,2.5,18.629,58.95,16.129,55.43,0.335,0.335
16,БДЧР,Порой,45.2,2.0,5.203,11.51,3.203,7.41,0.104,0.0
17,БДЧР,Ахелой,12.35,0.8,3.432,27.79,2.632,22.79,0.058,0.0
18,БДДР,Панчарево,6.465,1.5,5.166,79.9,3.666,73.83,7.886,9.386
19,БДДР,Ястребино,62.3,3.9,33.728,54.14,29.828,51.08,0.313,0.116
20,БДДР,Кула,20.25,0.7,9.333,46.09,8.633,44.16,0.035,0.035
21,БДДР,Рабиша,43.2,2.4,12.328,28.54,9.928,24.33,0.0,0.0
22,БДДР,Огоста,506.0,67.0,241.1,47.65,174.1,39.66,3.762,7.813
23,БДДР,Сопот,60.908,1.3,34.77,57.09,33.47,56.15,0.764,0.22
24,БДДР,Горни Дъбник,130.0,3.0,46.624,35.86,43.624,34.35,0.949,0.347
25,БДДР,Бели Лом,25.5,3.2,8.012,31.42,4.812,21.58,0.069,0.069
26,БДЧР,Съединение,12.81,1.5,7.858,61.34,6.358,56.22,0.081,0.081
27,БДЧР,Георги Трайков (Цонево),330.0,21.0,135.682,41.12,114.682,37.11,0.961,0.961
28,БДИБР,Жребчево,400.0,30.0,179.404,44.85,149.404,40.38,1.701,1.701
29,БДИБР,Малко Шарково,45.0,3.9,30.368,67.48,26.468,64.4,0.104,0.104
30,БДИБР,Домлян,26.074,0.7,3.697,14.18,2.997,11.81,0.383,0.004
31,БДИБР,Пясъчник,206.53,3.4,19.355,9.37,15.955,7.85,0.491,0.086
32,БДИБР,Тополница,137.108,20.0,49.569,36.15,29.569,25.25,2.789,0.556
33,БДИБР,Тракиец,114.0,24.0,63.138,55.38,39.138,43.49,0.035,0.116
34,БДЗБР,Пчелина,54.2,34.2,54.1,99.82,19.9,99.5,7.407,7.407
35,БДДР,Александър Стамболийски,205.569,20.0,128.38,62.45,108.38,58.4,3.062,12.35
36,БДДР,Кокаляне,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,42.431,29.84,37.021,27.06,2.157,5.06
,БДИБР,Белмекен-Чаира,149.536,5.179,90.239,60.35,85.06,58.92,1.535,5.028
38,БДИБР,Белмекен,144.036,3.81,85.922,59.65,82.112,58.56,,
39,БДИБР,Чаира,5.5,1.369,4.317,78.49,2.948,71.36,,
,БДИБР,Баташки водносилов път,,,,,,,,
,БДИБР,Голям Беглик-Широка поляна,86.091,7.242,59.178,68.74,51.936,65.87,3.277,9.066
40,БДИБР,Голям Беглик,62.111,3.942,44.717,72.0,40.775,70.1,,
41,БДИБР,Широка поляна,23.98,3.3,14.461,60.3,11.161,53.97,,
42,БДИБР,Беглика,1.554,0.242,0.876,56.4,0.634,48.35,0.177,0.001
43,БДИБР,Тошков Чарк,1.782,0.276,0.511,28.65,0.235,15.58,0.532,0.219
44,БДИБР,Батак,310.298,19.95,172.821,55.7,152.871,52.65,10.49,0.458
,БДИБР,Каскада Доспат-Въча,,,,,,,,
45,БДЗБР,Доспат,449.249,14.907,413.318,92.0,398.411,91.73,3.538,8.449
46,БДИБР,Цанков камък,110.708,31.2,79.362,71.69,48.162,60.57,14.795,18.231
47,БДИБР,Въча,226.12,24.52,136.75,60.48,112.23,55.67,19.582,4.999
48,БДИБР,Кричим,20.256,1.73,19.572,96.62,17.842,96.31,4.372,4.673
,БДИБР,Каскада Арда,,,,,,,,
49,БДИБР,Кърджали,497.236,107.176,285.931,57.5,178.755,45.83,9.051,16.506
50,БДИБР,Студен кладенец,387.772,90.667,246.18,63.49,155.513,52.34,19.186,11.876
51,БДИБР,Ивайловград,156.702,59.526,109.054,69.59,49.528,50.97,17.889,13.962
52,БДИБР,Розов кладенец,20.4,13.268,19.032,93.29,5.764,80.82,,
