number,water_body_directorate,dam_name,total_volume,dead_volume,available_volume,available_volume_percent,available_useful_volume,available_useful_volume_percent,water_intake,water_drain
1,БДДР,Искър,655.252,87.2,544.121,83.04,456.921,80.44,38.534,19.604
2,БДДР,Бели Искър,15.08,1.4,10.133,67.2,8.733,63.84,5.357,2.026
3,БДДР,Среченска бара,15.5,1.0,15.171,97.88,14.171,97.73,0.579,0.475
4,БДДР,Христо Смирненски,27.7,4.2,25.396,91.68,21.196,90.2,2.63,1.266
5,БДДР,Йовковци,92.179,9.0,71.607,77.68,62.607,75.27,0.185,0.74
6,БДЧР,Тича,311.8,40.0,175.343,56.24,135.343,49.8,1.922,1.922
7,БДЧР,Камчия,233.55,76.0,155.049,66.39,79.049,50.17,6.118,2.403
8,БДЧР,Ясна поляна,32.32,7.55,20.359,62.99,12.809,51.71,0.741,0.266
9,БДИБР,Асеновец,28.2,2.0,14.733,52.24,12.733,48.6,2.338,0.324
10,БДИБР,Боровица,27.3,4.6,25.521,93.48,20.921,92.16,0.806,0.32
11,БДЗБР,Студена,25.2,2.4,23.66,93.89,21.26,93.25,2.636,5.715
12,БДЗБР,Дяково,35.4,8.0,29.147,82.34,21.147,77.18,3.665,0.048
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.446,43.55,0.346,37.45,,
14,БДЗБР,Карагьол  - за рез.водоснабдяване,2.252,0.2,1.696,75.29,1.496,72.88,,
15,БДДР,Огняново  - за рез.водоснабдяване **,31.6,2.5,18.782,59.44,16.282,55.95,0.497,0.3
16,БДЧР,Порой,45.2,2.0,5.406,11.96,3.406,7.88,0.092,0.0
17,БДЧР,Ахелой,12.35,0.8,3.747,30.34,2.947,25.52,0.023,0.012
18,БДДР,Панчарево,6.465,1.5,5.245,81.13,3.745,75.42,23.017,23.017
19,БДДР,Ястребино,62.3,3.9,34.334,55.11,30.434,52.11,0.22,0.602
20,БДДР,Кула,20.25,0.7,9.469,46.76,8.769,44.85,0.035,0.035
21,БДДР,Рабиша,43.2,2.4,12.241,28.34,9.841,24.12,0.0,0.012
22,БДДР,Огоста,506.0,67.0,233.46,46.14,166.46,37.92,12.095,4.688
23,БДДР,Сопот,60.908,1.3,48.6,79.79,47.3,79.35,5.012,0.44
24,БДДР,Горни Дъбник,130.0,3.0,48.679,37.45,45.679,35.97,0.995,0.995
25,БДДР,Бели Лом,25.5,3.2,8.668,33.99,5.468,24.52,0.359,0.359
26,БДЧР,Съединение,12.81,1.5,8.071,63.01,6.571,58.1,0.093,0.093
27,БДЧР,Георги Трайков (Цонево),330.0,21.0,130.014,39.4,109.014,35.28,1.725,1.725
28,БДИБР,Жребчево,400.0,30.0,195.725,48.93,165.725,44.79,10.567,2.176
29,БДИБР,Малко Шарково,45.0,3.9,30.473,67.72,26.573,64.66,0.104,0.104
30,БДИБР,Домлян,26.074,0.7,13.719,52.62,13.019,51.31,2.554,0.007
31,БДИБР,Пясъчник,206.53,3.4,23.508,11.38,20.108,9.9,0.541,0.101
32,БДИБР,Тополница,137.108,20.0,83.751,61.08,63.751,54.44,7.037,5.648
33,БДИБР,Тракиец,114.0,24.0,63.752,55.92,39.752,44.17,0.926,0.15
34,БДЗБР,Пчелина,54.2,34.2,54.45,100.46,20.25,101.25,20.185,19.606
35,БДДР,Александър Стамболийски,205.569,20.0,151.278,73.59,131.278,70.74,12.694,11.677
36,БДДР,Кокаляне,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,73.9,51.96,68.49,50.06,17.769,3.172
,БДИБР,Белмекен-Чаира,149.536,5.179,106.264,71.06,101.085,70.02,27.928,7.898
38,БДИБР,Белмекен,144.036,3.81,104.632,72.64,100.822,71.9,,
39,БДИБР,Чаира,5.5,1.369,1.632,29.66,0.263,6.36,,
,БДИБР,Баташки водносилов път,,,,,,,,
,БДИБР,Голям Беглик-Широка поляна,86.091,7.242,50.503,58.66,43.261,54.87,9.518,5.358
40,БДИБР,Голям Беглик,62.111,3.942,41.878,67.42,37.936,65.22,,
41,БДИБР,Широка поляна,23.98,3.3,8.625,35.97,5.325,25.75,,
42,БДИБР,Беглика,1.554,0.242,0.958,61.64,0.716,54.57,0.605,0.005
43,БДИБР,Тошков Чарк,1.782,0.276,0.806,45.24,0.53,35.21,0.919,0.878
44,БДИБР,Батак,310.298,19.95,229.176,73.86,209.226,72.06,15.754,10.353
,БДИБР,Каскада Доспат-Въча,,,,,,,,
45,БДЗБР,Доспат,449.249,14.907,395.707,88.08,380.8,87.67,5.527,3.071
46,БДИБР,Цанков камък,110.708,31.2,77.235,69.77,46.035,57.9,14.668,9.919
47,БДИБР,Въча,226.12,24.52,189.212,83.68,164.692,81.69,18.845,12.375
48,БДИБР,Кричим,20.256,1.73,19.425,95.9,17.695,95.51,13.1,13.2
,БДИБР,Каскада Арда,,,,,,,,
49,БДИБР,Кърджали,497.236,107.176,357.185,71.83,250.009,64.09,25.895,28.96
50,БДИБР,Студен кладенец,387.772,90.667,308.273,79.5,217.606,73.24,38.145,46.814
51,БДИБР,Ивайловград,156.702,59.526,127.259,81.21,67.733,69.7,42.592,18.598
52,БДИБР,Розов кладенец,20.4,13.268,18.816,92.24,5.548,77.79,,
