number,water_body_directorate,dam_name,total_volume,dead_volume,available_volume,available_volume_percent,available_useful_volume,available_useful_volume_percent,water_intake,water_drain
1,БДДР,Искър,655.252,87.2,527.997,80.58,440.797,77.6,0.528,6.761
2,БДДР,Бели Искър,15.08,1.4,8.768,58.14,7.368,53.86,0.17,1.166
3,БДДР,Среченска бара,15.5,1.0,14.413,92.99,13.413,92.5,0.093,0.648
4,БДДР,Христо Смирненски,27.7,4.2,25.257,91.18,21.057,89.61,0.169,0.315
5,БДДР,Йовковци,92.179,9.0,68.33,74.13,59.33,71.33,0.139,0.945
6,БДЧР,Тича,311.8,40.0,158.554,50.85,118.554,43.62,0.071,2.814
7,БДЧР,Камчия,233.55,76.0,135.186,57.88,59.186,37.57,0.013,3.311
8,БДЧР,Ясна поляна,32.32,7.55,16.822,52.05,9.272,37.43,0.012,0.556
9,БДИБР,Асеновец,28.2,2.0,14.76,52.34,12.76,48.7,0.035,0.347
10,БДИБР,Боровица,27.3,4.6,26.125,95.7,21.525,94.82,0.091,0.38
11,БДЗБР,Студена,25.2,2.4,20.846,82.72,18.446,80.9,0.062,0.824
12,БДЗБР,Дяково,35.4,8.0,30.404,85.89,22.404,81.77,0.0,0.952
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.973,95.04,0.873,94.5,,
14,БДЗБР,Карагьол  - за рез.водоснабдяване,2.252,0.2,1.178,52.29,0.978,47.64,,
15,БДДР,Огняново  - за рез.водоснабдяване **,31.6,2.5,18.714,59.22,16.214,55.72,0.159,0.553
16,БДЧР,Порой,45.2,2.0,4.105,9.08,2.105,4.87,0.012,0.012
17,БДЧР,Ахелой,12.35,0.8,3.407,27.59,2.607,22.57,0.012,0.012
18,БДДР,Панчарево,6.465,1.5,5.173,80.01,3.673,73.97,1.739,1.156
19,БДДР,Ястребино,62.3,3.9,26.55,42.62,22.65,38.78,0.359,1.424
20,БДДР,Кула,20.25,0.7,9.222,45.54,8.522,43.59,0.0,0.081
21,БДДР,Рабиша,43.2,2.4,12.027,27.84,9.627,23.6,0.0,0.035
22,БДДР,Огоста,506.0,67.0,214.29,42.35,147.29,33.55,0.058,7.581
23,БДДР,Сопот,60.908,1.3,41.72,68.5,40.42,67.81,1.481,4.606
24,БДДР,Горни Дъбник,130.0,3.0,40.684,31.3,37.684,29.67,0.521,3.322
25,БДДР,Бели Лом,25.5,3.2,8.097,31.75,4.897,21.96,0.127,0.324
26,БДЧР,Съединение,12.81,1.5,7.519,58.7,6.019,53.22,0.012,0.22
27,БДЧР,Георги Трайков (Цонево),330.0,21.0,117.09,35.48,96.09,31.1,0.0,2.616
28,БДИБР,Жребчево,400.0,30.0,137.473,34.37,107.473,29.05,3.748,12.338
29,БДИБР,Малко Шарково,45.0,3.9,23.955,53.23,20.055,48.8,0.104,1.956
30,БДИБР,Домлян,26.074,0.7,8.375,32.12,7.675,30.25,0.0,2.759
31,БДИБР,Пясъчник,206.53,3.4,16.177,7.83,12.777,6.29,0.0,0.729
32,БДИБР,Тополница,137.108,20.0,47.78,34.85,27.78,23.72,0.185,10.37
33,БДИБР,Тракиец,114.0,24.0,57.948,50.83,33.948,37.72,0.012,1.192
34,БДЗБР,Пчелина,54.2,34.2,53.75,99.17,19.55,97.75,0.995,1.574
35,БДДР,Александър Стамболийски,205.569,20.0,141.371,68.77,121.371,65.4,0.544,12.292
36,БДДР,Кокаляне,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,35.244,24.78,29.834,21.81,0.835,9.746
,БДИБР,Белмекен-Чаира,149.536,5.179,96.374,64.45,91.195,63.17,1.347,11.365
38,БДИБР,Белмекен,144.036,3.81,92.382,64.14,88.572,63.16,,
39,БДИБР,Чаира,5.5,1.369,3.992,72.59,2.623,63.5,,
,БДИБР,Баташки водносилов път,,,,,,,,
,БДИБР,Голям Беглик-Широка поляна,86.091,7.242,32.969,38.3,25.727,32.63,1.624,3.72
40,БДИБР,Голям Беглик,62.111,3.942,28.633,46.1,24.691,42.45,,
41,БДИБР,Широка поляна,23.98,3.3,4.336,18.08,1.036,5.01,,
42,БДИБР,Беглика,1.554,0.242,0.733,47.16,0.491,37.41,0.059,0.638
43,БДИБР,Тошков Чарк,1.782,0.276,1.019,57.17,0.743,49.32,0.151,0.318
44,БДИБР,Батак,310.298,19.95,196.196,63.23,176.246,60.7,4.819,17.592
,БДИБР,Каскада Доспат-Въча,,,,,,,,
45,БДЗБР,Доспат,449.249,14.907,395.283,87.99,380.376,87.58,0.344,8.939
46,БДИБР,Цанков камък,110.708,31.2,75.152,67.88,43.952,55.28,9.919,1.442
47,БДИБР,Въча,226.12,24.52,146.338,64.72,121.818,60.43,1.859,8.803
48,БДИБР,Кричим,20.256,1.73,19.736,97.43,18.006,97.2,8.52,7.417
,БДИБР,Каскада Арда,,,,,,,,
49,БДИБР,Кърджали,497.236,107.176,320.835,64.52,213.659,54.78,2.513,1.106
50,БДИБР,Студен кладенец,387.772,90.667,216.553,55.85,125.886,42.37,1.253,1.253
51,БДИБР,Ивайловград,156.702,59.526,136.863,87.34,77.337,79.58,0.915,18.763
52,БДИБР,Розов кладенец,20.4,13.268,19.536,95.76,6.268,87.89,,
