number,water_body_directorate,dam_name,total_volume,dead_volume,available_volume,available_volume_percent,available_useful_volume,available_useful_volume_percent,water_intake,water_drain
1,БДДР,Искър,655.252,87.2,503.618,76.86,416.418,73.31,2.11,2.11
2,БДДР,Бели Искър,15.08,1.4,7.06,46.82,5.66,41.38,0.719,0.815
3,БДДР,Среченска бара,15.5,1.0,11.913,76.86,10.913,75.26,0.833,2.072
4,БДДР,Христо Смирненски,27.7,4.2,23.845,86.08,19.645,83.59,0.038,0.329
5,БДДР,Йовковци,92.179,9.0,64.395,69.86,55.395,66.6,0.121,0.637
6,БДЧР,Тича,311.8,40.0,145.676,46.72,105.676,38.88,0.094,2.029
7,БДЧР,Камчия,233.55,76.0,114.826,49.17,38.826,24.64,0.095,2.155
8,БДЧР,Ясна поляна,32.32,7.55,13.59,42.05,6.04,24.38,0.012,0.336
9,БДИБР,Асеновец,28.2,2.0,12.707,45.06,10.707,40.87,0.012,0.625
10,БДИБР,Боровица,27.3,4.6,24.994,91.55,20.394,89.84,0.169,0.319
11,БДЗБР,Студена,25.2,2.4,17.503,69.46,15.103,66.24,1.517,0.808
12,БДЗБР,Дяково,35.4,8.0,26.454,74.73,18.454,67.35,0.274,0.274
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.489,47.73,0.389,42.08,,
14,БДЗБР,Карагьол  - за рез.водоснабдяване,2.252,0.2,1.07,47.5,0.87,42.39,,
15,БДДР,Огняново  - за рез.водоснабдяване **,31.6,2.5,16.294,51.56,13.794,47.4,0.238,0.84
16,БДЧР,Порой,45.2,2.0,2.685,5.94,0.685,1.59,0.22,0.0
17,БДЧР,Ахелой,12.35,0.8,3.238,26.22,2.438,21.11,0.058,0.0
18,БДДР,Панчарево,6.465,1.5,5.428,83.96,3.928,79.11,4.461,2.174
19,БДДР,Ястребино,62.3,3.9,21.724,34.87,17.824,30.52,0.069,0.127
20,БДДР,Кула,20.25,0.7,8.911,44.0,8.211,42.0,0.012,0.046
21,БДДР,Рабиша,43.2,2.4,11.831,27.39,9.431,23.12,0.0,0.012
22,БДДР,Огоста,506.0,67.0,184.375,36.44,117.375,26.74,4.514,4.514
23,БДДР,Сопот,60.908,1.3,32.07,52.65,30.77,51.62,0.833,0.428
24,БДДР,Горни Дъбник,130.0,3.0,31.944,24.57,28.944,22.79,0.0,0.938
25,БДДР,Бели Лом,25.5,3.2,7.672,30.09,4.472,20.05,0.023,0.058
26,БДЧР,Съединение,12.81,1.5,7.079,55.26,5.579,49.33,0.023,0.081
27,БДЧР,Георги Трайков (Цонево),330.0,21.0,107.226,32.49,86.226,27.9,2.731,1.424
28,БДИБР,Жребчево,400.0,30.0,101.616,25.4,71.616,19.36,1.627,2.738
29,БДИБР,Малко Шарково,45.0,3.9,20.39,45.31,16.49,40.12,0.104,0.104
30,БДИБР,Домлян,26.074,0.7,1.936,7.42,1.236,4.87,0.47,0.01
31,БДИБР,Пясъчник,206.53,3.4,13.276,6.43,9.876,4.86,0.0,5.169
32,БДИБР,Тополница,137.108,20.0,22.627,16.5,2.627,2.24,0.382,0.382
33,БДИБР,Тракиец,114.0,24.0,52.166,45.76,28.166,31.3,0.0,0.856
34,БДЗБР,Пчелина,54.2,34.2,54.05,99.72,19.85,99.25,7.396,6.238
35,БДДР,Александър Стамболийски,205.569,20.0,114.262,55.58,94.262,50.8,1.808,0.939
36,БДДР,Кокаляне,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,13.389,9.41,7.979,5.83,1.537,1.056
,БДИБР,Белмекен-Чаира,149.536,5.179,73.848,49.38,68.669,47.57,1.396,0.116
38,БДИБР,Белмекен,144.036,3.81,70.758,49.13,66.948,47.74,,
39,БДИБР,Чаира,5.5,1.369,3.09,56.19,1.721,41.67,,
,БДИБР,Баташки водносилов път,,,,,,,,
,БДИБР,Голям Беглик-Широка поляна,86.091,7.242,27.416,31.85,20.174,25.59,1.044,0.942
40,БДИБР,Голям Беглик,62.111,3.942,23.786,38.3,19.844,34.11,,
41,БДИБР,Широка поляна,23.98,3.3,3.63,15.14,0.33,1.6,,
42,БДИБР,Беглика,1.554,0.242,0.657,42.29,0.415,31.64,0.01,0.559
43,БДИБР,Тошков Чарк,1.782,0.276,0.845,47.43,0.569,37.79,0.271,0.005
44,БДИБР,Батак,310.298,19.95,161.928,52.18,141.978,48.9,1.904,1.904
,БДИБР,Каскада Доспат-Въча,,,,,,,,
45,БДЗБР,Доспат,449.249,14.907,366.763,81.64,351.856,81.01,1.067,8.177
46,БДИБР,Цанков камък,110.708,31.2,83.243,75.19,52.043,65.46,7.462,8.953
47,БДИБР,Въча,226.12,24.52,132.204,58.47,107.684,53.41,16.035,10.694
48,БДИБР,Кричим,20.256,1.73,19.312,95.34,17.582,94.91,10.648,13.954
,БДИБР,Каскада Арда,,,,,,,,
49,БДИБР,Кърджали,497.236,107.176,321.2,64.6,214.024,54.87,0.835,3.653
50,БДИБР,Студен кладенец,387.772,90.667,211.172,54.46,120.505,40.56,10.542,2.396
51,БДИБР,Ивайловград,156.702,59.526,91.888,58.64,32.362,33.3,1.499,0.465
52,БДИБР,Розов кладенец,20.4,13.268,18.996,93.12,5.728,80.31,,
