number,water_body_directorate,dam_name,total_volume,dead_volume,available_volume,available_volume_percent,available_useful_volume,available_useful_volume_percent,water_intake,water_drain
1,БДДР,Искър,655.252,87.2,520.082,79.37,432.882,76.2,0.451,6.643
2,БДДР,Бели Искър,15.08,1.4,7.614,50.49,6.214,45.42,0.394,1.037
3,БДДР,Среченска бара,15.5,1.0,13.64,88.0,12.64,87.17,0.243,0.613
4,БДДР,Христо Смирненски,27.7,4.2,24.854,89.72,20.654,87.89,0.056,0.348
5,БДДР,Йовковци,92.179,9.0,67.222,72.93,58.222,70.0,0.139,0.936
6,БДЧР,Тича,311.8,40.0,154.549,49.57,114.549,42.14,0.083,2.964
7,БДЧР,Камчия,233.55,76.0,129.003,55.24,53.003,33.64,0.008,3.191
8,БДЧР,Ясна поляна,32.32,7.55,15.75,48.73,8.2,33.1,0.012,0.556
9,БДИБР,Асеновец,28.2,2.0,14.32,50.78,12.32,47.02,0.012,0.324
10,БДИБР,Боровица,27.3,4.6,25.697,94.13,21.097,92.94,0.125,0.38
11,БДЗБР,Студена,25.2,2.4,19.815,78.63,17.415,76.38,0.06,0.769
12,БДЗБР,Дяково,35.4,8.0,29.0,81.92,21.0,76.64,0.0,0.851
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.682,66.63,0.582,63.01,,
14,БДЗБР,Карагьол  - за рез.водоснабдяване,2.252,0.2,1.096,48.65,0.896,43.65,,
15,БДДР,Огняново  - за рез.водоснабдяване **,31.6,2.5,18.33,58.01,15.83,54.4,0.142,0.35
16,БДЧР,Порой,45.2,2.0,3.334,7.38,1.334,3.09,0.012,0.012
17,БДЧР,Ахелой,12.35,0.8,3.332,26.98,2.532,21.92,0.012,0.012
18,БДДР,Панчарево,6.465,1.5,5.482,84.8,3.982,80.21,1.795,1.637
19,БДДР,Ястребино,62.3,3.9,24.743,39.72,20.843,35.69,0.104,1.435
20,БДДР,Кула,20.25,0.7,9.122,45.05,8.422,43.08,0.0,0.069
21,БДДР,Рабиша,43.2,2.4,11.97,27.71,9.57,23.46,0.0,0.058
22,БДДР,Огоста,506.0,67.0,203.88,40.29,136.88,31.18,0.694,7.176
23,БДДР,Сопот,60.908,1.3,37.4,61.4,36.1,60.56,1.713,4.838
24,БДДР,Горни Дъбник,130.0,3.0,37.301,28.69,34.301,27.01,0.799,3.368
25,БДДР,Бели Лом,25.5,3.2,7.978,31.29,4.778,21.43,0.081,0.081
26,БДЧР,Съединение,12.81,1.5,7.358,57.44,5.858,51.79,0.012,0.116
27,БДЧР,Георги Трайков (Цонево),330.0,21.0,113.802,34.49,92.802,30.03,0.0,2.627
28,БДИБР,Жребчево,400.0,30.0,123.158,30.79,93.158,25.18,3.438,10.681
29,БДИБР,Малко Шарково,45.0,3.9,21.943,48.76,18.043,43.9,0.104,1.667
30,БДИБР,Домлян,26.074,0.7,5.054,19.38,4.354,17.16,0.0,2.963
31,БДИБР,Пясъчник,206.53,3.4,14.823,7.18,11.423,5.62,0.0,1.823
32,БДИБР,Тополница,137.108,20.0,36.35,26.51,16.35,13.96,0.255,5.035
33,БДИБР,Тракиец,114.0,24.0,56.346,49.43,32.346,35.94,0.0,1.192
34,БДЗБР,Пчелина,54.2,34.2,53.9,99.45,19.7,98.5,4.016,3.438
35,БДДР,Александър Стамболийски,205.569,20.0,129.826,63.15,109.826,59.18,0.9,2.766
36,БДДР,Кокаляне,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,23.647,16.63,18.237,13.33,0.23,8.415
,БДИБР,Белмекен-Чаира,149.536,5.179,85.759,57.35,80.58,55.82,1.14,6.431
38,БДИБР,Белмекен,144.036,3.81,81.638,56.68,77.828,55.5,,
39,БДИБР,Чаира,5.5,1.369,4.121,74.93,2.752,66.62,,
,БДИБР,Баташки водносилов път,,,,,,,,
,БДИБР,Голям Беглик-Широка поляна,86.091,7.242,27.743,32.22,20.501,26.0,2.15,3.566
40,БДИБР,Голям Беглик,62.111,3.942,23.858,38.41,19.916,34.24,,
41,БДИБР,Широка поляна,23.98,3.3,3.885,16.2,0.585,2.83,,
42,БДИБР,Беглика,1.554,0.242,0.772,49.68,0.53,40.4,0.154,0.003
43,БДИБР,Тошков Чарк,1.782,0.276,1.139,63.94,0.863,57.33,0.365,0.159
44,БДИБР,Батак,310.298,19.95,183.689,59.2,163.739,56.39,4.815,13.33
,БДИБР,Каскада Доспат-Въча,,,,,,,,
45,БДЗБР,Доспат,449.249,14.907,390.615,86.95,375.708,86.5,8.028,1.889
46,БДИБР,Цанков камък,110.708,31.2,76.153,68.79,44.953,56.54,3.641,1.427
47,БДИБР,Въча,226.12,24.52,138.453,61.23,113.933,56.51,2.562,6.364
48,БДИБР,Кричим,20.256,1.73,19.728,97.39,17.998,97.15,6.309,8.414
,БДИБР,Каскада Арда,,,,,,,,
49,БДИБР,Кърджали,497.236,107.176,322.053,64.77,214.877,55.09,8.1,1.047
50,БДИБР,Студен кладенец,387.772,90.667,214.198,55.24,123.531,41.58,0.755,2.837
51,БДИБР,Ивайловград,156.702,59.526,115.678,73.82,56.152,57.78,3.955,17.813
52,БДИБР,Розов кладенец,20.4,13.268,19.248,94.35,5.98,83.85,,
