number,water_body_directorate,dam_name,total_volume,dead_volume,available_volume,available_volume_percent,available_useful_volume,available_useful_volume_percent,water_intake,water_drain
1,БДДР,Искър,655.252,87.2,490.763,74.9,403.563,71.04,6.952,3.932
2,БДДР,Бели Искър,15.08,1.4,7.319,48.53,5.919,43.27,0.679,0.639
3,БДДР,Среченска бара,15.5,1.0,10.54,68.0,9.54,65.79,3.981,1.435
4,БДДР,Христо Смирненски,27.7,4.2,25.131,90.73,20.931,89.07,1.259,1.113
5,БДДР,Йовковци,92.179,9.0,59.161,64.18,50.161,60.3,0.136,0.622
6,БДЧР,Тича,311.8,40.0,149.021,47.79,109.021,40.11,5.141,1.27
7,БДЧР,Камчия,233.55,76.0,124.688,53.39,48.688,30.9,8.223,2.321
8,БДЧР,Ясна поляна,32.32,7.55,13.974,43.24,6.424,25.93,0.752,0.324
9,БДИБР,Асеновец,28.2,2.0,13.8,48.94,11.8,45.04,1.343,0.417
10,БДИБР,Боровица,27.3,4.6,27.24,99.78,22.64,99.74,0.14,0.256
11,БДЗБР,Студена,25.2,2.4,15.947,63.28,13.547,59.42,1.067,0.792
12,БДЗБР,Дяково,35.4,8.0,22.715,64.17,14.715,53.7,0.015,0.186
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.246,24.04,0.146,15.82,,
14,БДЗБР,Карагьол  - за рез.водоснабдяване,2.252,0.2,1.048,46.52,0.848,41.31,,
15,БДДР,Огняново  - за рез.водоснабдяване **,31.6,2.5,14.805,46.85,12.305,42.29,0.11,0.26
16,БДЧР,Порой,45.2,2.0,2.141,4.74,0.141,0.33,0.174,0.0
17,БДЧР,Ахелой,12.35,0.8,3.577,28.96,2.777,24.04,0.104,0.0
18,БДДР,Панчарево,6.465,1.5,5.455,84.38,3.955,79.66,4.391,4.234
19,БДДР,Ястребино,62.3,3.9,24.656,39.58,20.756,35.54,1.759,0.093
20,БДДР,Кула,20.25,0.7,8.808,43.5,8.108,41.47,0.035,0.035
21,БДДР,Рабиша,43.2,2.4,11.741,27.18,9.341,22.89,0.0,0.0
22,БДДР,Огоста,506.0,67.0,165.252,32.66,98.252,22.38,2.407,3.935
23,БДДР,Сопот,60.908,1.3,35.305,57.96,34.005,57.05,2.072,0.22
24,БДДР,Горни Дъбник,130.0,3.0,26.658,20.51,23.658,18.63,0.093,0.313
25,БДДР,Бели Лом,25.5,3.2,7.825,30.69,4.625,20.74,0.046,0.046
26,БДЧР,Съединение,12.81,1.5,7.145,55.78,5.645,49.91,0.058,0.058
27,БДЧР,Георги Трайков (Цонево),330.0,21.0,110.854,33.59,89.854,29.08,3.808,1.192
28,БДИБР,Жребчево,400.0,30.0,123.992,31.0,93.992,25.4,11.384,1.727
29,БДИБР,Малко Шарково,45.0,3.9,19.844,44.1,15.944,38.79,0.012,0.104
30,БДИБР,Домлян,26.074,0.7,4.254,16.32,3.554,14.01,0.581,0.012
31,БДИБР,Пясъчник,206.53,3.4,15.232,7.38,11.832,5.82,0.799,0.07
32,БДИБР,Тополница,137.108,20.0,24.377,17.78,4.377,3.74,1.968,0.336
33,БДИБР,Тракиец,114.0,24.0,55.41,48.61,31.41,34.9,1.678,0.116
34,БДЗБР,Пчелина,54.2,34.2,54.1,99.82,19.9,99.5,7.407,7.407
35,БДДР,Александър Стамболийски,205.569,20.0,130.31,63.39,110.31,59.44,9.4,1.002
36,БДДР,Кокаляне,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,28.952,20.36,23.542,17.21,5.133,1.033
,БДИБР,Белмекен-Чаира,149.536,5.179,63.446,42.43,58.267,40.36,2.013,2.994
38,БДИБР,Белмекен,144.036,3.81,61.298,42.56,57.488,41.0,,
39,БДИБР,Чаира,5.5,1.369,2.148,39.06,0.779,18.86,,
,БДИБР,Баташки водносилов път,,,,,,,,
,БДИБР,Голям Беглик-Широка поляна,86.091,7.242,28.045,32.58,20.803,26.38,1.4,2.064
40,БДИБР,Голям Беглик,62.111,3.942,24.265,39.07,20.323,34.94,,
41,БДИБР,Широка поляна,23.98,3.3,3.78,15.76,0.48,2.32,,
42,БДИБР,Беглика,1.554,0.242,0.868,55.84,0.626,47.69,0.001,0.001
43,БДИБР,Тошков Чарк,1.782,0.276,1.262,70.83,0.986,65.48,0.276,0.001
44,БДИБР,Батак,310.298,19.95,161.509,52.05,141.559,48.75,3.74,2.769
,БДИБР,Каскада Доспат-Въча,,,,,,,,
45,БДЗБР,Доспат,449.249,14.907,353.454,78.68,338.547,77.94,6.895,5.71
46,БДИБР,Цанков камък,110.708,31.2,83.708,75.61,52.508,66.04,10.388,8.592
47,БДИБР,Въча,226.12,24.52,129.555,57.29,105.035,52.1,16.824,12.773
48,БДИБР,Кричим,20.256,1.73,19.71,97.31,17.98,97.06,13.392,12.289
,БДИБР,Каскада Арда,,,,,,,,
49,БДИБР,Кърджали,497.236,107.176,419.024,84.27,311.848,79.95,21.78,15.018
50,БДИБР,Студен кладенец,387.772,90.667,338.918,87.4,248.251,83.56,35.072,38.096
51,БДИБР,Ивайловград,156.702,59.526,135.474,86.45,75.948,78.16,46.282,57.519
52,БДИБР,Розов кладенец,20.4,13.268,18.384,90.12,5.116,71.73,,
