number,water_body_directorate,dam_name,total_volume,dead_volume,available_volume,available_volume_percent,available_useful_volume,available_useful_volume_percent,water_intake,water_drain
1,БДДР,Искър,655.252,87.2,528.671,80.68,441.471,77.72,1.573,4.691
2,БДДР,Бели Искър,15.08,1.4,7.136,47.32,5.736,41.93,0.232,1.115
3,БДДР,Среченска бара,15.5,1.0,12.8,82.58,11.8,81.38,0.903,2.141
4,БДДР,Христо Смирненски,27.7,4.2,22.95,82.85,18.75,79.79,0.033,0.324
5,БДДР,Йовковци,92.179,9.0,81.19,88.08,72.19,86.79,0.183,0.79
6,БДЧР,Тича,311.8,40.0,196.893,63.15,156.893,57.72,0.067,2.489
7,БДЧР,Камчия,233.55,76.0,170.391,72.96,94.391,59.91,0.017,2.574
8,БДЧР,Ясна поляна,32.32,7.55,16.061,49.69,8.511,34.36,0.012,0.313
9,БДИБР,Асеновец,28.2,2.0,13.94,49.43,11.94,45.57,0.012,0.394
10,БДИБР,Боровица,27.3,4.6,25.02,91.65,20.42,89.96,0.054,0.32
11,БДЗБР,Студена,25.2,2.4,19.124,75.89,16.724,73.35,0.075,0.759
12,БДЗБР,Дяково,35.4,8.0,26.233,74.1,18.233,66.54,0.0,1.137
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.563,54.98,0.463,50.11,,
14,БДЗБР,Карагьол  - за рез.водоснабдяване,2.252,0.2,1.483,65.85,1.283,62.52,,
15,БДДР,Огняново  - за рез.водоснабдяване **,31.6,2.5,19.27,60.98,16.77,57.63,0.306,0.711
16,БДЧР,Порой,45.2,2.0,4.82,10.66,2.82,6.53,0.012,0.0
17,БДЧР,Ахелой,12.35,0.8,3.002,24.31,2.202,19.06,0.012,0.023
18,БДДР,Панчарево,6.465,1.5,5.31,82.13,3.81,76.73,1.841,2.582
19,БДДР,Ястребино,62.3,3.9,33.007,52.98,29.107,49.84,0.093,0.833
20,БДДР,Кула,20.25,0.7,8.561,42.28,7.861,40.21,0.0,0.058
21,БДДР,Рабиша,43.2,2.4,12.398,28.7,9.998,24.5,0.0,0.023
22,БДДР,Огоста,506.0,67.0,261.905,51.76,194.905,44.4,0.116,10.532
23,БДДР,Сопот,60.908,1.3,35.605,58.46,34.305,57.55,0.023,0.382
24,БДДР,Горни Дъбник,130.0,3.0,48.784,37.53,45.784,36.05,0.174,1.389
25,БДДР,Бели Лом,25.5,3.2,8.037,31.52,4.837,21.69,0.035,0.139
26,БДЧР,Съединение,12.81,1.5,7.964,62.17,6.464,57.15,0.081,0.081
27,БДЧР,Георги Трайков (Цонево),330.0,21.0,139.877,42.39,118.877,38.47,0.0,2.627
28,БДИБР,Жребчево,400.0,30.0,174.274,43.57,144.274,38.99,0.694,2.222
29,БДИБР,Малко Шарково,45.0,3.9,30.111,66.91,26.211,63.77,0.104,0.104
30,БДИБР,Домлян,26.074,0.7,1.864,7.15,1.164,4.59,0.051,0.373
31,БДИБР,Пясъчник,206.53,3.4,16.143,7.82,12.743,6.27,0.0,0.136
32,БДИБР,Тополница,137.108,20.0,35.088,25.59,15.088,12.88,1.053,0.556
33,БДИБР,Тракиец,114.0,24.0,64.434,56.52,40.434,44.93,0.006,0.347
34,БДЗБР,Пчелина,54.2,34.2,53.8,99.26,19.6,98.0,2.095,2.095
35,БДДР,Александър Стамболийски,205.569,20.0,136.937,66.61,116.937,63.02,0.282,1.243
36,БДДР,Кокаляне,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,47.824,33.63,42.414,31.0,0.556,1.181
,БДИБР,Белмекен-Чаира,149.536,5.179,114.699,76.7,109.52,75.87,0.212,2.973
38,БДИБР,Белмекен,144.036,3.81,111.297,77.27,107.487,76.65,,
39,БДИБР,Чаира,5.5,1.369,3.403,61.87,2.034,49.23,,
,БДИБР,Баташки водносилов път,,,,,,,,
,БДИБР,Голям Беглик-Широка поляна,86.091,7.242,72.179,83.84,64.937,82.36,0.995,1.876
40,БДИБР,Голям Беглик,62.111,3.942,53.34,85.88,49.398,84.92,,
41,БДИБР,Широка поляна,23.98,3.3,18.839,78.56,15.539,75.14,,
42,БДИБР,Беглика,1.554,0.242,0.913,58.78,0.671,51.18,0.096,0.01
43,БДИБР,Тошков Чарк,1.782,0.276,1.078,60.51,0.802,53.27,0.208,0.321
44,БДИБР,Батак,310.298,19.95,141.991,45.76,122.041,42.03,2.106,4.029
,БДИБР,Каскада Доспат-Въча,,,,,,,,
45,БДЗБР,Доспат,449.249,14.907,406.21,90.42,391.303,90.09,0.984,0.988
46,БДИБР,Цанков камък,110.708,31.2,74.821,67.58,43.621,54.86,1.629,1.908
47,БДИБР,Въча,226.12,24.52,174.774,77.29,150.254,74.53,3.887,6.318
48,БДИБР,Кричим,20.256,1.73,19.2,94.79,17.47,94.3,6.597,8.692
,БДИБР,Каскада Арда,,,,,,,,
49,БДИБР,Кърджали,497.236,107.176,350.089,70.41,242.913,62.28,1.735,10.798
50,БДИБР,Студен кладенец,387.772,90.667,221.733,57.18,131.066,44.11,9.259,2.743
51,БДИБР,Ивайловград,156.702,59.526,139.111,88.77,79.585,81.9,1.409,9.615
52,БДИБР,Розов кладенец,20.4,13.268,16.836,82.53,3.568,50.03,,
