number,water_body_directorate,dam_name,total_volume,dead_volume,available_volume,available_volume_percent,available_useful_volume,available_useful_volume_percent,water_intake,water_drain
1,БДДР,Искър,655.252,87.2,517.411,78.96,430.211,75.73,0.569,6.746
2,БДДР,Бели Искър,15.08,1.4,7.325,48.57,5.925,43.31,0.071,1.055
3,БДДР,Среченска бара,15.5,1.0,13.376,86.3,12.376,85.35,0.116,0.671
4,БДДР,Христо Смирненски,27.7,4.2,24.727,89.27,20.527,87.35,0.047,0.339
5,БДДР,Йовковци,92.179,9.0,66.878,72.55,57.878,69.58,0.136,0.93
6,БДЧР,Тича,311.8,40.0,153.304,49.17,113.304,41.69,0.053,2.934
7,БДЧР,Камчия,233.55,76.0,127.104,54.42,51.104,32.44,0.011,3.193
8,БДЧР,Ясна поляна,32.32,7.55,15.416,47.7,7.866,31.76,0.012,0.567
9,БДИБР,Асеновец,28.2,2.0,14.2,50.35,12.2,46.56,0.012,0.313
10,БДИБР,Боровица,27.3,4.6,25.586,93.72,20.986,92.45,0.183,0.38
11,БДЗБР,Студена,25.2,2.4,19.492,77.35,17.092,74.97,0.061,0.816
12,БДЗБР,Дяково,35.4,8.0,28.559,80.67,20.559,75.03,0.0,1.064
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.651,63.56,0.551,59.62,,
14,БДЗБР,Карагьол  - за рез.водоснабдяване,2.252,0.2,1.096,48.65,0.896,43.65,,
15,БДДР,Огняново  - за рез.водоснабдяване **,31.6,2.5,18.222,57.66,15.722,54.03,0.3,0.3
16,БДЧР,Порой,45.2,2.0,3.231,7.15,1.231,2.85,0.012,0.023
17,БДЧР,Ахелой,12.35,0.8,3.307,26.78,2.507,21.71,0.012,0.012
18,БДДР,Панчарево,6.465,1.5,5.462,84.49,3.962,79.8,1.747,1.905
19,БДДР,Ястребино,62.3,3.9,24.24,38.91,20.34,34.83,0.15,1.308
20,БДДР,Кула,20.25,0.7,9.093,44.9,8.393,42.93,0.012,0.069
21,БДДР,Рабиша,43.2,2.4,11.95,27.66,9.55,23.41,0.0,0.046
22,БДДР,Огоста,506.0,67.0,201.25,39.77,134.25,30.58,0.637,6.424
23,БДДР,Сопот,60.908,1.3,35.9,58.94,34.6,58.05,1.192,4.838
24,БДДР,Горни Дъбник,130.0,3.0,36.327,27.94,33.327,26.24,1.319,3.368
25,БДДР,Бели Лом,25.5,3.2,7.919,31.05,4.719,21.16,0.127,0.417
26,БДЧР,Съединение,12.81,1.5,7.305,57.03,5.805,51.33,0.012,0.22
27,БДЧР,Георги Трайков (Цонево),330.0,21.0,112.668,34.14,91.668,29.67,0.0,2.627
28,БДИБР,Жребчево,400.0,30.0,119.403,29.85,89.403,24.16,0.174,9.832
29,БДИБР,Малко Шарково,45.0,3.9,21.38,47.51,17.48,42.53,0.104,1.412
30,БДИБР,Домлян,26.074,0.7,3.763,14.43,3.063,12.07,0.0,2.992
31,БДИБР,Пясъчник,206.53,3.4,13.894,6.73,10.494,5.17,0.0,2.309
32,БДИБР,Тополница,137.108,20.0,33.131,24.16,13.131,11.21,0.15,9.722
33,БДИБР,Тракиец,114.0,24.0,55.676,48.84,31.676,35.2,0.0,1.62
34,БДЗБР,Пчелина,54.2,34.2,53.85,99.35,19.65,98.25,2.72,2.72
35,БДДР,Александър Стамболийски,205.569,20.0,128.62,62.57,108.62,58.53,0.121,2.907
36,БДДР,Кокаляне,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,20.329,14.29,14.919,10.91,0.591,7.618
,БДИБР,Белмекен-Чаира,149.536,5.179,83.684,55.96,78.505,54.38,1.025,6.69
38,БДИБР,Белмекен,144.036,3.81,79.462,55.17,75.652,53.95,,
39,БДИБР,Чаира,5.5,1.369,4.222,76.77,2.853,69.07,,
,БДИБР,Баташки водносилов път,,,,,,,,
,БДИБР,Голям Беглик-Широка поляна,86.091,7.242,26.834,31.17,19.592,24.85,1.197,4.078
40,БДИБР,Голям Беглик,62.111,3.942,23.009,37.04,19.067,32.78,,
41,БДИБР,Широка поляна,23.98,3.3,3.825,15.95,0.525,2.54,,
42,БДИБР,Беглика,1.554,0.242,0.707,45.48,0.465,35.43,0.032,0.007
43,БДИБР,Тошков Чарк,1.782,0.276,1.076,60.4,0.8,53.15,0.149,0.351
44,БДИБР,Батак,310.298,19.95,180.838,58.28,160.888,55.41,4.436,14.016
,БДИБР,Каскада Доспат-Въча,,,,,,,,
45,БДЗБР,Доспат,449.249,14.907,390.085,86.83,375.178,86.38,0.903,2.131
46,БДИБР,Цанков камък,110.708,31.2,76.849,69.42,45.649,57.41,1.514,1.514
47,БДИБР,Въча,226.12,24.52,134.914,59.66,110.394,54.76,3.496,12.246
48,БДИБР,Кричим,20.256,1.73,19.988,98.67,18.258,98.55,12.055,9.95
,БДИБР,Каскада Арда,,,,,,,,
49,БДИБР,Кърджали,497.236,107.176,323.03,64.97,215.854,55.34,1.559,1.559
50,БДИБР,Студен кладенец,387.772,90.667,213.302,55.01,122.635,41.28,1.282,3.351
51,БДИБР,Ивайловград,156.702,59.526,110.192,70.32,50.666,52.14,2.578,18.538
52,БДИБР,Розов кладенец,20.4,13.268,19.248,94.35,5.98,83.85,,
