number,water_body_directorate,dam_name,total_volume,dead_volume,available_volume,available_volume_percent,available_useful_volume,available_useful_volume_percent,water_intake,water_drain
1,БДДР,Искър,655.252,87.2,489.719,74.74,402.519,70.86,3.972,3.972
2,БДДР,Бели Искър,15.08,1.4,6.961,46.16,5.561,40.65,0.426,0.861
3,БДДР,Среченска бара,15.5,1.0,10.34,66.71,9.34,64.41,0.903,1.829
4,БДДР,Христо Смирненски,27.7,4.2,24.185,87.31,19.985,85.04,0.321,0.758
5,БДДР,Йовковци,92.179,9.0,56.844,61.67,47.844,57.52,0.032,0.74
6,БДЧР,Тича,311.8,40.0,150.359,48.22,110.359,40.6,2.609,1.318
7,БДЧР,Камчия,233.55,76.0,126.087,53.99,50.087,31.79,1.544,2.216
8,БДЧР,Ясна поляна,32.32,7.55,15.629,48.36,8.079,32.62,0.486,0.278
9,БДИБР,Асеновец,28.2,2.0,14.52,51.49,12.52,47.79,0.347,0.347
10,БДИБР,Боровица,27.3,4.6,27.2,99.63,22.6,99.56,0.256,0.256
11,БДЗБР,Студена,25.2,2.4,15.697,62.29,13.297,58.32,0.48,0.786
12,БДЗБР,Дяково,35.4,8.0,21.158,59.77,13.158,48.02,0.0,0.485
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.246,24.04,0.146,15.82,,
14,БДЗБР,Карагьол  - за рез.водоснабдяване,2.252,0.2,0.736,32.67,0.536,26.11,,
15,БДДР,Огняново  - за рез.водоснабдяване **,31.6,2.5,14.09,44.59,11.59,39.83,0.23,0.23
16,БДЧР,Порой,44.24,2.0,2.385,5.39,0.385,0.91,0.278,0.0
17,БДЧР,Ахелой,11.513,0.8,3.664,31.82,2.864,26.73,0.104,0.0
18,БДДР,Панчарево,6.465,1.5,5.401,83.54,3.901,78.57,1.446,1.84
19,БДДР,Ястребино,62.3,3.9,25.865,41.52,21.965,37.61,0.093,0.093
20,БДДР,Кула,20.25,0.7,8.808,43.5,8.108,41.47,0.035,0.035
21,БДДР,Рабиша,43.2,2.4,11.734,27.16,9.334,22.88,0.0,0.0
22,БДДР,Огоста,506.0,67.0,155.524,30.74,88.524,20.16,0.15,4.734
23,БДДР,Сопот,60.908,1.3,37.2,61.08,35.9,60.23,1.169,0.243
24,БДДР,Горни Дъбник,130.0,3.0,26.135,20.1,23.135,18.22,0.336,0.336
25,БДДР,Бели Лом,25.5,3.2,7.893,30.95,4.693,21.04,0.046,0.046
26,БДЧР,Съединение,12.81,1.5,7.18,56.05,5.68,50.22,0.058,0.058
27,БДЧР,Георги Трайков (Цонево),330.0,21.0,110.41,33.46,89.41,28.94,0.637,0.637
28,БДИБР,Жребчево,400.0,30.0,132.031,33.01,102.031,27.58,3.17,1.738
29,БДИБР,Малко Шарково,45.0,3.9,20.066,44.59,16.166,39.33,0.104,0.104
30,БДИБР,Домлян,26.074,0.7,5.176,19.85,4.476,17.64,0.013,0.013
31,БДИБР,Пясъчник,206.53,3.4,15.862,7.68,12.462,6.13,0.473,0.073
32,БДИБР,Тополница,137.108,20.0,29.437,21.47,9.437,8.06,1.551,0.37
33,БДИБР,Тракиец,114.0,24.0,56.2,49.3,32.2,35.78,1.273,0.116
34,БДЗБР,Пчелина,54.2,34.2,54.0,99.63,19.8,99.0,5.185,5.185
35,БДДР,Александър Стамболийски,205.569,20.0,134.626,65.49,114.626,61.77,2.641,12.163
36,БДДР,Кокаляне,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,36.61,25.74,31.2,22.81,2.629,1.033
,БДИБР,Белмекен-Чаира,149.536,5.179,52.27,34.95,47.091,32.62,0.341,4.574
38,БДИБР,Белмекен,144.036,3.81,47.916,33.27,44.106,31.45,,
39,БДИБР,Чаира,5.5,1.369,4.354,79.16,2.985,72.25,,
,БДИБР,Баташки водносилов път,,,,,,,,
,БДИБР,Голям Беглик-Широка поляна,86.091,7.242,26.986,31.35,19.744,25.04,0.685,0.142
40,БДИБР,Голям Беглик,62.111,3.942,23.266,37.46,19.324,33.22,,
41,БДИБР,Широка поляна,23.98,3.3,3.72,15.51,0.42,2.03,,
42,БДИБР,Беглика,1.554,0.242,0.839,54.02,0.597,45.54,0.001,0.001
43,БДИБР,Тошков Чарк,1.782,0.276,1.128,63.27,0.852,56.54,0.252,0.0
44,БДИБР,Батак,310.298,19.95,163.98,52.85,144.03,49.61,1.38,0.377
,БДИБР,Каскада Доспат-Въча,,,,,,,,
45,БДЗБР,Доспат,449.249,14.907,348.642,77.61,333.735,76.84,3.287,4.472
46,БДИБР,Цанков камък,110.708,31.2,74.161,66.99,42.961,54.03,7.045,7.045
47,БДИБР,Въча,226.12,24.52,144.988,64.12,120.468,59.76,8.39,7.111
48,БДИБР,Кричим,20.256,1.73,19.572,96.62,17.842,96.31,7.019,4.614
,БДИБР,Каскада Арда,,,,,,,,
49,БДИБР,Кърджали,497.236,107.176,392.33,78.9,285.154,73.11,8.861,18.65
50,БДИБР,Студен кладенец,387.772,90.667,323.163,83.34,232.496,78.25,34.68,34.68
51,БДИБР,Ивайловград,156.702,59.526,114.846,73.29,55.32,56.93,36.612,39.356
52,БДИБР,Розов кладенец,20.4,13.268,18.276,89.59,5.008,70.22,,
