number,water_body_directorate,dam_name,total_volume,dead_volume,available_volume,available_volume_percent,available_useful_volume,available_useful_volume_percent,water_intake,water_drain
1,БДДР,Искър,655.252,87.2,502.563,76.7,415.363,73.12,6.331,9.381
2,БДДР,Бели Искър,15.08,1.4,8.463,56.12,7.063,51.63,0.223,0.843
3,БДДР,Среченска бара,15.5,1.0,14.826,95.65,13.826,95.35,0.718,0.486
4,БДДР,Христо Смирненски,27.7,4.2,21.055,76.01,16.855,71.72,0.481,0.751
5,БДДР,Йовковци,92.179,9.0,74.524,80.85,65.524,78.78,0.126,0.697
6,БДЧР,Тича,311.8,40.0,181.817,58.31,141.817,52.18,0.183,1.41
7,БДЧР,Камчия,233.55,76.0,156.9,67.18,80.9,51.35,1.741,2.436
8,БДЧР,Ясна поляна,32.32,7.55,18.557,57.42,11.007,44.44,0.116,0.243
9,БДИБР,Асеновец,28.2,2.0,12.42,44.04,10.42,39.77,0.532,0.532
10,БДИБР,Боровица,27.3,4.6,23.925,87.64,19.325,85.13,0.053,0.319
11,БДЗБР,Студена,25.2,2.4,20.533,81.48,18.133,79.53,1.547,0.706
12,БДЗБР,Дяково,35.4,8.0,21.27,60.09,13.27,48.43,0.078,0.078
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.354,34.6,0.254,27.52,,
14,БДЗБР,Карагьол  - за рез.водоснабдяване,2.252,0.2,0.521,23.13,0.321,15.63,,
15,БДДР,Огняново  - за рез.водоснабдяване **,31.6,2.5,18.765,59.38,16.265,55.89,0.26,0.26
16,БДЧР,Порой,45.2,2.0,5.342,11.82,3.342,7.74,0.024,0.0
17,БДЧР,Ахелой,12.35,0.8,3.568,28.89,2.768,23.97,0.046,0.0
18,БДДР,Панчарево,6.465,1.5,5.158,79.79,3.658,73.68,8.521,8.187
19,БДДР,Ястребино,62.3,3.9,34.793,55.85,30.893,52.9,0.486,0.104
20,БДДР,Кула,20.25,0.7,9.311,45.98,8.611,44.05,0.023,0.035
21,БДДР,Рабиша,43.2,2.4,12.319,28.52,9.919,24.31,0.0,0.0
22,БДДР,Огоста,506.0,67.0,229.895,45.43,162.895,37.11,3.588,5.382
23,БДДР,Сопот,60.908,1.3,47.73,78.36,46.43,77.89,1.262,0.336
24,БДДР,Горни Дъбник,130.0,3.0,47.73,36.72,44.73,35.22,0.486,0.486
25,БДДР,Бели Лом,25.5,3.2,8.288,32.5,5.088,22.82,0.289,0.069
26,БДЧР,Съединение,12.81,1.5,7.982,62.31,6.482,57.31,0.081,0.081
27,БДЧР,Георги Трайков (Цонево),330.0,21.0,134.095,40.63,113.095,36.6,0.0,1.308
28,БДИБР,Жребчево,400.0,30.0,182.716,45.68,152.716,41.27,3.118,6.312
29,БДИБР,Малко Шарково,45.0,3.9,30.368,67.48,26.468,64.4,0.104,0.104
30,БДИБР,Домлян,26.074,0.7,5.093,19.53,4.393,17.31,0.376,0.47
31,БДИБР,Пясъчник,206.53,3.4,20.615,9.98,17.215,8.47,0.09,0.09
32,БДИБР,Тополница,137.108,20.0,59.769,43.59,39.769,33.96,3.137,0.567
33,БДИБР,Тракиец,114.0,24.0,62.795,55.08,38.795,43.11,0.012,0.15
34,БДЗБР,Пчелина,54.2,34.2,54.1,99.82,19.9,99.5,7.407,7.407
35,БДДР,Александър Стамболийски,205.569,20.0,123.622,60.14,103.622,55.84,2.779,0.964
36,БДДР,Кокаляне,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,42.381,29.8,36.971,27.02,3.304,0.989
,БДИБР,Белмекен-Чаира,149.536,5.179,74.634,49.91,69.455,48.11,4.191,10.608
38,БДИБР,Белмекен,144.036,3.81,72.968,50.66,69.158,49.32,,
39,БДИБР,Чаира,5.5,1.369,1.666,30.3,0.297,7.2,,
,БДИБР,Баташки водносилов път,,,,,,,,
,БДИБР,Голям Беглик-Широка поляна,86.091,7.242,48.171,55.95,40.929,51.91,5.344,12.543
40,БДИБР,Голям Беглик,62.111,3.942,39.082,62.92,35.14,60.41,,
41,БДИБР,Широка поляна,23.98,3.3,9.089,37.9,5.789,27.99,,
42,БДИБР,Беглика,1.554,0.242,0.909,58.46,0.667,50.8,0.243,0.557
43,БДИБР,Тошков Чарк,1.782,0.276,0.561,31.46,0.285,18.89,0.564,0.815
44,БДИБР,Батак,310.298,19.95,198.864,64.09,178.914,61.62,14.292,0.44
,БДИБР,Каскада Доспат-Въча,,,,,,,,
45,БДЗБР,Доспат,449.249,14.907,392.312,87.33,377.405,86.89,1.006,8.373
46,БДИБР,Цанков камък,110.708,31.2,82.679,74.68,51.479,64.75,14.932,19.68
47,БДИБР,Въча,226.12,24.52,173.094,76.55,148.574,73.7,27.818,16.151
48,БДИБР,Кричим,20.256,1.73,19.373,95.64,17.643,95.23,16.57,16.87
,БДИБР,Каскада Арда,,,,,,,,
49,БДИБР,Кърджали,497.236,107.176,333.809,67.13,226.633,58.1,9.292,19.485
50,БДИБР,Студен кладенец,387.772,90.667,292.991,75.56,202.324,68.1,14.671,20.304
51,БДИБР,Ивайловград,156.702,59.526,122.523,78.19,62.997,64.83,24.059,25.511
52,БДИБР,Розов кладенец,20.4,13.268,19.284,94.53,6.016,84.35,,
