number,water_body_directorate,dam_name,total_volume,dead_volume,available_volume,available_volume_percent,available_useful_volume,available_useful_volume_percent,water_intake,water_drain
1,БДДР,Искър,655.252,87.2,514.48,78.52,427.28,75.22,6.652,3.572
2,БДДР,Бели Искър,15.08,1.4,10.237,67.88,8.837,64.59,0.222,0.718
3,БДДР,Среченска бара,15.5,1.0,14.624,94.35,13.624,93.96,5.556,1.667
4,БДДР,Христо Смирненски,27.7,4.2,21.346,77.06,17.146,72.96,0.224,0.629
5,БДДР,Йовковци,92.179,9.0,77.704,84.3,68.704,82.6,0.356,0.65
6,БДЧР,Тича,311.8,40.0,189.555,60.79,149.555,55.02,0.158,1.691
7,БДЧР,Камчия,233.55,76.0,158.676,67.94,82.676,52.48,2.561,2.411
8,БДЧР,Ясна поляна,32.32,7.55,17.996,55.68,10.446,42.17,1.991,0.255
9,БДИБР,Асеновец,28.2,2.0,11.433,40.54,9.433,36.0,0.197,0.428
10,БДИБР,Боровица,27.3,4.6,23.97,87.8,19.37,85.33,0.475,0.255
11,БДЗБР,Студена,25.2,2.4,18.653,74.02,16.253,71.29,0.819,0.819
12,БДЗБР,Дяково,35.4,8.0,23.813,67.27,15.813,57.71,0.213,0.213
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.227,22.12,0.127,13.69,,
14,БДЗБР,Карагьол  - за рез.водоснабдяване,2.252,0.2,1.428,63.43,1.228,59.86,,
15,БДДР,Огняново  - за рез.водоснабдяване **,31.6,2.5,18.697,59.17,16.197,55.66,0.041,0.435
16,БДЧР,Порой,45.2,2.0,5.028,11.12,3.028,7.01,0.243,0.0
17,БДЧР,Ахелой,12.35,0.8,3.336,27.01,2.536,21.96,0.058,0.0
18,БДДР,Панчарево,6.465,1.5,5.151,79.68,3.651,73.54,3.442,4.109
19,БДДР,Ястребино,62.3,3.9,33.252,53.37,29.352,50.26,0.88,0.116
20,БДДР,Кула,20.25,0.7,9.29,45.88,8.59,43.94,0.035,0.035
21,БДДР,Рабиша,43.2,2.4,12.329,28.54,9.929,24.34,0.0,0.0
22,БДДР,Огоста,506.0,67.0,245.28,48.47,178.28,40.61,7.697,5.845
23,БДДР,Сопот,60.908,1.3,32.88,53.98,31.58,52.98,1.296,0.255
24,БДДР,Горни Дъбник,130.0,3.0,46.361,35.66,43.361,34.14,0.347,0.347
25,БДДР,Бели Лом,25.5,3.2,7.944,31.15,4.744,21.27,0.069,0.069
26,БДЧР,Съединение,12.81,1.5,7.777,60.71,6.277,55.5,0.197,0.093
27,БДЧР,Георги Трайков (Цонево),330.0,21.0,136.023,41.22,115.023,37.22,2.407,1.088
28,БДИБР,Жребчево,400.0,30.0,177.112,44.28,147.112,39.76,6.352,1.769
29,БДИБР,Малко Шарково,45.0,3.9,29.828,66.28,25.928,63.09,0.394,0.104
30,БДИБР,Домлян,26.074,0.7,2.886,11.07,2.186,8.62,0.538,0.0
31,БДИБР,Пясъчник,206.53,3.4,18.305,8.86,14.905,7.34,0.893,0.083
32,БДИБР,Тополница,137.108,20.0,43.331,31.6,23.331,19.92,4.618,0.556
33,БДИБР,Тракиец,114.0,24.0,63.303,55.53,39.303,43.67,0.016,0.016
34,БДЗБР,Пчелина,54.2,34.2,54.2,100.0,20.0,100.0,10.104,10.104
35,БДДР,Александър Стамболийски,205.569,20.0,135.696,66.01,115.696,62.35,7.524,12.303
36,БДДР,Кокаляне,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,46.704,32.84,41.294,30.18,1.949,7.485
,БДИБР,Белмекен-Чаира,149.536,5.179,94.652,63.3,89.473,61.98,2.469,3.078
38,БДИБР,Белмекен,144.036,3.81,90.478,62.82,86.668,61.81,,
39,БДИБР,Чаира,5.5,1.369,4.174,75.89,2.805,67.91,,
,БДИБР,Баташки водносилов път,,,,,,,,
,БДИБР,Голям Беглик-Широка поляна,86.091,7.242,66.689,77.46,59.447,75.39,4.812,5.203
40,БДИБР,Голям Беглик,62.111,3.942,49.772,80.13,45.83,78.79,,
41,БДИБР,Широка поляна,23.98,3.3,16.916,70.54,13.616,65.84,,
42,БДИБР,Беглика,1.554,0.242,0.872,56.12,0.63,48.02,0.219,0.555
43,БДИБР,Тошков Чарк,1.782,0.276,1.232,69.16,0.956,63.51,0.536,1.063
44,БДИБР,Батак,310.298,19.95,153.371,49.43,133.421,45.95,6.279,0.453
,БДИБР,Каскада Доспат-Въча,,,,,,,,
45,БДЗБР,Доспат,449.249,14.907,417.455,92.92,402.548,92.68,2.907,0.451
46,БДИБР,Цанков камък,110.708,31.2,77.066,69.61,45.866,57.69,4.725,1.376
47,БДИБР,Въча,226.12,24.52,131.317,58.07,106.797,52.97,7.448,7.037
48,БДИБР,Кричим,20.256,1.73,19.286,95.21,17.556,94.77,7.489,9.892
,БДИБР,Каскада Арда,,,,,,,,
49,БДИБР,Кърджали,497.236,107.176,276.196,55.55,169.02,43.33,11.102,3.994
50,БДИБР,Студен кладенец,387.772,90.667,229.382,59.15,138.715,46.69,24.614,2.187
51,БДИБР,Ивайловград,156.702,59.526,113.902,72.69,54.376,55.96,15.355,0.455
52,БДИБР,Розов кладенец,20.4,13.268,18.816,92.24,5.548,77.79,,
