number,water_body_directorate,dam_name,total_volume,dead_volume,available_volume,available_volume_percent,available_useful_volume,available_useful_volume_percent,water_intake,water_drain
1,БДДР,Искър,655.252,87.2,534.34,81.55,447.14,78.71,0.874,7.14
2,БДДР,Бели Искър,15.08,1.4,8.002,53.06,6.602,48.26,0.514,1.089
3,БДДР,Среченска бара,15.5,1.0,13.312,85.88,12.312,84.91,0.139,0.694
4,БДДР,Христо Смирненски,27.7,4.2,23.378,84.4,19.178,81.61,0.053,0.345
5,БДДР,Йовковци,92.179,9.0,81.874,88.82,72.874,87.61,0.271,0.882
6,БДЧР,Тича,311.8,40.0,199.864,64.1,159.864,58.82,0.061,2.968
7,БДЧР,Камчия,233.55,76.0,174.499,74.72,98.499,62.52,0.008,2.924
8,БДЧР,Ясна поляна,32.32,7.55,16.584,51.31,9.034,36.47,0.012,0.312
9,БДИБР,Асеновец,28.2,2.0,14.433,51.18,12.433,47.45,0.012,0.475
10,БДИБР,Боровица,27.3,4.6,25.307,92.7,20.707,91.22,0.125,0.38
11,БДЗБР,Студена,25.2,2.4,19.885,78.91,17.485,76.69,0.081,0.752
12,БДЗБР,Дяково,35.4,8.0,27.364,77.3,19.364,70.67,0.0,0.714
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.709,69.22,0.609,65.89,,
14,БДЗБР,Карагьол  - за рез.водоснабдяване,2.252,0.2,1.626,72.2,1.426,69.49,,
15,БДДР,Огняново  - за рез.водоснабдяване **,31.6,2.5,19.55,61.87,17.05,58.59,0.338,0.335
16,БДЧР,Порой,45.2,2.0,4.967,10.99,2.967,6.87,0.138,0.0
17,БДЧР,Ахелой,12.35,0.8,3.045,24.66,2.245,19.44,0.035,0.0
18,БДДР,Панчарево,6.465,1.5,5.346,82.69,3.846,77.45,3.727,3.144
19,БДДР,Ястребино,62.3,3.9,33.875,54.37,29.975,51.33,0.417,0.799
20,БДДР,Кула,20.25,0.7,8.611,42.52,7.911,40.47,0.035,0.069
21,БДДР,Рабиша,43.2,2.4,12.429,28.77,10.029,24.58,0.0,0.035
22,БДДР,Огоста,506.0,67.0,270.475,53.45,203.475,46.35,0.116,7.581
23,БДДР,Сопот,60.908,1.3,37.2,61.08,35.9,60.23,1.134,3.449
24,БДДР,Горни Дъбник,130.0,3.0,49.855,38.35,46.855,36.89,0.949,1.609
25,БДДР,Бели Лом,25.5,3.2,8.177,32.07,4.977,22.32,0.023,0.081
26,БДЧР,Съединение,12.81,1.5,8.041,62.77,6.541,57.83,0.035,0.081
27,БДЧР,Георги Трайков (Цонево),330.0,21.0,142.485,43.18,121.485,39.32,2.106,3.414
28,БДИБР,Жребчево,400.0,30.0,178.438,44.61,148.438,40.12,0.961,5.752
29,БДИБР,Малко Шарково,45.0,3.9,30.291,67.31,26.391,64.21,0.104,0.104
30,БДИБР,Домлян,26.074,0.7,2.257,8.65,1.557,6.13,0.098,0.529
31,БДИБР,Пясъчник,206.53,3.4,16.306,7.9,12.906,6.35,0.0,0.152
32,БДИБР,Тополница,137.108,20.0,37.773,27.55,17.773,15.18,2.523,9.757
33,БДИБР,Тракиец,114.0,24.0,65.328,57.31,41.328,45.92,0.006,0.972
34,БДЗБР,Пчелина,54.2,34.2,53.85,99.35,19.65,98.25,2.72,2.72
35,БДДР,Александър Стамболийски,205.569,20.0,138.434,67.34,118.434,63.82,1.073,3.005
36,БДДР,Кокаляне,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,49.07,34.5,43.66,31.91,0.374,2.272
,БДИБР,Белмекен-Чаира,149.536,5.179,116.423,77.86,111.244,77.06,0.245,1.059
38,БДИБР,Белмекен,144.036,3.81,113.151,78.56,109.341,77.97,,
39,БДИБР,Чаира,5.5,1.369,3.272,59.5,1.903,46.08,,
,БДИБР,Баташки водносилов път,,,,,,,,
,БДИБР,Голям Беглик-Широка поляна,86.091,7.242,73.207,85.03,65.965,83.66,1.368,1.368
40,БДИБР,Голям Беглик,62.111,3.942,53.917,86.81,49.975,85.91,,
41,БДИБР,Широка поляна,23.98,3.3,19.29,80.44,15.99,77.32,,
42,БДИБР,Беглика,1.554,0.242,0.918,59.1,0.676,51.55,0.166,0.48
43,БДИБР,Тошков Чарк,1.782,0.276,1.09,61.16,0.814,54.04,0.363,0.317
44,БДИБР,Батак,310.298,19.95,143.907,46.38,123.957,42.69,1.541,6.361
,БДИБР,Каскада Доспат-Въча,,,,,,,,
45,БДЗБР,Доспат,449.249,14.907,406.528,90.49,391.621,90.16,0.939,0.939
46,БДИБР,Цанков камък,110.708,31.2,74.632,67.41,43.432,54.63,2.249,1.43
47,БДИБР,Въча,226.12,24.52,180.784,79.95,156.264,77.51,1.817,11.771
48,БДИБР,Кричим,20.256,1.73,19.295,95.26,17.565,94.81,11.528,5.627
,БДИБР,Каскада Арда,,,,,,,,
49,БДИБР,Кърджали,497.236,107.176,355.863,71.57,248.687,63.76,3.029,1.501
50,БДИБР,Студен кладенец,387.772,90.667,221.357,57.08,130.69,43.99,0.921,3.092
51,БДИБР,Ивайловград,156.702,59.526,139.82,89.23,80.294,82.63,2.783,4.427
52,БДИБР,Розов кладенец,20.4,13.268,17.376,85.18,4.108,57.6,,
