number,water_body_directorate,dam_name,total_volume,dead_volume,available_volume,available_volume_percent,available_useful_volume,available_useful_volume_percent,water_intake,water_drain
1,БДДР,Искър,655.252,87.2,515.012,78.6,427.812,75.31,9.18,3.018
2,БДДР,Бели Искър,15.08,1.4,10.133,67.2,8.733,63.84,0.542,0.718
3,БДДР,Среченска бара,15.5,1.0,14.701,94.85,13.701,94.49,0.926,3.148
4,БДДР,Христо Смирненски,27.7,4.2,21.501,77.62,17.301,73.62,0.897,0.758
5,БДДР,Йовковци,92.179,9.0,77.374,83.94,68.374,82.2,0.136,0.723
6,БДЧР,Тича,311.8,40.0,188.23,60.37,148.23,54.54,0.159,1.693
7,БДЧР,Камчия,233.55,76.0,158.232,67.75,82.232,52.19,1.604,2.322
8,БДЧР,Ясна поляна,32.32,7.55,18.29,56.59,10.74,43.36,0.336,0.289
9,БДИБР,Асеновец,28.2,2.0,11.6,41.13,9.6,36.64,0.394,0.394
10,БДИБР,Боровица,27.3,4.6,24.171,88.54,19.571,86.22,0.047,0.255
11,БДЗБР,Студена,25.2,2.4,18.687,74.15,16.287,71.43,0.944,0.814
12,БДЗБР,Дяково,35.4,8.0,23.724,67.02,15.724,57.39,0.041,0.213
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.234,22.87,0.134,14.52,,
14,БДЗБР,Карагьол  - за рез.водоснабдяване,2.252,0.2,1.396,62.01,1.196,58.3,,
15,БДДР,Огняново  - за рез.водоснабдяване **,31.6,2.5,18.663,59.06,16.163,55.54,0.335,0.335
16,БДЧР,Порой,45.2,2.0,5.09,11.26,3.09,7.15,0.231,0.0
17,БДЧР,Ахелой,12.35,0.8,3.369,27.28,2.569,22.24,0.058,0.0
18,БДДР,Панчарево,6.465,1.5,5.245,81.13,3.745,75.42,5.308,6.308
19,БДДР,Ястребино,62.3,3.9,33.449,53.69,29.549,50.6,0.127,0.127
20,БДДР,Кула,20.25,0.7,9.312,45.99,8.612,44.05,0.035,0.035
21,БДДР,Рабиша,43.2,2.4,12.329,28.54,9.929,24.34,0.0,0.0
22,БДДР,Огоста,506.0,67.0,246.79,48.77,179.79,40.95,6.887,6.887
23,БДДР,Сопот,60.908,1.3,33.15,54.43,31.85,53.43,0.255,0.255
24,БДДР,Горни Дъбник,130.0,3.0,46.361,35.66,43.361,34.14,0.347,0.347
25,БДДР,Бели Лом,25.5,3.2,7.978,31.29,4.778,21.43,0.081,0.081
26,БДЧР,Съединение,12.81,1.5,7.824,61.08,6.324,55.92,0.104,0.104
27,БДЧР,Георги Трайков (Цонево),330.0,21.0,136.363,41.32,115.363,37.33,1.1,1.1
28,БДИБР,Жребчево,400.0,30.0,177.508,44.38,147.508,39.87,1.779,1.779
29,БДИБР,Малко Шарково,45.0,3.9,30.111,66.91,26.211,63.77,0.394,0.104
30,БДИБР,Домлян,26.074,0.7,3.066,11.76,2.366,9.32,0.166,0.004
31,БДИБР,Пясъчник,206.53,3.4,18.76,9.08,15.36,7.56,0.084,0.084
32,БДИБР,Тополница,137.108,20.0,45.287,33.03,25.287,21.59,2.882,0.567
33,БДИБР,Тракиец,114.0,24.0,63.273,55.5,39.273,43.64,0.058,0.116
34,БДЗБР,Пчелина,54.2,34.2,54.15,99.91,19.95,99.75,8.692,8.692
35,БДДР,Александър Стамболийски,205.569,20.0,137.934,67.1,117.934,63.55,4.878,1.026
36,БДДР,Кокаляне,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,44.769,31.48,39.359,28.77,2.258,1.065
,БДИБР,Белмекен-Чаира,149.536,5.179,93.378,62.45,88.199,61.1,2.138,5.538
38,БДИБР,Белмекен,144.036,3.81,89.084,61.85,85.274,60.81,,
39,БДИБР,Чаира,5.5,1.369,4.294,78.07,2.925,70.8,,
,БДИБР,Баташки водносилов път,,,,,,,,
,БДИБР,Голям Беглик-Широка поляна,86.091,7.242,65.393,75.96,58.151,73.75,3.67,4.874
40,БДИБР,Голям Беглик,62.111,3.942,49.186,79.19,45.244,77.78,,
41,БДИБР,Широка поляна,23.98,3.3,16.207,67.58,12.907,62.41,,
42,БДИБР,Беглика,1.554,0.242,0.87,55.98,0.628,47.86,0.203,0.002
43,БДИБР,Тошков Чарк,1.782,0.276,0.663,37.22,0.387,25.72,0.381,1.001
44,БДИБР,Батак,310.298,19.95,158.992,51.24,139.042,47.89,5.43,0.575
,БДИБР,Каскада Доспат-Въча,,,,,,,,
45,БДЗБР,Доспат,449.249,14.907,417.773,92.99,402.866,92.75,1.661,4.117
46,БДИБР,Цанков камък,110.708,31.2,79.189,71.53,47.989,60.36,6.511,1.386
47,БДИБР,Въча,226.12,24.52,129.52,57.28,105.0,52.08,7.99,14.471
48,БДИБР,Кричим,20.256,1.73,19.433,95.94,17.703,95.56,14.471,12.67
,БДИБР,Каскада Арда,,,,,,,,
49,БДИБР,Кърджали,497.236,107.176,281.063,56.53,173.887,44.58,11.99,1.11
50,БДИБР,Студен кладенец,387.772,90.667,239.542,61.77,148.875,50.11,6.899,2.18
51,БДИБР,Ивайловград,156.702,59.526,118.083,75.36,58.557,60.26,13.306,21.754
52,БДИБР,Розов кладенец,20.4,13.268,19.284,94.53,6.016,84.35,,
