number,water_body_directorate,dam_name,total_volume,dead_volume,available_volume,available_volume_percent,available_useful_volume,available_useful_volume_percent,water_intake,water_drain
1,БДДР,Искър,655.252,87.2,512.087,78.15,424.887,74.8,4.507,12.194
2,БДДР,Бели Искър,15.08,1.4,9.506,63.04,8.106,59.26,0.38,0.785
3,БДДР,Среченска бара,15.5,1.0,14.778,95.34,13.778,95.02,0.66,0.544
4,БДДР,Христо Смирненски,27.7,4.2,20.776,75.0,16.576,70.54,0.615,0.749
5,БДДР,Йовковци,92.179,9.0,75.965,82.41,66.965,80.51,0.117,0.696
6,БДЧР,Тича,311.8,40.0,185.13,59.37,145.13,53.4,0.194,1.421
7,БДЧР,Камчия,233.55,76.0,158.528,67.88,82.528,52.38,2.587,2.495
8,БДЧР,Ясна поляна,32.32,7.55,18.692,57.83,11.142,44.98,0.532,0.324
9,БДИБР,Асеновец,28.2,2.0,11.76,41.7,9.76,37.25,0.498,0.729
10,БДИБР,Боровица,27.3,4.6,24.236,88.78,19.636,86.5,0.105,0.255
11,БДЗБР,Студена,25.2,2.4,19.441,77.15,17.041,74.74,0.63,0.63
12,БДЗБР,Дяково,35.4,8.0,22.389,63.25,14.389,52.51,0.0,0.343
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.313,30.57,0.213,23.05,,
14,БДЗБР,Карагьол  - за рез.водоснабдяване,2.252,0.2,0.956,42.45,0.756,36.84,,
15,БДДР,Огняново  - за рез.водоснабдяване **,31.6,2.5,18.663,59.06,16.163,55.54,0.138,0.335
16,БДЧР,Порой,45.2,2.0,5.266,11.65,3.266,7.56,0.243,0.0
17,БДЧР,Ахелой,12.35,0.8,3.487,28.23,2.687,23.26,0.058,0.0
18,БДДР,Панчарево,6.465,1.5,5.202,80.46,3.702,74.55,12.913,12.579
19,БДДР,Ястребино,62.3,3.9,34.039,54.64,30.139,51.61,0.498,0.116
20,БДДР,Кула,20.25,0.7,9.343,46.14,8.643,44.21,0.035,0.035
21,БДДР,Рабиша,43.2,2.4,12.326,28.53,9.926,24.33,0.0,0.012
22,БДДР,Огоста,506.0,67.0,240.925,47.61,173.925,39.62,4.167,4.167
23,БДДР,Сопот,60.908,1.3,35.668,58.56,34.368,57.66,0.625,0.255
24,БДДР,Горни Дъбник,130.0,3.0,46.993,36.15,43.993,34.64,0.382,0.382
25,БДДР,Бели Лом,25.5,3.2,8.029,31.49,4.829,21.65,0.081,0.081
26,БДЧР,Съединение,12.81,1.5,7.875,61.48,6.375,56.37,0.081,0.081
27,БДЧР,Георги Трайков (Цонево),330.0,21.0,135.455,41.05,114.455,37.04,1.146,1.146
28,БДИБР,Жребчево,400.0,30.0,180.232,45.06,150.232,40.6,2.102,2.102
29,БДИБР,Малко Шарково,45.0,3.9,30.368,67.48,26.468,64.4,0.104,0.104
30,БДИБР,Домлян,26.074,0.7,4.104,15.74,3.404,13.41,0.259,0.005
31,БДИБР,Пясъчник,206.53,3.4,19.915,9.64,16.515,8.13,0.493,0.088
32,БДИБР,Тополница,137.108,20.0,52.64,38.39,32.64,27.87,3.657,0.567
33,БДИБР,Тракиец,114.0,24.0,63.04,55.3,39.04,43.38,0.035,0.116
34,БДЗБР,Пчелина,54.2,34.2,54.05,99.72,19.85,99.25,5.66,6.238
35,БДДР,Александър Стамболийски,205.569,20.0,130.472,63.47,110.472,59.53,3.878,1.074
36,БДДР,Кокаляне,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,41.189,28.96,35.779,26.15,2.136,0.996
,БДИБР,Белмекен-Чаира,149.536,5.179,86.042,57.54,80.863,56.02,2.635,8.08
38,БДИБР,Белмекен,144.036,3.81,82.08,56.99,78.27,55.82,,
39,БДИБР,Чаира,5.5,1.369,3.962,72.04,2.593,62.78,,
,БДИБР,Баташки водносилов път,,,,,,,,
,БДИБР,Голям Беглик-Широка поляна,86.091,7.242,54.86,63.72,47.618,60.39,3.557,7.189
40,БДИБР,Голям Беглик,62.111,3.942,42.41,68.28,38.468,66.13,,
41,БДИБР,Широка поляна,23.98,3.3,12.45,51.92,9.15,44.25,,
42,БДИБР,Беглика,1.554,0.242,0.872,56.12,0.63,48.02,0.047,0.555
43,БДИБР,Тошков Чарк,1.782,0.276,0.55,30.85,0.274,18.18,0.321,0.75
44,БДИБР,Батак,310.298,19.95,181.573,58.52,161.623,55.67,8.55,1.099
,БДИБР,Каскада Доспат-Въча,,,,,,,,
45,БДЗБР,Доспат,449.249,14.907,405.998,90.37,391.091,90.04,2.63,8.769
46,БДИБР,Цанков камък,110.708,31.2,77.988,70.44,46.788,58.85,12.113,12.395
47,БДИБР,Въча,226.12,24.52,147.688,65.31,123.168,61.09,14.541,11.503
48,БДИБР,Кричим,20.256,1.73,19.191,94.74,17.461,94.25,11.421,10.721
,БДИБР,Каскада Арда,,,,,,,,
49,БДИБР,Кърджали,497.236,107.176,288.959,58.11,181.783,46.6,6.627,12.951
50,БДИБР,Студен кладенец,387.772,90.667,249.793,64.42,159.126,53.56,10.904,15.864
51,БДИБР,Ивайловград,156.702,59.526,113.082,72.16,53.556,55.11,13.856,21.995
52,БДИБР,Розов кладенец,20.4,13.268,18.78,92.06,5.512,77.29,,
