number,water_body_directorate,dam_name,total_volume,dead_volume,available_volume,available_volume_percent,available_useful_volume,available_useful_volume_percent,water_intake,water_drain
1,БДДР,Искър,655.252,87.2,507.58,77.46,420.38,74.0,1.405,7.532
2,БДДР,Бели Искър,15.08,1.4,7.072,46.9,5.672,41.46,0.725,0.754
3,БДДР,Среченска бара,15.5,1.0,12.36,79.74,11.36,78.34,0.104,0.648
4,БДДР,Христо Смирненски,27.7,4.2,24.009,86.67,19.809,84.29,0.046,0.338
5,БДДР,Йовковци,92.179,9.0,64.954,70.47,55.954,67.27,0.1,0.878
6,БДЧР,Тича,311.8,40.0,147.638,47.35,107.638,39.6,0.05,1.986
7,БДЧР,Камчия,233.55,76.0,117.839,50.46,41.839,26.56,0.011,2.835
8,БДЧР,Ясна поляна,32.32,7.55,14.086,43.58,6.536,26.39,0.012,0.347
9,БДИБР,Асеновец,28.2,2.0,13.293,47.14,11.293,43.1,0.023,0.324
10,БДИБР,Боровица,27.3,4.6,25.149,92.12,20.549,90.52,0.101,0.39
11,БДЗБР,Студена,25.2,2.4,17.753,70.45,15.353,67.34,0.182,0.784
12,БДЗБР,Дяково,35.4,8.0,26.87,75.91,18.87,68.87,0.0,0.714
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.51,49.77,0.41,44.33,,
14,БДЗБР,Карагьол  - за рез.водоснабдяване,2.252,0.2,1.056,46.9,0.856,41.72,,
15,БДДР,Огняново  - за рез.водоснабдяване **,31.6,2.5,16.983,53.74,14.483,49.77,0.238,0.84
16,БДЧР,Порой,45.2,2.0,2.879,6.37,0.879,2.03,0.035,0.012
17,БДЧР,Ахелой,12.35,0.8,3.242,26.25,2.442,21.14,0.035,0.012
18,БДДР,Панчарево,6.465,1.5,5.387,83.33,3.887,78.29,4.826,5.849
19,БДДР,Ястребино,62.3,3.9,21.793,34.98,17.893,30.64,0.046,0.139
20,БДДР,Кула,20.25,0.7,8.954,44.22,8.254,42.22,0.0,0.046
21,БДДР,Рабиша,43.2,2.4,11.85,27.43,9.45,23.16,0.0,0.023
22,БДДР,Огоста,506.0,67.0,188.19,37.19,121.19,27.61,0.231,5.324
23,БДДР,Сопот,60.908,1.3,31.895,52.37,30.595,51.33,0.613,0.613
24,БДДР,Горни Дъбник,130.0,3.0,32.971,25.36,29.971,23.6,0.0,1.285
25,БДДР,Бели Лом,25.5,3.2,7.714,30.25,4.514,20.24,0.035,0.081
26,БДЧР,Съединение,12.81,1.5,7.133,55.68,5.633,49.81,0.012,0.093
27,БДЧР,Георги Трайков (Цонево),330.0,21.0,108.474,32.87,87.474,28.31,0.22,1.528
28,БДИБР,Жребчево,400.0,30.0,103.536,25.88,73.536,19.87,0.097,6.764
29,БДИБР,Малко Шарково,45.0,3.9,20.779,46.18,16.879,41.07,0.104,0.104
30,БДИБР,Домлян,26.074,0.7,1.797,6.89,1.097,4.32,0.0,0.046
31,БДИБР,Пясъчник,206.53,3.4,13.342,6.46,9.942,4.89,0.0,0.068
32,БДИБР,Тополница,137.108,20.0,22.644,16.52,2.644,2.26,0.382,0.382
33,БДИБР,Тракиец,114.0,24.0,53.098,46.58,29.098,32.33,0.0,0.984
34,БДЗБР,Пчелина,54.2,34.2,53.85,99.35,19.65,98.25,2.72,2.72
35,БДДР,Александър Стамболийски,205.569,20.0,114.112,55.51,94.112,50.72,0.7,2.437
36,БДДР,Кокаляне,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,12.975,9.12,7.565,5.53,1.114,1.114
,БДИБР,Белмекен-Чаира,149.536,5.179,73.497,49.15,68.318,47.33,1.717,2.776
38,БДИБР,Белмекен,144.036,3.81,70.112,48.68,66.302,47.28,,
39,БДИБР,Чаира,5.5,1.369,3.385,61.54,2.016,48.79,,
,БДИБР,Баташки водносилов път,,,,,,,,
,БДИБР,Голям Беглик-Широка поляна,86.091,7.242,28.164,32.71,20.922,26.53,0.776,0.215
40,БДИБР,Голям Беглик,62.111,3.942,24.459,39.38,20.517,35.27,,
41,БДИБР,Широка поляна,23.98,3.3,3.705,15.45,0.405,1.96,,
42,БДИБР,Беглика,1.554,0.242,0.665,42.82,0.423,32.28,0.028,0.003
43,БДИБР,Тошков Чарк,1.782,0.276,0.905,50.81,0.629,41.79,0.18,0.284
44,БДИБР,Батак,310.298,19.95,164.067,52.87,144.117,49.64,1.287,8.309
,БДИБР,Каскада Доспат-Въча,,,,,,,,
45,БДЗБР,Доспат,449.249,14.907,373.93,83.23,359.023,82.66,1.047,8.157
46,БДИБР,Цанков камък,110.708,31.2,89.398,80.75,58.198,73.2,8.694,12.531
47,БДИБР,Въча,226.12,24.52,128.085,56.64,103.565,51.37,13.785,10.544
48,БДИБР,Кричим,20.256,1.73,19.979,98.63,18.249,98.5,10.436,7.93
,БДИБР,Каскада Арда,,,,,,,,
49,БДИБР,Кърджали,497.236,107.176,326.22,65.61,219.044,56.16,2.391,0.965
50,БДИБР,Студен кладенец,387.772,90.667,208.376,53.74,117.709,39.62,0.52,2.526
51,БДИБР,Ивайловград,156.702,59.526,95.579,60.99,36.053,37.1,1.547,7.077
52,БДИБР,Розов кладенец,20.4,13.268,18.888,92.59,5.62,78.8,,
