number,water_body_directorate,dam_name,total_volume,dead_volume,available_volume,available_volume_percent,available_useful_volume,available_useful_volume_percent,water_intake,water_drain
1,БДДР,Искър,655.252,87.2,503.354,76.82,416.154,73.26,3.979,7.031
2,БДДР,Бели Искър,15.08,1.4,7.078,46.94,5.678,41.5,0.942,0.834
3,БДДР,Среченска бара,15.5,1.0,11.86,76.52,10.86,74.9,0.046,0.66
4,БДДР,Христо Смирненски,27.7,4.2,23.819,85.99,19.619,83.49,0.035,0.327
5,БДДР,Йовковци,92.179,9.0,64.329,69.79,55.329,66.52,0.089,0.862
6,БДЧР,Тича,311.8,40.0,145.508,46.67,105.508,38.82,0.108,2.043
7,БДЧР,Камчия,233.55,76.0,114.58,49.06,38.58,24.49,0.451,2.21
8,БДЧР,Ясна поляна,32.32,7.55,13.566,41.97,6.016,24.29,0.012,0.336
9,БДИБР,Асеновец,28.2,2.0,12.667,44.92,10.667,40.71,0.012,0.475
10,БДИБР,Боровица,27.3,4.6,24.973,91.48,20.373,89.75,0.076,0.319
11,БДЗБР,Студена,25.2,2.4,17.503,69.46,15.103,66.24,0.803,0.803
12,БДЗБР,Дяково,35.4,8.0,26.423,74.64,18.423,67.24,0.0,0.357
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.498,48.67,0.398,43.12,,
14,БДЗБР,Карагьол  - за рез.водоснабдяване,2.252,0.2,1.074,47.69,0.874,42.59,,
15,БДДР,Огняново  - за рез.водоснабдяване **,31.6,2.5,16.216,51.32,13.716,47.13,0.205,1.108
16,БДЧР,Порой,45.2,2.0,2.676,5.92,0.676,1.56,0.126,0.0
17,БДЧР,Ахелой,12.35,0.8,3.238,26.22,2.438,21.11,0.012,0.0
18,БДДР,Панчарево,6.465,1.5,5.489,84.91,3.989,80.35,3.973,3.265
19,БДДР,Ястребино,62.3,3.9,21.72,34.86,17.82,30.51,0.081,0.127
20,БДДР,Кула,20.25,0.7,8.907,43.99,8.207,41.98,0.0,0.046
21,БДДР,Рабиша,43.2,2.4,11.83,27.38,9.43,23.11,0.0,0.012
22,БДДР,Огоста,506.0,67.0,184.15,36.39,117.15,26.69,1.91,4.514
23,БДДР,Сопот,60.908,1.3,32.07,52.65,30.77,51.62,0.428,0.428
24,БДДР,Горни Дъбник,130.0,3.0,31.863,24.51,28.863,22.73,0.0,0.938
25,БДДР,Бели Лом,25.5,3.2,7.672,30.09,4.472,20.05,0.058,0.058
26,БДЧР,Съединение,12.81,1.5,7.079,55.26,5.579,49.33,0.058,0.058
27,БДЧР,Георги Трайков (Цонево),330.0,21.0,107.226,32.49,86.226,27.9,1.389,1.389
28,БДИБР,Жребчево,400.0,30.0,101.616,25.4,71.616,19.36,2.748,2.748
29,БДИБР,Малко Шарково,45.0,3.9,20.39,45.31,16.49,40.12,0.104,0.104
30,БДИБР,Домлян,26.074,0.7,1.956,7.5,1.256,4.95,0.24,0.01
31,БДИБР,Пясъчник,206.53,3.4,13.271,6.43,9.871,4.86,0.0,0.06
32,БДИБР,Тополница,137.108,20.0,22.627,16.5,2.627,2.24,0.382,0.382
33,БДИБР,Тракиец,114.0,24.0,52.092,45.69,28.092,31.21,0.0,0.856
34,БДЗБР,Пчелина,54.2,34.2,54.05,99.72,19.85,99.25,6.238,6.238
35,БДДР,Александър Стамболийски,205.569,20.0,114.187,55.55,94.187,50.76,0.331,1.2
36,БДДР,Кокаляне,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,13.431,9.44,8.021,5.86,1.551,1.067
,БДИБР,Белмекен-Чаира,149.536,5.179,73.889,49.41,68.71,47.6,0.592,0.116
38,БДИБР,Белмекен,144.036,3.81,70.792,49.15,66.982,47.77,,
39,БДИБР,Чаира,5.5,1.369,3.097,56.32,1.728,41.84,,
,БДИБР,Баташки водносилов път,,,,,,,,
,БДИБР,Голям Беглик-Широка поляна,86.091,7.242,27.321,31.74,20.079,25.47,0.899,2.0
40,БДИБР,Голям Беглик,62.111,3.942,23.691,38.14,19.749,33.95,,
41,БДИБР,Широка поляна,23.98,3.3,3.63,15.14,0.33,1.6,,
42,БДИБР,Беглика,1.554,0.242,0.657,42.29,0.415,31.64,0.008,0.008
43,БДИБР,Тошков Чарк,1.782,0.276,0.854,47.92,0.578,38.38,0.109,0.007
44,БДИБР,Батак,310.298,19.95,161.928,52.18,141.978,48.9,2.758,2.758
,БДИБР,Каскада Доспат-Въча,,,,,,,,
45,БДЗБР,Доспат,449.249,14.907,366.149,81.5,351.242,80.87,1.114,8.224
46,БДИБР,Цанков камък,110.708,31.2,83.038,75.01,51.838,65.2,8.664,11.045
47,БДИБР,Въча,226.12,24.52,131.814,58.29,107.294,53.22,13.628,18.148
48,БДИБР,Кричим,20.256,1.73,19.728,97.39,17.998,97.15,17.998,13.189
,БДИБР,Каскада Арда,,,,,,,,
49,БДИБР,Кърджали,497.236,107.176,320.106,64.38,212.93,54.59,1.52,14.184
50,БДИБР,Студен кладенец,387.772,90.667,211.702,54.59,121.035,40.74,14.69,8.557
51,БДИБР,Ивайловград,156.702,59.526,91.0,58.07,31.474,32.39,5.648,15.932
52,БДИБР,Розов кладенец,20.4,13.268,18.996,93.12,5.728,80.31,,
