number,water_body_directorate,dam_name,total_volume,dead_volume,available_volume,available_volume_percent,available_useful_volume,available_useful_volume_percent,water_intake,water_drain
1,БДДР,Искър,655.252,87.2,502.563,76.7,415.363,73.12,9.632,3.533
2,БДДР,Бели Искър,15.08,1.4,8.287,54.95,6.887,50.34,0.633,0.873
3,БДДР,Среченска бара,15.5,1.0,14.874,95.96,13.874,95.68,0.752,0.521
4,БДДР,Христо Смирненски,27.7,4.2,21.02,75.89,16.82,71.58,1.155,0.751
5,БДДР,Йовковци,92.179,9.0,74.18,80.47,65.18,78.36,0.119,0.688
6,БДЧР,Тича,311.8,40.0,181.062,58.07,141.062,51.9,0.145,1.372
7,БДЧР,Камчия,233.55,76.0,155.863,66.74,79.863,50.69,0.815,2.389
8,БДЧР,Ясна поляна,32.32,7.55,18.409,56.96,10.859,43.84,0.162,0.289
9,БДИБР,Асеновец,28.2,2.0,12.367,43.85,10.367,39.57,0.336,0.336
10,БДИБР,Боровица,27.3,4.6,24.283,88.95,19.683,86.71,1.812,0.319
11,БДЗБР,Студена,25.2,2.4,20.856,82.76,18.456,80.95,1.552,0.73
12,БДЗБР,Дяково,35.4,8.0,21.117,59.65,13.117,47.87,0.042,0.204
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.363,35.42,0.263,28.43,,
14,БДЗБР,Карагьол  - за рез.водоснабдяване,2.252,0.2,0.459,20.39,0.259,12.63,,
15,БДДР,Огняново  - за рез.водоснабдяване **,31.6,2.5,18.885,59.76,16.385,56.31,1.059,0.26
16,БДЧР,Порой,45.2,2.0,5.355,11.85,3.355,7.77,0.104,0.0
17,БДЧР,Ахелой,12.35,0.8,3.586,29.04,2.786,24.12,0.058,0.0
18,БДДР,Панчарево,6.465,1.5,5.115,79.12,3.615,72.81,3.084,3.168
19,БДДР,Ястребино,62.3,3.9,34.826,55.9,30.926,52.96,0.127,0.127
20,БДДР,Кула,20.25,0.7,9.33,46.07,8.63,44.14,0.069,0.035
21,БДДР,Рабиша,43.2,2.4,12.319,28.52,9.919,24.31,0.0,0.0
22,БДДР,Огоста,506.0,67.0,228.655,45.19,161.655,36.82,4.803,8.391
23,БДДР,Сопот,60.908,1.3,38.02,62.42,36.72,61.6,1.956,0.336
24,БДДР,Горни Дъбник,130.0,3.0,47.941,36.88,44.941,35.39,1.1,0.486
25,БДДР,Бели Лом,25.5,3.2,8.344,32.72,5.144,23.07,0.069,0.069
26,БДЧР,Съединение,12.81,1.5,8.0,62.45,6.5,57.47,0.081,0.081
27,БДЧР,Георги Трайков (Цонево),330.0,21.0,133.868,40.57,112.868,36.53,1.146,1.146
28,БДИБР,Жребчево,400.0,30.0,183.544,45.89,153.544,41.5,3.142,1.544
29,БДИБР,Малко Шарково,45.0,3.9,30.368,67.48,26.468,64.4,0.104,0.104
30,БДИБР,Домлян,26.074,0.7,5.502,21.1,4.802,18.93,0.746,0.006
31,БДИБР,Пясъчник,206.53,3.4,21.0,10.17,17.6,8.66,0.902,0.092
32,БДИБР,Тополница,137.108,20.0,61.375,44.76,41.375,35.33,4.965,0.556
33,БДИБР,Тракиец,114.0,24.0,62.711,55.01,38.711,43.01,0.012,0.15
34,БДЗБР,Пчелина,54.2,34.2,54.1,99.82,19.9,99.5,7.407,7.407
35,БДДР,Александър Стамболийски,205.569,20.0,125.355,60.98,105.355,56.77,6.422,0.935
36,БДДР,Кокаляне,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,44.101,31.01,38.691,28.28,4.543,1.0
,БДИБР,Белмекен-Чаира,149.536,5.179,70.918,47.43,65.739,45.54,2.124,8.139
38,БДИБР,Белмекен,144.036,3.81,69.908,48.54,66.098,47.14,,
39,БДИБР,Чаира,5.5,1.369,1.01,18.36,0.359,8.7,,
,БДИБР,Баташки водносилов път,,,,,,,,
,БДИБР,Голям Беглик-Широка поляна,86.091,7.242,46.664,54.2,39.422,50.0,6.353,6.914
40,БДИБР,Голям Беглик,62.111,3.942,38.039,61.24,34.097,58.62,,
41,БДИБР,Широка поляна,23.98,3.3,8.625,35.97,5.325,25.75,,
42,БДИБР,Беглика,1.554,0.242,0.861,55.42,0.619,47.19,0.322,0.555
43,БДИБР,Тошков Чарк,1.782,0.276,0.645,36.19,0.369,24.5,0.786,0.751
44,БДИБР,Батак,310.298,19.95,204.954,66.05,185.004,63.72,9.051,0.507
,БДИБР,Каскада Доспат-Въча,,,,,,,,
45,БДЗБР,Доспат,449.249,14.907,389.554,86.71,374.647,86.26,3.583,8.494
46,БДИБР,Цанков камък,110.708,31.2,82.935,74.91,51.735,65.07,19.414,7.309
47,БДИБР,Въча,226.12,24.52,181.257,80.16,156.737,77.75,12.489,0.047
48,БДИБР,Кричим,20.256,1.73,19.027,93.93,17.297,93.37,0.035,8.245
,БДИБР,Каскада Арда,,,,,,,,
49,БДИБР,Кърджали,497.236,107.176,341.171,68.61,233.995,59.99,35.776,9.157
50,БДИБР,Студен кладенец,387.772,90.667,295.184,76.12,204.517,68.84,21.736,18.91
51,БДИБР,Ивайловград,156.702,59.526,124.419,79.4,64.893,66.78,21.785,26.217
52,БДИБР,Розов кладенец,20.4,13.268,19.392,95.06,6.124,85.87,,
