number,water_body_directorate,dam_name,total_volume,dead_volume,available_volume,available_volume_percent,available_useful_volume,available_useful_volume_percent,water_intake,water_drain
1,БДДР,Искър,655.252,87.2,565.025,86.23,477.825,84.12,49.525,20.668
2,БДДР,Бели Искър,15.08,1.4,11.601,76.93,10.201,74.57,7.69,8.3
3,БДДР,Среченска бара,15.5,1.0,15.21,98.13,14.21,98.0,0.475,0.475
4,БДДР,Христо Смирненски,27.7,4.2,25.156,90.82,20.956,89.18,0.524,1.4
5,БДДР,Йовковци,92.179,9.0,72.328,78.47,63.328,76.14,0.217,0.776
6,БДЧР,Тича,311.8,40.0,175.218,56.2,135.218,49.75,0.143,1.595
7,БДЧР,Камчия,233.55,76.0,158.084,67.69,82.084,52.1,3.77,2.52
8,БДЧР,Ясна поляна,32.32,7.55,20.582,63.68,13.032,52.61,0.602,0.301
9,БДИБР,Асеновец,28.2,2.0,15.98,56.67,13.98,53.36,0.868,0.324
10,БДИБР,Боровица,27.3,4.6,26.6,97.44,22.0,96.92,0.204,0.32
11,БДЗБР,Студена,25.2,2.4,23.515,93.31,21.115,92.61,3.04,1.297
12,БДЗБР,Дяково,35.4,8.0,31.55,89.12,23.55,85.95,2.847,0.243
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.445,43.42,0.345,37.29,,
14,БДЗБР,Карагьол  - за рез.водоснабдяване,2.252,0.2,1.99,88.35,1.79,87.21,,
15,БДДР,Огняново  - за рез.водоснабдяване **,31.6,2.5,19.55,61.87,17.05,58.59,0.497,0.3
16,БДЧР,Порой,45.2,2.0,5.419,11.99,3.419,7.91,0.127,0.0
17,БДЧР,Ахелой,12.35,0.8,3.738,30.27,2.938,25.44,0.023,0.0
18,БДДР,Панчарево,6.465,1.5,5.31,82.13,3.81,76.73,26.281,25.864
19,БДДР,Ястребино,62.3,3.9,33.924,54.45,30.024,51.41,0.104,0.671
20,БДДР,Кула,20.25,0.7,9.48,46.81,8.78,44.91,0.046,0.046
21,БДДР,Рабиша,43.2,2.4,12.224,28.3,9.824,24.08,0.0,0.012
22,БДДР,Огоста,506.0,67.0,248.32,49.08,181.32,41.3,20.255,4.514
23,БДДР,Сопот,60.908,1.3,51.78,85.01,50.48,84.69,2.535,0.451
24,БДДР,Горни Дъбник,130.0,3.0,48.521,37.32,45.521,35.84,0.475,1.076
25,БДДР,Бели Лом,25.5,3.2,8.744,34.29,5.544,24.86,0.081,0.081
26,БДЧР,Съединение,12.81,1.5,8.107,63.29,6.607,58.42,0.093,0.093
27,БДЧР,Георги Трайков (Цонево),330.0,21.0,129.22,39.16,108.22,35.02,1.481,1.481
28,БДИБР,Жребчево,400.0,30.0,202.54,50.64,172.54,46.63,6.947,5.269
29,БДИБР,Малко Шарково,45.0,3.9,30.5,67.78,26.6,64.72,0.104,0.104
30,БДИБР,Домлян,26.074,0.7,16.825,64.53,16.125,63.55,3.063,0.008
31,БДИБР,Пясъчник,206.53,3.4,23.926,11.58,20.526,10.1,0.108,0.108
32,БДИБР,Тополница,137.108,20.0,91.673,66.86,71.673,61.2,11.817,3.542
33,БДИБР,Тракиец,114.0,24.0,63.621,55.81,39.621,44.02,0.15,0.718
34,БДЗБР,Пчелина,54.2,34.2,54.4,100.37,20.2,101.0,19.34,17.604
35,БДДР,Александър Стамболийски,205.569,20.0,158.771,77.23,138.771,74.78,10.874,1.465
36,БДДР,Кокаляне,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,84.273,59.26,78.863,57.65,8.152,3.624
,БДИБР,Белмекен-Чаира,149.536,5.179,123.378,82.51,118.199,81.88,30.286,11.141
38,БДИБР,Белмекен,144.036,3.81,121.144,84.11,117.334,83.67,,
39,БДИБР,Чаира,5.5,1.369,2.235,40.63,0.866,20.96,,
,БДИБР,Баташки водносилов път,,,,,,,,
,БДИБР,Голям Беглик-Широка поляна,86.091,7.242,52.401,60.87,45.159,57.27,8.381,5.804
40,БДИБР,Голям Беглик,62.111,3.942,42.678,68.71,38.736,66.59,,
41,БДИБР,Широка поляна,23.98,3.3,9.723,40.55,6.423,31.06,,
42,БДИБР,Беглика,1.554,0.242,0.906,58.3,0.664,50.61,0.559,0.559
43,БДИБР,Тошков Чарк,1.782,0.276,1.051,58.99,0.775,51.47,0.775,0.754
44,БДИБР,Батак,310.298,19.95,232.629,74.97,212.679,73.25,11.615,11.615
,БДИБР,Каскада Доспат-Въча,,,,,,,,
45,БДЗБР,Доспат,449.249,14.907,399.951,89.03,385.044,88.65,12.971,3.148
46,БДИБР,Цанков камък,110.708,31.2,73.459,66.35,42.259,53.15,13.824,14.634
47,БДИБР,Въча,226.12,24.52,184.74,81.7,160.22,79.47,21.748,33.195
48,БДИБР,Кричим,20.256,1.73,19.78,97.65,18.05,97.43,33.974,31.969
,БДИБР,Каскада Арда,,,,,,,,
49,БДИБР,Кърджали,497.236,107.176,346.063,69.6,238.887,61.24,13.688,19.681
50,БДИБР,Студен кладенец,387.772,90.667,303.549,78.28,212.882,71.65,33.965,39.701
51,БДИБР,Ивайловград,156.702,59.526,123.404,78.75,63.878,65.73,50.581,68.243
52,БДИБР,Розов кладенец,20.4,13.268,19.32,94.71,6.052,84.86,,
