number,water_body_directorate,dam_name,total_volume,dead_volume,available_volume,available_volume_percent,available_useful_volume,available_useful_volume_percent,water_intake,water_drain
1,БДДР,Искър,655.252,87.2,501.51,76.54,414.31,72.94,0.733,5.305
2,БДДР,Бели Искър,15.08,1.4,7.148,47.4,5.748,42.02,0.522,0.686
3,БДДР,Среченска бара,15.5,1.0,11.567,74.63,10.567,72.88,0.081,0.613
4,БДДР,Христо Смирненски,27.7,4.2,23.643,85.35,19.443,82.74,0.025,0.317
5,БДДР,Йовковци,92.179,9.0,63.796,69.21,54.796,65.88,0.06,0.829
6,БДЧР,Тича,311.8,40.0,144.137,46.23,104.137,38.31,0.049,2.243
7,БДЧР,Камчия,233.55,76.0,112.735,48.27,36.735,23.32,0.005,2.355
8,БДЧР,Ясна поляна,32.32,7.55,13.25,41.0,5.7,23.01,0.012,0.255
9,БДИБР,Асеновец,28.2,2.0,12.387,43.93,10.387,39.65,0.012,0.243
10,БДИБР,Боровица,27.3,4.6,24.836,90.97,20.236,89.15,0.169,0.319
11,БДЗБР,Студена,25.2,2.4,17.344,68.82,14.944,65.54,0.355,0.779
12,БДЗБР,Дяково,35.4,8.0,26.165,73.91,18.165,66.3,0.0,0.39
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.56,54.67,0.46,49.76,,
14,БДЗБР,Карагьол  - за рез.водоснабдяване,2.252,0.2,1.08,47.94,0.88,42.87,,
15,БДДР,Огняново  - за рез.водоснабдяване **,31.6,2.5,15.761,49.88,13.261,45.57,0.238,0.84
16,БДЧР,Порой,45.2,2.0,2.345,5.19,0.345,0.8,0.023,0.0
17,БДЧР,Ахелой,12.35,0.8,3.229,26.15,2.429,21.03,0.012,0.0
18,БДДР,Панчарево,6.465,1.5,5.281,81.68,3.781,76.15,1.097,1.597
19,БДДР,Ястребино,62.3,3.9,21.68,34.8,17.78,30.45,0.069,0.127
20,БДДР,Кула,20.25,0.7,8.876,43.83,8.176,41.82,0.012,0.046
21,БДДР,Рабиша,43.2,2.4,11.818,27.36,9.418,23.08,0.0,0.012
22,БДДР,Огоста,506.0,67.0,182.745,36.12,115.745,26.37,0.926,4.225
23,БДДР,Сопот,60.908,1.3,32.07,52.65,30.77,51.62,0.394,0.394
24,БДДР,Горни Дъбник,130.0,3.0,31.21,24.01,28.21,22.21,0.127,1.076
25,БДДР,Бели Лом,25.5,3.2,7.655,30.02,4.455,19.98,0.058,0.058
26,БДЧР,Съединение,12.81,1.5,7.038,54.94,5.538,48.97,0.023,0.081
27,БДЧР,Георги Трайков (Цонево),330.0,21.0,106.206,32.18,85.206,27.57,0.278,1.597
28,БДИБР,Жребчево,400.0,30.0,100.752,25.19,70.752,19.12,0.953,2.064
29,БДИБР,Малко Шарково,45.0,3.9,20.39,45.31,16.49,40.12,0.104,0.104
30,БДИБР,Домлян,26.074,0.7,2.019,7.74,1.319,5.2,0.056,0.01
31,БДИБР,Пясъчник,206.53,3.4,13.229,6.41,9.829,4.84,0.0,0.06
32,БДИБР,Тополница,137.108,20.0,21.583,15.74,1.583,1.35,0.162,0.37
33,БДИБР,Тракиец,114.0,24.0,51.629,45.29,27.629,30.7,0.0,0.405
34,БДЗБР,Пчелина,54.2,34.2,53.9,99.45,19.7,98.5,2.859,3.438
35,БДДР,Александър Стамболийски,205.569,20.0,114.939,55.91,94.939,51.16,1.941,1.07
36,БДДР,Кокаляне,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,13.83,9.72,8.42,6.15,1.546,1.056
,БДИБР,Белмекен-Чаира,149.536,5.179,73.982,49.47,68.803,47.66,3.846,2.566
38,БДИБР,Белмекен,144.036,3.81,70.962,49.27,67.152,47.89,,
39,БДИБР,Чаира,5.5,1.369,3.02,54.91,1.651,39.97,,
,БДИБР,Баташки водносилов път,,,,,,,,
,БДИБР,Голям Беглик-Широка поляна,86.091,7.242,26.749,31.07,19.507,24.74,1.134,1.948
40,БДИБР,Голям Беглик,62.111,3.942,23.149,37.27,19.207,33.02,,
41,БДИБР,Широка поляна,23.98,3.3,3.6,15.01,0.3,1.45,,
42,БДИБР,Беглика,1.554,0.242,0.665,42.82,0.423,32.28,0.031,0.006
43,БДИБР,Тошков Чарк,1.782,0.276,0.757,42.46,0.481,31.91,0.154,0.318
44,БДИБР,Батак,310.298,19.95,161.509,52.05,141.559,48.75,2.706,3.677
,БДИБР,Каскада Доспат-Въча,,,,,,,,
45,БДЗБР,Доспат,449.249,14.907,361.235,80.41,346.328,79.74,1.087,8.197
46,БДИБР,Цанков камък,110.708,31.2,82.909,74.89,51.709,65.04,8.06,11.628
47,БДИБР,Въча,226.12,24.52,132.346,58.53,107.826,53.49,18.701,12.538
48,БДИБР,Кричим,20.256,1.73,19.762,97.56,18.032,97.34,17.908,17.908
,БДИБР,Каскада Арда,,,,,,,,
49,БДИБР,Кърджали,497.236,107.176,315.159,63.38,207.983,53.32,0.701,15.986
50,БДИБР,Студен кладенец,387.772,90.667,216.189,55.75,125.522,42.25,17.343,2.652
51,БДИБР,Ивайловград,156.702,59.526,89.69,57.24,30.164,31.04,3.458,11.497
52,БДИБР,Розов кладенец,20.4,13.268,19.212,94.18,5.944,83.34,,
