number,water_body_directorate,dam_name,total_volume,dead_volume,available_volume,available_volume_percent,available_useful_volume,available_useful_volume_percent,water_intake,water_drain
1,БДДР,Искър,655.252,87.2,508.374,77.58,421.174,74.14,8.872,11.937
2,БДДР,Бели Искър,15.08,1.4,8.949,59.34,7.549,55.18,0.328,1.024
3,БДДР,Среченска бара,15.5,1.0,14.864,95.9,13.864,95.61,0.637,0.521
4,БДДР,Христо Смирненски,27.7,4.2,21.183,76.47,16.983,72.27,1.289,0.75
5,БДДР,Йовковци,92.179,9.0,75.217,81.6,66.217,79.61,0.14,0.715
6,БДЧР,Тича,311.8,40.0,183.381,58.81,143.381,52.75,0.097,1.478
7,БДЧР,Камчия,233.55,76.0,158.158,67.72,82.158,52.15,2.605,2.466
8,БДЧР,Ясна поляна,32.32,7.55,18.827,58.25,11.277,45.53,0.336,0.301
9,БДИБР,Асеновец,28.2,2.0,12.16,43.12,10.16,38.78,0.521,0.289
10,БДИБР,Боровица,27.3,4.6,24.075,88.19,19.475,85.79,0.128,0.255
11,БДЗБР,Студена,25.2,2.4,19.668,78.05,17.268,75.74,1.336,0.753
12,БДЗБР,Дяково,35.4,8.0,21.781,61.53,13.781,50.3,0.0,0.515
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.333,32.55,0.233,25.25,,
14,БДЗБР,Карагьол  - за рез.водоснабдяване,2.252,0.2,0.704,31.28,0.504,24.58,,
15,БДДР,Огняново  - за рез.водоснабдяване **,31.6,2.5,18.748,59.33,16.248,55.84,0.457,0.26
16,БДЧР,Порой,45.2,2.0,5.33,11.79,3.33,7.71,0.255,0.0
17,БДЧР,Ахелой,12.35,0.8,3.534,28.62,2.734,23.67,0.046,0.0
18,БДДР,Панчарево,6.465,1.5,5.151,79.68,3.651,73.54,13.176,12.176
19,БДДР,Ястребино,62.3,3.9,34.65,55.62,30.75,52.65,0.475,0.093
20,БДДР,Кула,20.25,0.7,9.339,46.12,8.639,44.19,0.012,0.035
21,БДДР,Рабиша,43.2,2.4,12.324,28.53,9.924,24.32,0.0,0.0
22,БДДР,Огоста,506.0,67.0,235.18,46.48,168.18,38.31,3.53,9.78
23,БДДР,Сопот,60.908,1.3,36.26,59.53,34.96,58.65,1.296,0.255
24,БДДР,Горни Дъбник,130.0,3.0,47.362,36.43,44.362,34.93,0.382,0.382
25,БДДР,Бели Лом,25.5,3.2,8.114,31.82,4.914,22.04,0.278,0.081
26,БДЧР,Съединение,12.81,1.5,7.929,61.9,6.429,56.84,0.197,0.093
27,БДЧР,Георги Трайков (Цонево),330.0,21.0,134.889,40.88,113.889,36.86,0.0,1.308
28,БДИБР,Жребчево,400.0,30.0,183.268,45.82,153.268,41.42,4.898,1.704
29,БДИБР,Малко Шарково,45.0,3.9,30.368,67.48,26.468,64.4,0.104,0.104
30,БДИБР,Домлян,26.074,0.7,4.625,17.74,3.925,15.47,0.301,0.005
31,БДИБР,Пясъчник,206.53,3.4,20.3,9.83,16.9,8.32,0.495,0.089
32,БДИБР,Тополница,137.108,20.0,56.239,41.02,36.239,30.94,4.352,0.556
33,БДИБР,Тракиец,114.0,24.0,62.936,55.21,38.936,43.26,0.023,0.116
34,БДЗБР,Пчелина,54.2,34.2,54.15,99.91,19.95,99.75,8.113,8.692
35,БДДР,Александър Стамболийски,205.569,20.0,123.779,60.21,103.779,55.92,10.767,12.585
36,БДДР,Кокаляне,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,42.531,29.91,37.121,27.13,4.033,2.872
,БДИБР,Белмекен-Чаира,149.536,5.179,81.458,54.47,76.279,52.84,2.055,7.483
38,БДИБР,Белмекен,144.036,3.81,77.898,54.08,74.088,52.83,,
39,БДИБР,Чаира,5.5,1.369,3.56,64.72,2.191,53.03,,
,БДИБР,Баташки водносилов път,,,,,,,,
,БДИБР,Голям Беглик-Широка поляна,86.091,7.242,52.153,60.58,44.911,56.96,3.345,4.685
40,БДИБР,Голям Беглик,62.111,3.942,41.712,67.16,37.77,64.93,,
41,БДИБР,Широка поляна,23.98,3.3,10.441,43.54,7.141,34.53,,
42,БДИБР,Беглика,1.554,0.242,0.889,57.19,0.647,49.29,0.126,0.555
43,БДИБР,Тошков Чарк,1.782,0.276,0.628,35.25,0.352,23.38,0.48,0.657
44,БДИБР,Батак,310.298,19.95,188.655,60.8,168.705,58.1,5.877,0.555
,БДИБР,Каскада Доспат-Въча,,,,,,,,
45,БДЗБР,Доспат,449.249,14.907,398.996,88.81,384.089,88.43,4.861,8.545
46,БДИБР,Цанков камък,110.708,31.2,84.097,75.96,52.897,66.53,21.204,13.412
47,БДИБР,Въча,226.12,24.52,157.173,69.51,132.653,65.8,26.562,17.399
48,БДИБР,Кричим,20.256,1.73,19.442,95.98,17.712,95.61,18.464,17.362
,БДИБР,Каскада Арда,,,,,,,,
49,БДИБР,Кърджали,497.236,107.176,325.851,65.53,218.675,56.06,32.33,1.091
50,БДИБР,Студен кладенец,387.772,90.667,285.035,73.51,194.368,65.42,27.38,2.572
51,БДИБР,Ивайловград,156.702,59.526,119.792,76.45,60.266,62.02,11.608,0.272
52,БДИБР,Розов кладенец,20.4,13.268,18.924,92.76,5.656,79.3,,
